,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.59,0.24,0.98,0.7,0.28,0.71,0.66,0.33,0.64,0.24,0.31,0.62,0.35,0.8,0.54,0.19
PRES_0_1,1.01,1.0,,,0.99,0.7,0.28,0.71,0.67,0.33,0.64,0.25,0.31,0.61,0.36,0.81,0.54,0.19
PRES_0_0,5.64,,0.41,,5.34,,,3.4,2.3,2.53,,1.23,,,1.14,4.41,3.83,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.04,1.03,0.57,0.23,0.98,2.87,,0.74,0.65,0.35,0.64,0.25,0.35,0.61,0.35,0.83,0.55,0.19
DEWP_1_0,2.56,2.53,,,,0.53,0.19,1.52,7.17,0.78,,0.6,0.48,,,2.06,1.48,0.53
DEWP_0_0,8.64,7.96,,,,2.24,0.31,4.74,,2.19,,1.83,1.45,,,6.74,4.9,0.51
WSPM_0_1,1.38,1.37,1.1,,1.38,0.81,0.31,0.82,1.5,0.42,2.36,0.31,0.42,1.36,0.6,1.1,0.72,0.24
WSPM_0_2,1.89,1.92,0.58,0.31,1.8,2.01,,1.8,0.66,0.82,1.7,0.55,0.7,,1.01,1.5,0.96,0.32
WSPM_0_0,2.28,2.27,,,2.26,1.68,0.62,1.6,1.62,0.61,2.55,0.49,0.61,,0.84,1.79,1.35,0.43
WSPM_0_3,2.45,2.42,,,2.31,,,2.97,3.47,1.35,0.55,0.85,,,,2.06,1.23,0.37
WSPM_1_0,2.53,2.52,,,2.49,1.8,0.49,1.74,2.01,0.74,2.4,0.58,0.8,,1.21,2.0,1.46,0.52
WSPM_1_1,3.13,3.1,,,3.31,1.4,0.54,2.04,3.71,0.88,,0.69,0.5,,0.57,2.5,1.86,0.78
WSPM_0_4,3.3,3.27,,,3.12,,,9.85,,,,2.14,,0.45,,2.74,1.82,
WSPM_1_2,5.42,5.23,,,5.13,,,4.56,5.2,1.49,,1.33,1.26,,0.39,4.23,6.68,
PM10_0,1.16,1.16,0.57,0.22,1.15,0.78,0.32,0.82,0.78,0.39,0.85,0.29,0.37,0.7,0.37,0.91,0.67,0.31
PM10_1,1.59,1.57,,,1.55,1.36,0.4,1.11,1.04,0.5,0.84,0.37,0.45,1.2,0.58,1.32,0.74,0.21
PM10_2,5.87,5.81,,,5.62,,,4.19,5.3,1.59,2.12,1.39,,,,4.98,2.79,0.37
