,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.28,0.21,0.97,0.49,0.34,0.95,0.71,1.08,0.54,1.32,0.8,0.41,0.42,1.04,1.05,0.64
PRES_0_1,1.0,1.0,,,0.97,0.49,0.33,0.96,0.69,1.09,0.55,1.33,0.81,0.41,0.4,1.04,1.06,0.65
PRES_0_0,1.58,,3.65,,1.61,,,1.45,1.91,0.98,,1.96,,,1.07,1.71,1.09,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.01,1.01,0.28,0.23,1.03,0.13,,0.95,0.74,1.09,0.57,1.34,0.76,0.43,0.43,1.05,1.07,0.66
DEWP_1_0,1.27,1.28,,,,2.1,0.67,1.46,0.48,1.42,,1.69,1.55,,,1.29,1.26,0.54
DEWP_0_0,1.57,1.27,,,,2.31,4.35,1.12,,1.74,,1.89,2.27,,,1.7,1.91,2.34
WSPM_0_1,1.09,1.08,0.29,,1.03,0.65,0.35,1.28,0.5,1.25,0.33,1.62,0.94,0.11,0.28,1.14,1.13,0.67
WSPM_0_2,1.18,1.17,0.48,0.67,1.2,0.17,,0.61,1.65,0.92,0.27,1.26,0.31,,0.31,1.23,1.15,0.48
WSPM_0_0,1.24,1.24,,,1.21,0.68,0.64,1.28,0.43,1.77,0.35,1.92,1.21,,0.68,1.29,1.38,1.0
WSPM_0_3,1.27,1.27,,,1.29,,,0.3,0.54,0.82,2.03,1.01,,,,1.27,1.41,1.14
WSPM_1_0,1.28,1.28,,,1.24,0.66,,1.29,0.6,1.65,0.4,1.83,1.11,,0.38,1.33,1.39,1.04
WSPM_1_1,1.36,1.36,,,1.21,1.1,0.95,1.4,0.67,1.51,,1.61,2.29,,0.61,1.39,1.6,1.0
WSPM_0_4,1.37,1.38,,,1.4,,,0.69,,,,0.96,,2.59,,1.37,1.44,
WSPM_1_2,1.58,1.46,,,1.61,,,1.42,,1.68,,1.82,1.12,,3.57,1.71,2.15,
PM10_0,1.04,1.03,0.35,0.27,1.01,0.53,0.41,1.0,0.74,1.16,0.52,1.41,0.9,0.42,0.54,1.12,0.99,0.57
PM10_1,1.13,1.13,,,1.12,0.43,0.2,1.04,0.82,1.11,0.69,1.4,0.76,0.42,,1.11,1.42,0.88
PM10_2,1.6,1.61,,,1.61,,,1.53,,1.53,1.18,2.12,,,,1.52,2.06,3.44
