,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,183.64,45.35,,,,,272.89,131.04,1161.96,2795.01,,,,41.71,812.43,686.78,885.24,1419.68,,364.16,335.94,760.95,5810.95,104663.31,497175.19,546781.55,534130.93,21484031.21,,11.15,115.49,26136.3
TEMP_0_0,39.87,209.29,,,,,108.23,333.1,633.36,4558.63,,,,23.92,1497.45,30.25,12040.99,27522.2,,350.37,393.78,1076.3,1686.08,103683.01,370096.12,451728.34,953031.25,32136882.61,,11.82,105.79,25091.56
TEMP_1_1,,,5232.58,,,,294.37,,688.54,,375835.17,,,13.26,58.4,5195.43,,,,281.97,685.24,488.26,2340.41,128993.04,668314.94,355154.65,181008.07,,,15.37,91.28,1526.52
TEMP_0_2,,,,513605.26,,,18.24,,,14707.32,,1120171.87,,20.27,1060.44,,,71292.56,,112.82,258.28,515.72,14733.1,119381.9,392738.05,370070.39,802449.94,,,11.38,84.47,36119.49
TEMP_0_1,,,,,1749762.69,,38.49,117.34,153.14,21882.4,,375691.05,,1.82,,,93776.09,,,105.77,71.78,2908.76,,136387.78,396099.56,486636.11,552405.74,179022364.82,,10.23,109.77,55938.18
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,105.38,45.67,1612.14,3359.5,12907.87,,554.34,15.55,522.8,,,,,35.77,386.37,1855.66,1851.66,2857.76,,330.69,430.15,852.82,5103.78,93578.72,505267.75,282315.15,449010.84,16063040.15,,10.52,123.3,27819.38
PRES_1_1,67.35,163.7,,,67490.41,,19.93,573.53,19.24,,,,,22.78,1150.73,,16527.58,32359.53,,327.23,404.12,1167.74,1763.87,103160.72,440828.54,549015.16,877966.83,34462999.91,,11.93,101.92,27023.17
PRES_1_0,115.74,89.88,895.65,,,,130.28,3.97,3013.35,,,,,36.04,1000.81,1206.22,2933.31,,,262.46,377.47,888.97,5805.05,113596.9,434383.9,446176.12,638198.76,21491070.54,,13.63,100.58,11862.02
PRES_1_2,54.61,88.0,,110829.0,450531.3,,,,,39760.56,,,,22.23,1823.81,,23555.58,,,313.45,226.25,850.39,4628.9,173628.35,502385.23,697403.52,801939.96,58953960.51,,12.21,106.11,22362.25
PRES_0_1,,,5191.53,,,,,,,,1059106.17,,,,,6830.7,,,,470.49,684.23,,,141231.86,667244.83,465426.07,,,,15.02,93.4,
PRES_1_3,,,,406900.24,367221.86,,,,,,,1822598.57,,6.99,605.66,,20174.82,91891.44,,138.15,332.91,1349.0,7999.21,70389.83,303728.16,504253.4,663016.25,53762907.61,,12.03,59.39,56775.19
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,121.43,80.15,517.44,27414.81,5401.71,,257.71,139.33,1005.43,3820.93,,22975.88,,55.16,331.56,,,,,381.52,280.87,1084.12,6838.48,64062.97,355143.56,182327.49,122689.43,,,9.63,127.74,33647.92
DEWP_0_0,79.97,149.2,44.3,46428.08,,,85.96,225.43,723.45,10196.57,,72675.41,,9.96,3859.52,,,,,175.78,567.79,539.61,1260.3,199470.35,678768.88,1024414.89,1572984.12,45102800.26,,15.69,65.52,4556.59
DEWP_1_1,37.45,2.34,4189.09,,,,274.75,,763.23,,397037.42,,,,,6887.37,,,,297.87,772.28,227.47,2472.44,117492.65,667305.94,308191.98,191219.41,,,14.06,114.12,2853.12
DEWP_0_2,10.43,97.09,,,955404.31,,67.89,283.07,371.44,11658.44,,210284.41,,,,,96303.05,,,300.06,106.07,2154.53,,130868.43,402820.86,612862.55,750905.51,100203644.47,,11.64,93.41,47910.77
DEWP_0_1,13.09,142.01,,176261.72,,,39.32,356.78,,,,627064.37,,,,,,166279.58,,294.19,240.23,871.74,4108.05,128747.49,316975.94,801796.81,1888754.93,107018985.77,,13.65,74.11,27659.41
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,90.62,101.05,845.96,12132.62,33149.14,,191.62,182.18,713.76,4777.43,99196.13,40572.95,,31.86,589.69,1106.53,9242.5,13682.2,,1158.76,55.97,,,18087.0,291311.6,87839.35,,,,11.78,122.3,17076.84
WSPM_0_1,62.53,84.49,1683.7,24891.44,18032.74,,195.47,163.09,638.31,2650.51,124284.58,88553.18,,20.06,1165.43,2350.6,2547.52,8473.65,,22.55,1349.16,,,79259.56,617111.05,325058.34,259347.59,,,15.09,83.27,4604.17
WSPM_0_3,63.93,100.44,524.62,20525.61,308882.23,,174.57,214.15,741.78,4449.85,,148324.73,,30.51,530.39,289.05,22866.97,14238.32,,,16.73,4704.94,,18925.2,154010.12,120243.21,,,,7.34,133.45,58613.9
WSPM_0_4,106.26,46.0,536.47,135399.16,,,236.2,68.35,1095.06,5774.19,,196677.3,,42.53,349.21,705.86,,15637.87,,,,,31505.48,11640.7,99992.81,,,,,7.12,154.76,49625.72
WSPM_0_0,72.27,80.13,1196.13,41975.5,122007.26,,162.37,133.3,757.59,8237.98,104313.4,63545.1,,16.5,1476.98,1309.5,11395.04,15628.38,,80.08,255.07,173.92,,625482.74,1782215.59,1062263.55,898755.37,,,16.15,56.03,6413.49
WSPM_1_0,88.69,66.76,1390.8,33151.71,81988.88,,186.16,142.4,892.97,5405.22,95372.25,61003.3,,21.25,1331.37,1691.53,7507.32,8520.36,,128.79,561.93,307.42,1128.42,410072.59,1402899.12,428600.25,402642.4,,,14.82,72.21,8619.74
WSPM_1_1,83.07,100.48,683.57,25925.83,116505.61,,141.54,200.6,649.52,7403.77,62611.75,101941.85,,16.17,1684.51,862.69,13825.53,26088.75,,175.69,281.04,379.6,,322079.82,414996.68,5662792.12,,,,17.11,57.07,
WSPM_1_2,74.07,112.81,286.87,48324.59,90507.21,,170.39,211.68,713.49,5920.77,,116460.84,,11.01,1863.91,377.45,11407.22,45969.53,,,145.55,,,157347.8,174669.26,,12040053.71,,,17.07,46.57,
