,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,2.16,1.86,,,1.76,1.87,0.31,0.62,,,1.76,1.68,0.3,,1.89,4.55,4.18,2.73,8.18,1.04,0.82,0.59,1.76,2.11,3.83
TEMP_0_0,1.3,2.7,,,1.26,2.57,0.08,2.49,,,0.75,1.59,1.91,,1.7,4.54,3.61,2.09,8.42,2.47,3.46,3.06,1.75,1.99,3.92
TEMP_1_1,,0.21,7.07,,0.19,0.13,5.84,,,,2.18,0.95,,6.97,1.99,4.43,4.57,3.19,8.38,0.86,,,1.98,2.28,3.34
TEMP_0_2,,,,30.33,,,,,31.79,28.84,,,6.66,,1.62,4.5,2.56,1.22,9.66,2.74,,,1.9,1.96,3.26
PRES_0_0,1.99,2.07,0.15,,1.99,1.59,,0.31,,,1.67,1.72,0.53,,1.89,4.38,3.92,2.52,8.19,1.37,0.73,2.45,1.71,2.12,4.03
PRES_1_0,1.43,2.42,,,1.33,5.13,,0.27,,,1.01,1.71,1.25,,1.79,4.77,3.43,2.37,8.63,1.92,3.3,,1.81,2.02,4.37
PRES_0_1,0.47,0.28,5.83,,,,6.34,,,,2.22,0.82,,6.24,2.08,4.32,4.3,2.66,8.41,0.77,2.45,,2.0,2.27,2.89
PRES_1_1,1.25,2.74,,,0.39,0.1,,7.87,,,0.21,1.44,2.73,,1.37,5.06,4.89,2.83,8.13,2.72,2.75,,1.81,1.87,3.18
PRES_1_3,,,,30.41,,,,,36.17,,,,6.68,,1.48,4.61,3.04,1.45,10.01,3.26,,,1.87,1.92,3.55
PRES_1_2,,,,29.69,,,,,,238.33,,,6.52,,2.34,3.25,,,6.76,,,,,2.09,
DEWP_1_0,1.56,1.32,1.92,,1.33,1.41,1.97,0.21,,,2.29,1.15,0.09,,2.11,4.33,3.93,2.01,8.6,0.99,0.36,,1.78,2.2,3.39
DEWP_0_0,1.75,2.4,0.29,,1.45,2.26,0.25,1.47,,,0.97,2.39,,,1.65,4.84,4.32,3.01,7.94,1.35,2.71,3.38,1.83,1.99,4.04
DEWP_0_1,0.64,2.11,,7.77,0.86,1.9,,3.35,7.34,10.99,,,6.69,,1.47,4.31,3.12,2.65,8.57,4.1,2.94,,1.69,2.02,4.33
DEWP_1_1,,,7.09,,,,6.36,,,,,,,157.54,2.4,3.25,4.77,,11.16,,,,2.09,2.36,
WSPM_0_1,1.51,1.83,1.04,1.17,1.27,2.05,1.13,0.87,1.06,2.27,1.53,1.46,0.85,1.31,2.35,4.24,3.52,1.67,8.87,0.42,0.54,,1.8,2.14,3.33
WSPM_0_0,1.5,1.87,0.96,1.04,1.36,1.56,0.87,1.39,1.14,,1.39,1.48,0.9,,1.49,5.7,4.45,2.23,9.43,0.85,1.42,,1.93,2.01,3.41
WSPM_1_1,1.54,1.8,1.07,1.07,1.27,1.4,1.0,1.57,1.11,,1.35,1.62,0.85,,1.73,4.84,7.13,2.27,7.83,0.73,,,1.85,2.05,3.78
WSPM_1_2,1.48,1.93,1.28,0.54,1.41,1.51,1.06,1.42,0.64,,1.45,1.7,1.02,,1.38,4.71,2.67,8.12,6.85,1.26,1.33,,1.81,2.05,5.0
WSPM_1_0,1.49,1.88,0.94,1.4,1.31,1.77,0.9,1.16,1.33,,1.33,1.43,1.1,,1.73,5.37,4.37,1.75,9.77,0.8,,,1.86,2.04,3.44
WSPM_0_2,1.25,2.03,0.61,2.55,1.21,2.24,0.55,1.77,1.94,,0.88,1.0,2.9,,0.86,2.39,2.33,0.76,6.13,13.55,,,1.23,2.1,5.63
WSPM_1_3,1.45,2.17,,,1.17,2.14,1.32,1.4,,,1.3,1.72,1.75,,1.02,2.27,1.16,1.33,1.87,,65.8,,2.09,2.21,2.51
WSPM_0_3,2.17,2.74,,,1.6,,,,,,,2.43,,,,2.3,,,4.71,,,147.04,,2.32,6.51
PM10_0,1.41,1.88,1.03,1.14,1.22,1.85,1.05,1.35,1.23,,1.34,1.55,0.99,1.37,1.67,4.95,4.23,3.06,8.43,1.27,2.83,,2.06,1.85,2.82
PM10_1,1.54,1.81,1.05,1.26,1.3,1.72,1.04,1.11,1.05,3.01,1.44,1.46,0.93,0.73,2.0,4.33,3.93,2.11,8.44,1.52,0.78,1.76,1.71,2.32,3.42
PM10_2,1.7,2.09,0.6,0.93,1.68,2.16,0.59,0.7,0.72,,1.48,1.35,1.93,,1.82,3.24,2.8,1.28,7.46,3.7,,7.3,0.73,2.21,10.64
