,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.54,1.1,,,,0.57,0.75,1.63,0.66,2.45,,,0.57,0.82,0.98,2.72,12.32,15.54,0.57,1.03,0.98,1.66,0.98,0.38,0.19,0.47,0.74,1.62,0.57,1.1,0.69,0.61
TEMP_0_0,0.98,0.53,45.8,,,,1.41,0.7,1.28,1.46,,,,1.37,0.64,26.02,1.2,0.81,,1.0,0.99,1.01,3.14,0.33,0.19,0.37,0.51,0.89,,1.11,0.73,0.56
TEMP_1_1,,,0.36,,,,0.95,,1.16,,0.36,,,3.49,15.64,0.45,,,,1.5,0.78,2.77,3.04,0.37,0.16,0.7,3.37,,,1.13,1.06,7.08
TEMP_0_2,,,,0.21,,,9.91,,,0.96,,0.25,,3.11,1.58,,,0.57,,6.53,2.83,4.09,0.7,0.65,0.4,0.8,1.05,,,2.11,1.74,0.97
TEMP_0_1,,,,,0.19,,10.39,4.64,8.39,0.74,,0.73,,57.92,,,0.33,,,6.62,6.51,0.9,,0.77,0.57,0.97,1.73,0.28,,2.52,1.45,0.56
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.93,1.69,0.99,18.34,7.92,0.43,0.48,5.49,0.96,13.23,,,0.43,1.12,1.85,1.07,7.2,8.75,0.43,1.34,0.94,1.61,1.19,0.38,0.18,0.63,0.73,1.5,0.43,1.18,0.73,0.61
PRES_1_1,1.13,0.66,,,2.39,,3.97,0.47,8.74,,,,,1.61,0.91,,0.98,0.75,,1.11,1.0,1.03,3.58,0.37,0.2,0.42,0.7,0.98,,1.22,0.79,0.61
PRES_1_0,0.84,1.11,2.13,,,,1.01,14.33,0.39,,,,,1.13,1.06,1.94,5.39,,,1.49,1.24,1.56,1.18,0.47,0.23,0.74,0.97,2.9,,1.22,0.94,1.44
PRES_1_2,1.66,1.63,,0.72,0.53,,19.09,,,0.29,,,,2.02,0.85,,0.96,,,1.84,2.39,2.15,1.79,0.43,0.3,0.45,0.82,0.74,,1.7,1.18,0.87
PRES_0_1,,,0.55,,,,,,,,0.19,,,,,0.52,,,,1.43,1.17,,,0.52,0.24,0.79,,,,1.73,1.69,8.1
PRES_1_3,,,,0.29,0.86,,24.12,,,,,0.18,,8.76,2.65,,1.54,0.49,,5.87,2.17,1.73,1.44,0.91,0.48,0.7,1.54,0.68,,2.14,2.12,0.7
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.61,0.91,2.6,1.71,15.18,0.32999999999999996,0.68,1.39,0.69,1.63,,4.43,0.32999999999999996,0.62,1.25,,,,0.32999999999999996,0.89,1.14,0.99,0.76,0.42,0.19,0.56,1.11,,0.32999999999999996,1.08,0.6,0.43
DEWP_0_0,1.08,0.75,38.77,1.55,,,2.5,1.4,1.45,0.87,,2.73,,1.85,0.38,,,,,2.0,0.84,2.26,4.14,0.33,0.2,0.36,0.49,0.84,,1.21,1.12,2.4
DEWP_1_1,3.21,19.06,0.46,,,,1.01,,1.08,,0.35,,,,,0.35,,,,1.49,0.71,6.61,2.95,0.37,0.16,0.73,3.26,,,1.21,0.97,3.56
DEWP_0_2,7.41,1.89,,,0.26,,4.12,1.32,3.14,1.11,,1.03,,,,,0.26,,,2.09,4.53,0.94,,0.56,0.37,0.61,1.16,0.39,,1.82,1.2,0.56
