,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.0,1.12,,,0.97,1.57,1.51,1.9,,,1.04,1.06,1.85,,1.05,1.67,1.91,1.96,2.28,2.55,4.86,8.62,0.97,1.04,2.28
TEMP_0_0,0.89,1.0,,,0.85,1.41,1.52,1.72,,,0.88,0.92,1.6,,0.93,1.5,1.7,1.78,2.08,2.27,5.22,7.33,0.88,0.93,2.11
TEMP_1_1,,1.24,1.01,,0.57,0.87,0.95,,,,0.58,0.63,,4.12,0.59,0.93,1.04,1.12,1.3,1.39,,,0.55,0.58,1.32
TEMP_0_2,,,,1.0,,,,,1.12,2.79,,,0.47,,0.28,0.45,0.5,0.53,0.6,0.6,,,0.27,0.27,0.55
PRES_0_0,1.04,1.18,1.72,,1.0,1.63,,1.94,,,1.06,1.11,1.98,,1.12,1.72,1.96,2.01,2.42,2.79,4.2,10.23,1.0,1.08,2.3
PRES_1_0,0.62,0.7,,,0.62,0.99,,,,,0.67,0.65,1.13,,0.65,1.09,1.26,1.37,1.43,1.47,4.0,,0.63,0.67,1.72
PRES_0_1,0.65,0.63,1.04,,,,1.01,,,,0.61,0.63,,4.35,0.62,0.99,1.09,1.15,1.39,1.47,3.27,,0.58,0.61,1.33
PRES_1_1,0.53,0.59,,,0.48,,,1.0,,,0.43,0.56,0.92,,0.51,0.88,1.01,1.05,1.18,1.36,4.08,,0.52,0.55,1.27
PRES_1_3,,,,0.92,,,,,1.0,,,,0.43,,0.26,0.41,0.49,0.49,0.56,0.62,,,0.24,0.25,0.51
PRES_1_2,,,,0.36,,,,,,1.0,,,0.16,,0.1,0.17,,,0.18,,,,,0.09,
DEWP_1_0,0.97,1.12,1.73,,0.95,1.53,1.63,2.26,,,1.0,1.04,1.77,,1.05,1.62,1.8,1.76,2.29,2.48,2.9,,0.94,1.01,2.12
DEWP_0_0,0.95,1.06,1.54,,0.9,1.49,1.53,1.77,,,0.97,1.0,,,0.95,1.61,1.84,2.02,2.14,2.44,5.99,7.84,0.94,0.99,2.41
DEWP_0_1,0.53,0.63,,2.26,0.52,0.87,,1.11,2.41,7.44,,,1.0,,0.61,0.95,1.1,1.15,1.29,1.4,3.18,,0.57,0.59,1.26
DEWP_1_1,,,0.21,,,,0.2,,,,,,,1.0,0.12,0.16,0.17,,0.3,,,,0.11,0.12,
WSPM_0_1,0.94,1.07,1.65,3.43,0.89,1.55,1.59,1.89,3.91,9.81,0.95,1.04,1.68,6.6,1.0,1.62,1.78,1.95,2.22,1.63,4.07,,0.95,0.97,1.96
WSPM_0_0,0.59,0.66,1.06,2.3,0.59,0.9,0.97,1.09,2.43,,0.62,0.6,1.03,,0.61,1.0,1.18,1.1,1.36,1.67,3.73,,0.58,0.62,1.46
WSPM_1_1,0.53,0.58,0.93,1.99,0.51,0.76,0.88,1.02,2.1,,0.54,0.54,0.89,,0.55,0.83,0.99,1.26,1.1,1.28,,,0.5,0.55,1.28
WSPM_1_2,0.51,0.58,0.89,1.51,0.5,0.74,0.85,1.0,2.05,,0.58,0.54,0.85,,0.51,0.88,0.76,1.0,1.28,1.97,,,0.49,0.55,1.78
WSPM_1_0,0.43,0.49,0.78,1.73,0.42,0.68,0.71,0.79,1.77,,0.44,0.45,0.76,,0.44,0.75,0.92,0.8,1.0,1.21,,,0.42,0.45,1.01
WSPM_0_2,0.4,0.44,0.83,1.74,0.37,0.64,0.78,0.74,1.62,,0.39,0.39,0.72,,0.61,0.58,0.81,0.54,0.94,1.01,,,0.36,0.41,0.87
WSPM_1_3,0.23,0.19,,,0.24,0.24,0.31,0.26,,,0.39,0.19,0.31,,0.26,0.24,,,0.28,,1.0,,0.17,0.23,0.44
WSPM_0_3,0.12,0.14,,,0.1,,,,,,,0.13,,,,0.2,,,0.28,,,1.0,,0.13,0.22
PM10_0,1.02,1.14,1.78,3.79,1.0,1.62,1.68,1.94,4.2,,1.07,1.07,1.76,8.64,1.03,1.73,2.06,2.07,2.29,2.85,6.53,,1.0,1.06,3.18
PM10_1,0.95,1.08,1.73,3.59,0.89,1.49,1.64,1.86,3.82,11.74,0.96,1.02,1.64,6.21,1.04,1.62,1.73,1.92,2.31,2.29,3.75,8.39,0.98,1.0,1.89
PM10_2,0.43,0.49,0.74,1.77,0.44,0.69,0.73,0.78,2.06,,0.46,0.46,0.87,,0.48,0.62,0.74,0.62,0.94,1.04,,4.74,0.31,0.45,1.0
