,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.9,,,,,0.96,0.96,1.19,0.88,0.64,,1.07,1.16,0.36,0.19,,0.84,0.75,0.84,0.46,0.63,0.49,0.32,0.63,0.56,,0.92,0.68,0.58
TEMP_0_1,,0.68,,,,2.14,1.27,0.89,1.0,0.82,,1.49,,,,,1.37,1.12,0.96,0.63,0.8,0.64,0.46,,2.05,,1.4,0.95,0.79
TEMP_0_0,,,0.6,0.13,0.33,2.12,,1.17,0.83,0.72,0.33,,0.89,,,0.33,1.96,1.16,1.57,0.77,1.27,0.74,0.52,,1.15,0.33,1.71,1.15,1.02
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.19,1.61,1.13,,,0.82,,,3.54,1.32,,1.28,1.26,,,,0.94,0.86,1.01,0.5,0.7,0.5,0.35,1.08,0.9,,1.03,0.79,0.78
PRES_1_3,1.51,1.09,,,,,0.72,,,1.81,,1.45,1.73,0.53,0.26,,1.49,1.12,0.94,0.66,0.86,0.72,0.45,0.67,0.68,,1.37,0.91,0.65
PRES_1_1,2.63,1.35,1.25,0.14,,,6.11,0.58,2.73,1.44,,2.61,1.27,,0.39,,1.59,1.44,1.77,0.75,0.93,1.05,0.57,,1.52,,1.73,1.41,1.23
PRES_1_0,2.75,1.87,1.1,,0.27,6.42,,2.59,0.57,0.61,0.27,2.43,1.63,,,0.27,1.83,1.21,1.29,0.92,2.88,0.83,0.6,,1.44,0.27,1.84,1.17,1.13
PRES_0_0,2.86,2.36,1.45,,,5.97,5.54,2.07,0.79,0.53,,2.84,2.0,0.42,0.28,,1.81,1.41,1.9,1.25,1.17,0.94,0.78,,,,2.17,1.37,1.05
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.01,0.79,,,,0.96,0.89,0.99,0.72,0.56,,0.93,5.21,0.77,0.34,,0.78,0.72,0.69,0.42,0.61,0.43,0.29,0.79,0.75,,0.87,0.62,0.53
DEWP_0_1,1.87,5.99,0.65,0.16,0.36,1.66,1.78,0.88,0.9,0.77,0.36,8.42,0.71,,0.29,0.36,1.78,0.94,1.44,0.63,0.76,0.68,0.45,0.87,0.67,0.36,1.34,1.0,0.85
DEWP_0_0,5.38,,,,,,,,2.5,1.5,,,,0.28,0.22,,3.02,,,,,,,,,,4.79,3.25,
DEWP_1_0,6.84,,,,,,,,,,,,,,0.27,,4.64,,,,,,,,,,,4.79,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.63,1.54,1.55,,,1.51,1.84,1.08,1.12,0.73,,1.61,1.82,0.36,0.16,,0.68,2.45,,1.78,1.23,2.04,0.79,,,,1.57,0.89,0.6
WSPM_0_1,1.75,1.52,1.17,,0.42000000000000004,1.65,1.63,1.44,0.83,0.72,0.42000000000000004,1.78,1.37,,,0.42000000000000004,1.91,0.7,1.57,0.7,0.98,0.69,0.41,2.39,2.27,0.42000000000000004,1.32,0.91,1.07
WSPM_0_2,1.99,1.36,1.92,0.25,,1.88,1.53,1.54,1.13,0.67,,1.82,2.22,,,,,2.39,0.63,1.08,1.8,0.93,0.68,,,,1.72,1.02,0.8
WSPM_0_0,2.3,1.88,1.41,,,1.95,2.17,1.56,1.54,1.72,,2.28,1.77,,,,2.75,1.39,1.87,0.6,1.32,0.74,0.46,,2.22,,1.7,1.41,1.56
WSPM_1_2,2.35,1.73,2.11,,,2.15,2.03,1.44,2.58,2.25,,2.53,1.67,,,,6.85,1.57,2.74,0.69,0.57,0.86,0.57,,2.99,,1.71,2.54,
WSPM_1_1,2.78,2.18,1.72,,,2.2,2.5,2.24,1.93,1.52,,2.65,2.23,,,,3.27,1.71,2.89,0.75,1.47,0.54,0.63,,,,2.0,2.08,2.73
WSPM_1_0,2.67,2.34,1.95,,,2.36,2.67,2.16,1.73,1.77,,2.7,2.33,,,,2.72,1.57,2.13,0.82,1.74,1.12,0.58,,,,2.07,1.62,1.8
WSPM_0_4,2.27,,,,,3.3,1.55,,,,,2.89,2.26,0.4,0.26,,,3.81,,,,1.64,0.93,0.49,,,3.28,1.43,0.85
WSPM_1_3,3.04,4.17,2.76,,,3.87,2.29,2.49,2.52,,,3.95,2.13,,,,,,,1.16,1.59,,1.13,,0.44,,2.43,4.04,4.01
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.14,1.03,0.94,0.28,0.24,1.02,1.11,0.86,0.86,0.82,0.24,1.19,0.98,,,0.24,1.09,0.72,0.85,0.41,0.6,0.44,0.3,1.44,0.68,0.24,0.88,0.77,1.14
PM10_1,1.54,1.22,1.18,0.21,,1.5,1.34,1.12,0.83,0.55,,1.51,1.38,0.36,0.22,,1.02,1.12,0.93,0.78,0.79,0.67,0.53,0.75,0.75,,1.42,0.75,0.59
PM10_2,2.11,1.99,1.75,,,2.53,1.48,2.1,1.19,0.98,,2.1,2.0,0.59,0.19,,1.32,1.38,1.56,1.17,,1.44,0.63,0.89,0.74,,2.2,1.23,0.6
