,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,1.34,,,,,0.93,0.71,0.29,0.33,0.37,,1.0,0.47,0.32,0.27,,0.68,0.6,0.5,0.46,0.47,0.4,0.43,0.64,0.44,,0.88,0.65,0.54
TEMP_0_1,,2.95,,,,0.39,0.97,1.0,0.54,0.41,,1.23,,,,,0.58,0.56,0.86,0.53,0.65,0.49,0.42,,0.17,,0.79,0.79,0.46
TEMP_0_0,,,4.14,,,0.68,,0.86,1.36,0.95,,,2.66,,,,0.45,0.88,0.42,0.75,0.39,0.6,0.53,,0.35,,0.81,0.76,0.53
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.05,0.31,0.47,,,1.77,,,,,,0.97,0.56,,,,0.71,0.62,0.46,0.57,0.51,0.53,0.49,0.28,0.24,,0.98,0.61,0.31
PRES_1_3,0.93,0.9,,,,,2.49,,,,,1.04,0.38,,,,0.43,0.53,0.71,0.4,0.5,0.35,0.34,1.1,0.62,,0.75,0.66,0.88
PRES_1_1,0.48,1.21,0.91,,,,,4.55,,,,0.59,1.35,,,,0.77,0.45,0.44,0.68,0.83,0.41,0.43,,0.42,,0.95,0.59,0.31
PRES_1_0,0.57,0.66,1.46,,,,,,4.44,0.54,,0.79,0.94,,,,0.41,1.03,0.73,0.53,0.17,0.36,0.57,,0.39,,0.79,0.85,0.42
PRES_0_0,0.72,0.57,1.14,,,,,,0.61,5.48,,0.8,0.74,2.19,,,1.0,0.77,0.66,0.23,0.33,0.42,0.3,,,,0.4,1.23,0.93
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.96,0.84,,,,0.83,0.77,0.34,0.44,0.39,,1.23,,,,,0.71,0.58,0.65,0.49,0.42,0.45,0.44,0.37,0.27,,0.83,0.71,0.53
DEWP_0_1,0.62,,2.2,,,0.67,0.4,1.07,0.72,0.51,,,2.66,,,,0.33,0.79,0.33,0.58,0.73,0.43,0.44,0.55,0.69,,0.92,0.61,0.46
DEWP_0_0,1.35,,,,,,,,,4.49,,,,35.87,,,2.3,,,,,,,,,,,1.45,
DEWP_1_0,1.35,,,,,,,,,,,,,,40.65,,2.18,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.95,0.58,0.39,,,0.89,0.46,0.63,0.34,0.7,,1.03,0.35,0.77,0.52,,2.92,,,,,,0.07,,,,0.46,1.07,1.02
WSPM_0_1,0.84,0.56,0.76,,,0.77,0.57,0.37,0.83,0.55,,0.85,0.83,,,,,2.77,,,,0.06,0.31,,,,0.94,0.64,0.29
WSPM_0_2,0.77,0.95,0.41,,,0.63,0.85,0.41,0.66,0.49,,1.05,0.38,,,,,,3.63,,,,0.14,,,,0.56,1.13,0.65
WSPM_0_0,0.79,0.65,0.8,,,0.87,0.53,0.69,0.49,0.27,,0.88,0.74,,,,,,,2.9,0.25,0.52,1.78,,,,1.27,0.22,0.13
WSPM_1_2,0.83,0.83,0.43,,,0.79,0.69,0.88,0.17,0.33,,0.78,0.97,,,,,,,0.23,4.77,,,,,,1.32,0.16,
WSPM_1_1,0.79,0.69,0.73,,,0.94,0.52,0.49,0.43,0.43,,0.93,0.64,,,,,0.13,,0.52,,5.6,,,,,1.25,0.27,
WSPM_1_0,0.86,0.6,0.66,,,0.88,0.52,0.54,0.68,0.23,,0.92,0.66,,,,0.09,0.4,0.13,2.2,,,2.28,,,,1.16,0.35,0.18
WSPM_0_4,1.34,,,,,0.51,1.77,,,,,0.79,0.86,,,,,,,,,,,7.51,,,0.18,1.27,1.55
WSPM_1_3,1.04,0.28,0.52,,,0.52,1.12,0.59,0.5,,,0.66,1.21,,,,,,,,,,,,10.0,,1.18,0.14,0.48
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.91,0.59,0.52,,,0.9,0.59,0.58,0.46,0.22,,0.9,0.71,,,,0.33,0.69,0.36,0.75,0.79,0.66,0.6,0.08,0.54,,1.37,0.13,
PM10_1,0.82,0.72,0.6,,,0.7,0.65,0.44,0.64,0.78,,0.94,0.58,0.4,,,0.97,0.59,0.94,0.17,0.08,0.14,0.23,0.79,0.07,,0.16,2.0,0.21
PM10_2,0.91,0.55,0.55,,,0.46,1.15,0.3,0.4,0.82,,0.93,0.58,,,,1.26,0.34,0.74,0.14,,,0.12,1.27,0.24,,,0.28,4.04
