,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.35,,,,,0.58,1.0,3.31,2.84,3.36,,0.36,1.35,32.26,37.34,,1.19,1.09,1.74,1.53,2.3,2.84,1.89,3.96,6.08,,0.41,0.7,1.78
TEMP_0_1,,0.02,,,,0.03,0.03,0.06,0.07,0.1,,0.01,,,,,0.04,0.04,0.05,0.05,0.07,0.09,0.06,,0.46,,0.01,0.02,0.06
TEMP_0_0,,,0.01,0.32,3.81,0.01,,0.01,0.01,0.02,3.81,,,,,3.81,0.01,0.01,0.01,0.01,0.02,0.02,0.01,,0.05,3.81,,0.01,0.01
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,0.12,0.58,0.71,,,0.13,,,3.76,2.06,,0.11,0.38,,,,0.35,0.33,0.56,0.44,0.68,0.77,0.55,1.83,2.57,,0.12,0.21,0.65
PRES_1_3,0.03,0.08,,,,,0.04,,,0.54,,0.02,0.1,2.56,2.6,,0.11,0.08,0.1,0.11,0.16,0.21,0.14,0.22,0.37,,0.03,0.05,0.1
PRES_1_1,,,0.01,0.21,,,,,0.03,0.02,,,,,0.2,,0.01,0.01,0.01,0.01,0.01,0.02,0.01,,0.04,,,,0.01
PRES_1_0,,0.01,0.01,,1.47,0.01,,0.02,,0.01,1.47,,,,,1.47,0.01,,0.01,0.01,0.02,0.01,0.01,,0.03,1.47,,,0.01
PRES_0_0,,,,,,,,,,,,,,0.02,0.03,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.61,1.68,,,,0.9,1.43,4.34,3.55,4.53,,0.48,,,108.76,,1.71,1.63,2.24,2.18,3.52,3.9,2.7,7.79,12.4,,0.61,0.98,2.54
DEWP_0_1,0.03,0.36,0.06,3.09,34.89,0.04,0.07,0.09,0.1,0.14,34.89,0.14,0.03,,2.24,34.89,0.09,0.05,0.11,0.08,0.1,0.15,0.1,0.21,0.27,34.89,0.02,0.04,0.1
DEWP_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,0.01,0.05,0.08,,,0.02,0.04,0.07,0.08,0.08,,0.01,0.05,0.73,0.73,,0.02,0.09,,0.17,0.12,0.38,0.12,,,,0.02,0.02,0.04
WSPM_0_1,0.01,0.05,0.06,,,0.02,0.04,0.09,0.06,0.08,,0.01,0.03,,,,0.08,0.02,0.09,0.06,0.09,0.09,0.05,0.36,0.68,,0.01,0.02,0.08
WSPM_0_2,0.01,0.01,0.03,0.93,,0.01,0.01,0.03,0.03,0.03,,,0.02,,,,,0.03,0.01,0.03,0.06,0.04,0.03,,,,0.01,0.01,0.02
WSPM_0_0,,0.01,0.01,,,,,0.01,0.01,0.02,,,,,,,0.01,,0.01,,0.01,0.01,0.01,,0.04,,,,0.01
WSPM_1_2,,,0.01,,,,,0.01,0.01,0.02,,,,,,,0.02,,0.01,,,0.01,0.01,,,,,,
WSPM_1_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_4,,,,,,,,,,,,,,0.01,0.01,,,,,,,,,,,,,,
WSPM_1_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.3,0.97,1.54,80.86,478.29,0.42,0.79,1.64,1.8,2.95,478.29,0.27,0.78,,,478.29,1.09,0.72,1.26,0.9,1.46,1.68,1.18,6.22,4.8,478.29,0.27,0.58,2.84
PM10_1,0.04,0.11,0.18,9.21,,0.06,0.09,0.21,0.18,0.19,,0.03,0.11,2.13,2.73,,0.09,0.1,0.12,0.19,0.21,0.28,0.21,0.32,0.61,,0.04,0.05,0.12
PM10_2,,0.01,0.01,,,,,0.02,0.01,0.01,,,0.01,,0.1,,,0.01,0.01,0.01,,0.03,0.01,0.01,0.02,,,,
