,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.36,0.94,,,,1.8399999999999999,1.13,0.69,1.07,0.44,,,1.8399999999999999,1.19,0.72,0.52,0.16,0.16,1.8399999999999999,0.9,0.84,0.71,0.76,0.94,1.26,0.73,0.5,0.33,1.8399999999999999,1.07,1.2,0.92
TEMP_0_0,1.02,1.37,0.12,,,,0.74,1.14,0.77,0.58,,,,0.92,1.14,0.13,0.62,0.73,,0.88,0.97,0.75,0.4,1.13,1.35,0.93,0.82,0.39,,1.15,1.15,0.77
TEMP_1_1,,,1.66,,,,1.15,,0.86,,1.27,,,0.67,0.31,1.46,,,,0.87,1.23,0.53,0.51,1.17,1.67,0.77,0.29,,,1.31,1.15,0.3
TEMP_0_2,,,,2.2,,,0.34,,,1.27,,1.79,,1.0,1.0,,,1.35,,0.68,0.82,0.66,1.35,1.12,1.36,0.88,0.81,,,1.23,1.25,1.08
TEMP_0_1,,,,,2.39,,0.72,0.86,0.66,1.54,,1.03,,0.5,,,2.09,,,0.6,0.45,1.59,,1.31,1.48,0.93,0.67,1.02,,1.3,1.48,1.58
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.08,0.82,0.91,0.16,0.15,2.02,1.45,0.44,0.93,0.14,,,2.02,1.09,0.61,0.86,0.24,0.24,2.02,0.89,0.96,0.74,0.71,0.93,1.33,0.6,0.46,0.21,2.02,1.11,1.23,0.84
PRES_1_1,1.05,1.3,,,0.39,,0.53,1.46,0.33,,,,,0.92,0.91,,0.74,0.8,,0.88,0.95,0.83,0.46,1.08,1.37,0.89,0.77,0.41,,1.13,1.18,0.95
PRES_1_0,1.25,1.07,0.73,,,,1.06,0.25,1.61,,,,,1.18,1.02,0.74,0.31,,,0.77,0.99,0.74,0.78,1.23,1.48,0.88,0.69,0.45,,1.25,1.22,0.63
PRES_1_2,1.12,1.11,,0.95,1.12,,0.4,,,1.89,,,,1.04,1.28,,0.97,,,0.95,0.84,0.77,0.69,1.36,1.53,1.09,0.8,0.61,,1.26,1.28,0.94
PRES_0_1,,,1.81,,,,,,,,2.24,,,,,1.83,,,,1.26,1.31,,,1.19,1.77,0.97,,,,1.43,1.17,0.39
PRES_1_3,,,,2.01,1.09,,0.56,,,,,2.37,,0.68,0.78,,0.97,1.58,,0.78,0.93,1.07,1.07,0.97,1.27,1.05,0.72,0.43,,1.28,1.25,1.38
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,1.18,0.99,0.51,0.41,0.09,1.32,1.04,0.71,0.96,0.53,,0.2,1.32,1.27,0.72,,,,1.32,0.87,0.77,0.77,0.79,0.77,1.18,0.51,0.25,,1.32,1.01,1.19,0.89
