,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,45.52,7.69,,,24.12,675.0,508.02,1748.09,,,33.81,37.79,523.12,,30.06,1471.28,5112.17,6880.1,20732.87,23056.27,10626338.7,,18.01,32.52,18868.07
TEMP_0_0,3.05,144.25,,,12.87,1392.75,135.44,8656.81,,,13.8,43.99,3670.16,,36.51,1426.87,2563.34,3423.23,14614.42,58731.66,44743635.94,1185108606.59,20.35,27.79,21244.77
TEMP_1_1,,,17909.07,,2.53,,9546.67,,,,54.73,10.24,,4616719644.14,35.06,1381.41,4238.83,7070.09,16916.08,22504.96,,,20.0,32.26,11004.93
TEMP_0_2,,,,26367466.96,,,,,53119090.83,104145891215.37,,,13467.23,,37.18,1348.64,2967.73,2961.07,21628.29,60993.85,,,19.47,33.14,11102.5
PRES_0_0,33.1,44.12,388.01,,31.77,86.35,,,,,32.38,37.3,897.08,,33.35,1405.54,4072.71,5868.4,18140.26,34885.32,11797917.3,833979989.18,16.4,33.83,23827.02
PRES_1_0,17.64,96.5,,,1.76,4175.42,,,,,16.65,48.01,2437.21,,35.25,1489.8,3182.36,4214.37,18090.11,42810.5,39389069.67,,22.59,24.89,18182.85
PRES_0_1,7.08,4.66,14769.57,,,,10360.31,,,,56.03,8.93,,4137751611.89,37.89,1263.63,3982.16,5822.82,16361.98,20170.16,28043428.42,,20.27,31.84,10787.88
PRES_1_1,9.53,123.38,,,,,,31197.98,,,2.24,47.43,5512.24,,24.3,1720.65,5084.8,6284.73,18174.63,53150.21,28521653.69,,23.63,25.58,9041.09
PRES_1_3,,,,26441948.13,,,,,62914578.98,,,,13505.27,,30.69,1567.49,3529.52,3521.6,23150.28,72540.01,,,22.33,28.67,9683.09
PRES_1_2,,,,25813678.7,,,,,,860650073238.15,,,13184.38,,69.04,,,,,,,,,60.47,
DEWP_1_0,26.31,27.73,4872.28,,18.62,470.09,3217.07,345.77,,,62.74,3.46,,,42.86,1385.24,3065.26,3754.59,17326.38,26030.85,,,15.46,36.45,21312.51
DEWP_0_0,24.0,70.62,732.53,,17.2,1151.04,415.04,5350.92,,,2.81,81.25,,,25.89,1554.45,5154.27,7425.92,18367.16,27136.38,37728869.22,1216911229.38,23.07,25.95,12846.28
DEWP_0_1,5.57,102.03,,5830775.36,7.09,986.73,,10836.57,11665210.68,24216293854.03,,,13530.16,,25.89,1272.18,3379.33,5599.5,18682.06,99277.22,37246016.95,,19.09,27.96,25844.54
DEWP_1_1,,,17966.84,,,,10390.26,,,,,,,104421804314.68,43.73,,,,,,,,25.57,22.43,
WSPM_0_1,19.67,62.51,2627.5,983378.24,16.32,850.4,1850.55,2897.77,1617213.59,7714510460.4,36.15,27.41,1573.26,868917822.15,74.89,,415.24,440.2,8851.58,,,,16.21,35.77,19573.3
WSPM_0_0,22.51,56.15,2432.36,815250.07,15.83,850.68,1421.14,4811.14,1895677.55,,27.13,37.99,1788.59,,,5619.02,3125.59,1393.4,49143.86,,,,24.57,25.12,6717.29
WSPM_1_1,29.45,32.22,2719.31,645840.3,16.54,656.55,1628.74,5048.32,1536678.4,,22.12,44.61,1710.41,,4.84,973.6,26185.25,,,,,,20.49,30.2,14453.26
WSPM_1_2,27.57,34.92,3245.96,466720.53,17.01,655.62,1724.94,4550.0,1110490.25,,19.82,46.36,2052.7,,2.43,397.92,,43920.27,,,,,23.7,23.39,13369.27
WSPM_1_0,25.1,46.93,2381.43,1045323.32,15.82,904.22,1472.63,4007.43,2238468.54,,26.97,36.33,2100.01,,14.84,4115.2,,,69724.26,7484.15,,,22.04,27.43,12913.1
WSPM_0_2,13.74,88.36,1556.18,1421639.72,15.25,945.96,899.94,5552.57,3382574.68,,20.21,24.74,5424.43,,,,,,3937.37,503751.54,,,11.01,32.57,57603.64
WSPM_1_3,11.43,117.39,,,10.0,1460.93,2157.98,4843.24,,,,60.1,3546.74,,,,,,,,1397281797.74,,29.06,19.54,
WSPM_0_3,,135.86,,,25.89,,,,,,,84.93,,,,,,,,,,73601979383.68,,45.51,72511.27
PM10_0,20.78,59.74,2612.35,875383.9,13.77,986.86,1707.89,4875.98,2022904.44,,22.73,42.1,2007.14,908159272.19,27.86,1821.63,4347.44,6912.48,20657.34,21765.95,33168661.09,,35.71,7.3,
PM10_1,23.2,51.11,2661.93,956864.3,17.85,646.13,1697.5,3344.76,1635860.11,7562114898.71,33.5,29.54,1839.04,482659958.45,39.08,1196.53,3824.44,4213.51,16018.56,37783.29,12315130.38,739515809.94,4.52,61.06,8394.16
PM10_2,23.14,63.45,1516.99,525419.77,21.18,809.94,959.52,1785.87,916781.16,,33.51,23.19,2898.28,,35.54,549.25,3017.32,3575.03,12369.21,121062.32,,2173036330.63,,13.79,168473.91
