,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.02,67.23,745.76,1.09,12.23,180.17,2.13,5.22,6.32,10.56,6.59,15.93,23.72,64.18,1.37,2.79,69.95
PRES_0_1,0.95,0.96,,,1.04,11.56,183.45,2.03,5.04,5.99,9.98,6.26,15.06,22.42,63.45,1.3,2.65,66.12
PRES_0_0,,,,,,,,,,,,,,,,,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,0.77,0.78,49.28,545.78,0.8,,,1.67,3.84,4.88,7.73,5.05,13.29,17.36,47.03,1.05,2.11,53.11
DEWP_1_0,,,,,,,0.03,,0.01,,,,0.01,,,,,
DEWP_0_0,,,,,,,,,,,,,,,,,,
WSPM_0_1,0.08,0.08,5.85,,0.09,0.78,13.6,0.12,1.66,0.71,,0.58,1.38,,,0.11,0.22,6.24
WSPM_0_2,0.01,0.01,0.25,1.95,0.01,0.18,,0.05,0.01,0.09,,0.07,,,,0.01,0.02,0.46
WSPM_0_0,,,,,,0.02,,,0.01,,0.03,0.01,0.02,,0.09,,,0.07
WSPM_0_3,,,,,,,,,,0.01,,0.01,,,,,,0.04
WSPM_1_0,,,,,,0.01,,,,,0.01,,0.01,,,,,0.04
WSPM_1_1,,,,,,,0.01,,,,,,,,,,,
WSPM_0_4,,,,,,,,,,,,,,,,,,
WSPM_1_2,,,,,,,,,,,,,,,,,,
PM10_0,0.3,0.31,17.12,186.21,0.33,3.61,49.62,0.64,1.61,1.94,3.54,2.06,4.94,7.32,16.99,0.38,1.13,42.67
PM10_1,0.02,0.02,,,0.03,0.36,,0.05,0.12,0.15,0.21,0.15,0.36,0.65,,0.04,0.05,1.18
PM10_2,,,,,,,,,,,,,,,,,,
