,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,47.49,96.43,,,27.61,1374.95,508.02,2204.45,,,48.38,54.98,566.43,,59.32,5578.24,13830.18,12720.59,124346.0,35539.78,17356353.21,257541451.2,31.66,62.6,60493.46
TEMP_0_0,27.09,149.84,,,19.13,1950.68,135.44,9682.73,,,19.44,54.38,3830.1,,52.71,5946.67,12826.57,10210.67,136703.04,83350.68,65325708.48,1440720266.84,32.43,57.39,62273.72
TEMP_1_1,,8.92,17909.07,,2.98,74.56,9546.67,,,,60.99,28.4,,4616719644.14,63.29,5575.5,15167.88,15477.77,130471.54,29589.86,,,36.63,67.61,50038.02
TEMP_0_2,,,,26367466.96,,,,,55305061.64,104145891215.37,,,13467.23,,50.77,5915.64,8903.19,5757.63,155723.67,91490.77,,,33.93,58.76,51071.52
PRES_0_0,43.4,108.6,388.01,,32.17,1063.28,,994.74,,,45.8,56.31,1035.81,,59.42,5455.04,13135.22,11844.87,127313.37,47495.89,12453357.15,1123319985.42,30.59,62.93,65305.48
PRES_1_0,30.53,133.28,,,18.35,4234.42,,,,,25.64,58.99,2486.61,,54.91,6018.37,11938.66,11401.9,136498.09,64845.31,67399074.77,,33.67,57.76,66237.53
PRES_0_1,9.74,12.88,14769.57,,,,10360.31,,,,62.16,24.23,,4137751611.89,66.49,5418.27,14280.84,12775.95,131045.92,26520.02,45700401.87,,37.03,67.02,43767.97
PRES_1_1,25.52,154.01,,,4.73,,,31226.29,,,4.89,50.18,5512.24,,41.96,6675.47,17282.61,13766.54,128908.74,87651.23,50561113.36,,33.93,53.51,48090.88
PRES_1_3,,,,26441948.13,,,,,62914578.98,,,,13505.27,,45.53,6160.6,10588.57,6847.56,162051.94,108810.01,,,34.73,57.34,54577.41
PRES_1_2,,,,25813678.7,,,,,,860650073238.15,,,13184.38,,77.95,4429.07,,,121538.96,,,,,64.5,
DEWP_1_0,33.88,66.27,4872.28,,21.18,971.37,3217.07,732.69,,,64.74,34.2,138.31,,67.28,5408.93,12842.52,9697.29,134960.55,33487.6,4523974.74,,32.07,65.11,54931.46
DEWP_0_0,37.55,131.35,732.53,,22.21,1759.41,415.04,5680.47,,,23.89,83.19,,,50.67,6137.25,15077.78,14354.16,124035.74,45417.73,53614708.89,1567546668.36,34.11,57.95,61343.94
DEWP_0_1,13.07,118.66,,6516748.93,12.47,1449.88,,12726.39,12481295.37,35651765951.77,,,13530.16,,44.84,5539.7,10910.41,12427.29,135049.15,139460.85,55869025.42,,30.44,58.84,69243.86
DEWP_1_1,,,17966.84,,,,10390.26,,,,,,,104421804314.68,80.18,4670.66,15594.08,,178046.68,,,,40.19,72.57,
WSPM_0_1,32.92,95.29,2627.5,1019531.85,20.17,1487.9,1850.55,3343.58,1840870.79,8196667364.17,42.61,48.01,1676.67,868917822.15,78.54,5263.74,12145.72,7716.45,141965.67,9036.13,6674259.03,,32.51,63.46,53418.81
WSPM_0_0,31.98,99.4,2432.36,889363.71,20.36,1211.3,1421.14,5382.32,1895677.55,,36.73,49.6,1816.98,,41.96,7881.46,15295.43,9886.53,161534.98,28943.35,24144702.58,,36.06,57.78,51499.2
WSPM_1_1,33.29,100.82,2719.31,837200.39,19.58,1062.41,1628.74,5728.99,1764334.46,,35.44,53.48,1710.41,,52.44,6144.84,27845.08,9251.34,114500.02,21485.22,,,33.63,61.26,54922.39
WSPM_1_2,31.97,104.47,3245.96,466720.53,21.58,1168.89,1724.94,5257.09,1110490.25,,39.38,55.82,2052.7,,41.5,5657.45,6421.39,44709.53,90747.28,36453.35,,,33.95,60.02,77917.75
WSPM_1_0,31.45,103.17,2381.43,1184699.76,19.62,1385.31,1472.63,4503.2,2238468.54,,36.34,47.7,2153.4,,53.03,7021.41,13465.0,6363.84,164057.09,26534.72,,,33.91,58.28,53336.7
WSPM_0_2,26.57,112.64,1556.18,1965207.85,19.09,1648.47,899.94,6891.13,3382574.68,,24.23,33.44,5787.48,,18.94,2301.72,6203.07,2845.01,77763.06,504567.99,,,21.71,61.25,97016.66
WSPM_1_3,25.44,122.13,,,18.25,1562.86,2157.98,4843.24,,,27.7,60.1,3546.74,,22.82,2453.02,,,22437.96,,1397281797.74,,39.88,63.08,29618.07
WSPM_0_3,43.06,154.15,,,25.89,,,,,,,84.93,,,,2402.21,,,63565.17,,,73601979383.68,,67.65,119643.6
PM10_0,30.06,101.9,2612.35,957254.34,18.51,1430.01,1707.89,5212.0,2052873.4,,35.49,52.78,2007.14,908159272.19,51.33,6343.15,14971.18,14546.65,132444.19,40457.61,54369248.59,,39.27,51.98,39118.42
PM10_1,33.36,96.09,2661.93,1084446.21,20.57,1252.17,1697.5,4151.54,1821370.02,10634224076.32,39.93,46.68,1857.14,482659958.45,63.63,5431.7,12838.57,10191.11,132987.41,52315.33,14239369.5,819463465.07,29.92,71.02,54133.75
PM10_2,36.42,112.26,1516.99,630503.72,26.79,1532.47,959.52,2741.1,1250156.13,,41.54,43.81,3721.24,,58.07,3821.39,8926.25,5393.9,111048.03,135425.65,,3457103253.28,10.5,63.85,193307.59
