,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,4.68,5.1,,,3.52,10.0,1.98,4.95,,,4.07,4.08,2.0,,4.53,28.04,33.22,23.5,94.75,14.52,55.48,87.95,3.69,4.98,44.59
TEMP_0_0,2.83,7.39,,,2.54,13.78,0.53,19.74,,,1.73,3.85,12.8,,4.09,27.98,28.68,18.05,97.49,34.35,234.56,458.29,3.66,4.69,45.69
TEMP_1_1,,0.58,50.16,,0.39,0.72,37.14,,,,5.04,2.3,,1117.58,4.79,27.29,36.33,27.46,97.04,11.96,,,4.15,5.38,38.9
TEMP_0_2,,,,926.01,,,,,1154.62,7069.77,,,44.66,,3.9,27.69,20.34,10.54,111.85,38.09,,,3.97,4.61,37.99
PRES_0_0,4.32,5.68,1.09,,3.99,8.54,,2.45,,,3.85,4.18,3.56,,4.54,26.98,31.2,21.7,94.86,19.01,49.24,366.19,3.58,4.99,46.93
PRES_1_0,3.09,6.62,,,2.67,27.49,,2.14,,,2.33,4.15,8.41,,4.29,29.36,27.25,20.43,99.92,26.74,223.84,,3.8,4.75,50.86
PRES_0_1,1.02,0.76,41.37,,,,40.31,,,,5.13,2.0,,1001.63,4.99,26.59,34.2,22.9,97.41,10.71,166.01,,4.18,5.36,33.59
PRES_1_1,2.7,7.5,,,0.78,0.54,,62.47,,,0.49,3.5,18.28,,3.29,31.17,38.88,24.38,94.2,37.86,186.49,,3.79,4.41,37.06
PRES_1_3,,,,928.63,,,,,1313.49,,,,44.78,,3.57,28.41,24.19,12.53,115.91,45.31,,,3.91,4.52,41.28
PRES_1_2,,,,906.57,,,,,,58423.82,,,43.72,,5.62,20.02,,,78.24,,,,,4.93,
DEWP_1_0,3.37,3.62,13.65,,2.67,7.55,12.52,1.66,,,5.28,2.79,0.59,,5.06,26.69,31.22,17.36,99.65,13.74,24.1,,3.73,5.18,39.52
DEWP_0_0,3.79,6.57,2.05,,2.91,12.1,1.61,11.68,,,2.24,5.81,,,3.96,29.78,34.32,25.92,92.01,18.78,184.08,505.4,3.84,4.69,47.01
DEWP_0_1,1.4,5.78,,237.37,1.72,10.19,,26.61,266.59,2694.14,,,44.87,,3.53,26.57,24.78,22.8,99.27,56.95,199.6,,3.53,4.75,50.37
DEWP_1_1,,,50.33,,,,40.43,,,,,,,25277.56,5.78,20.0,37.93,,129.25,,,,4.38,5.55,
WSPM_0_1,3.27,5.02,7.36,35.81,2.55,10.99,7.2,6.88,38.43,556.42,3.53,3.55,5.67,210.34,5.66,26.13,27.96,14.42,102.68,5.84,36.39,,3.77,5.04,38.76
WSPM_0_0,3.25,5.11,6.81,31.88,2.73,8.33,5.53,11.03,41.42,,3.21,3.61,6.06,,3.58,35.09,35.38,19.23,109.23,11.86,96.48,,4.04,4.73,39.73
WSPM_1_1,3.34,4.92,7.62,32.76,2.55,7.48,6.34,12.43,40.4,,3.1,3.93,5.67,,4.15,29.79,56.66,19.54,90.63,10.09,,,3.88,4.83,43.96
WSPM_1_2,3.2,5.29,9.09,16.39,2.84,8.07,6.71,11.26,23.18,,3.34,4.12,6.81,,3.33,29.0,21.23,69.99,79.38,17.54,90.01,,3.79,4.83,58.24
WSPM_1_0,3.23,5.14,6.67,42.83,2.62,9.49,5.73,9.17,48.46,,3.07,3.48,7.38,,4.17,33.1,34.76,15.11,113.18,11.15,,,3.9,4.81,40.02
WSPM_0_2,2.71,5.55,4.36,77.83,2.43,12.03,3.5,14.08,70.62,,2.02,2.44,19.47,,2.06,14.69,18.51,6.55,70.97,188.28,,,2.57,4.96,65.53
WSPM_1_3,3.15,5.94,,,2.35,11.48,8.4,11.14,,,2.99,4.18,11.76,,2.44,14.0,9.24,11.43,21.67,,4466.53,,4.38,5.21,29.19
WSPM_0_3,4.7,7.5,,,3.21,,,,,,,5.91,,,,14.14,,,54.56,,,21993.86,,5.46,75.81
PM10_0,3.05,5.16,7.32,34.95,2.45,9.92,6.64,10.73,44.74,,3.08,3.77,6.66,219.84,4.01,30.46,33.64,26.37,97.67,17.68,192.38,,4.3,4.37,32.79
PM10_1,3.33,4.96,7.46,38.33,2.62,9.24,6.6,8.79,38.03,737.93,3.32,3.54,6.25,116.84,4.81,26.68,31.28,18.18,97.71,21.19,52.9,262.79,3.59,5.47,39.88
PM10_2,3.69,5.73,4.25,28.29,3.37,11.59,3.73,5.57,26.1,,3.41,3.28,12.93,,4.38,19.96,22.27,11.07,86.35,51.47,,1092.09,1.52,5.2,123.92
