,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.78,1.21,,,,0.92,0.93,1.32,0.85,1.42,,,0.92,1.0,1.0,1.62,3.34,3.57,0.92,1.06,1.06,1.31,0.93,0.59,0.41,0.65,0.74,1.02,0.92,1.22,0.91,0.76
TEMP_0_0,1.18,0.77,8.94,,,,1.31,0.88,1.13,1.14,,,,1.33,0.83,4.74,0.99,0.81,,1.05,1.07,1.0,1.68,0.56,0.42,0.57,0.63,0.68,,1.22,0.98,0.71
TEMP_1_1,,,0.65,,,,1.14,,1.24,,0.58,,,2.27,5.73,0.73,,,,1.47,1.03,1.85,1.86,0.67,0.43,0.88,1.79,,,1.35,1.28,3.19
TEMP_0_2,,,,0.52,,,4.44,,,1.21,,0.55,,2.64,1.66,,,0.88,,3.73,2.36,2.69,1.03,0.99,0.79,1.14,1.19,,,2.2,1.97,1.2
TEMP_0_1,,,,,0.5,,5.33,3.14,4.59,1.09,,0.98,,13.68,,,0.71,,,3.77,3.67,1.3,,1.17,1.03,1.21,1.59,0.53,,2.56,1.88,1.0
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,1.08,1.47,1.01,3.85,2.59,0.76,0.74,2.93,1.13,3.59,,,0.76,1.21,1.51,1.04,2.43,2.74,0.76,1.29,1.06,1.33,1.07,0.64,0.44,0.76,0.72,0.88,0.76,1.32,0.98,0.74
PRES_1_1,1.26,0.91,,,1.34,,2.64,0.73,3.79,,,,,1.47,1.0,,0.93,0.8,,1.15,1.08,1.06,1.91,0.62,0.45,0.63,0.79,0.77,,1.32,1.02,0.81
PRES_1_0,1.09,1.31,1.6,,,,1.27,5.36,0.68,,,,,1.3,1.19,1.5,2.37,,,1.37,1.34,1.36,1.12,0.72,0.49,0.88,0.98,1.51,,1.39,1.22,1.33
PRES_1_2,1.81,1.65,,0.88,0.73,,7.32,,,0.59,,,,1.96,1.13,,1.06,,,1.73,2.06,1.74,1.49,0.74,0.63,0.75,0.96,0.79,,1.82,1.46,1.08
PRES_0_1,,,0.96,,,,,,,,0.5,,,,,0.93,,,,1.72,1.5,,,0.92,0.61,1.14,,,,2.02,1.93,4.19
PRES_1_3,,,,0.64,1.08,,10.11,,,,,0.49,,4.95,2.25,,1.55,0.86,,3.72,2.15,1.83,1.57,1.26,0.92,1.08,1.49,0.76,,2.28,2.34,1.08
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,0.81,1.03,1.52,1.08,3.6,0.56,0.84,1.19,0.82,1.15,,1.67,0.56,0.82,1.22,,,,0.56,0.95,1.1,0.95,0.79,0.62,0.4,0.64,0.82,,0.56,1.16,0.82,0.59
DEWP_0_0,1.31,1.03,6.72,1.2,,,2.03,1.35,1.35,0.95,,1.54,,1.85,0.67,,,,,1.63,1.08,1.71,2.14,0.6,0.46,0.64,0.71,0.76,,1.39,1.34,2.06
DEWP_1_1,2.14,5.82,0.75,,,,1.19,,1.23,,0.57,,,,,0.64,,,,1.48,0.99,2.94,1.85,0.67,0.43,0.89,1.8,,,1.42,1.23,2.3
DEWP_0_2,4.15,1.81,,,0.53,,2.89,1.49,2.38,1.21,,1.06,,,,,0.57,,,1.9,2.8,1.19,,0.9,0.73,0.87,1.12,0.57,,1.93,1.56,0.89
DEWP_0_1,3.79,1.55,,0.82,,,3.23,1.4,,,,0.7,,,,,,0.55,,1.97,2.07,1.88,1.72,0.81,0.74,0.85,0.73,0.66,,1.87,1.82,1.15
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,1.17,1.22,1.47,1.8,2.05,,1.15,1.35,1.24,1.26,0.99,1.57,,1.3,1.55,1.41,1.25,1.25,,0.71,3.2,3.13,,0.89,0.62,0.73,0.71,,,1.37,1.01,0.92
WSPM_0_1,1.35,1.3,1.05,1.51,2.82,,1.27,1.45,1.17,1.75,0.92,1.29,,1.64,1.0,0.98,2.53,1.59,,1.52,0.71,2.9,4.02,0.68,0.35,0.81,1.13,,,1.26,1.16,1.72
WSPM_0_3,1.46,1.37,2.06,1.83,0.72,,1.32,1.37,1.34,1.49,,1.09,,1.48,1.66,2.84,0.93,1.44,,10.11,4.02,0.66,,1.18,0.87,1.2,,,,1.84,1.08,0.61
WSPM_0_4,1.44,2.03,2.16,0.82,,,1.38,2.6,1.25,1.58,,1.02,,1.47,2.21,2.26,,1.59,,,4.84,,0.6,1.81,1.31,2.06,,,,2.08,1.21,0.76
WSPM_0_0,2.26,2.04,1.97,1.87,1.57,,2.72,2.57,1.93,1.58,1.57,2.45,,2.87,1.59,2.17,1.79,2.01,,3.39,1.74,2.85,4.62,0.56,0.47,0.88,1.11,,,1.96,2.5,5.22
WSPM_1_0,2.3,2.27,2.06,2.31,2.25,,2.44,2.73,2.19,2.09,1.91,2.75,,2.85,1.73,2.1,2.39,2.99,,2.73,1.68,3.7,4.46,0.78,0.61,1.58,1.79,,,2.15,2.08,4.22
WSPM_1_1,2.4,2.04,3.0,2.8,2.67,,3.55,2.39,2.42,2.17,2.22,2.27,,4.11,1.63,3.27,2.27,1.76,,5.86,1.66,3.42,5.36,0.81,0.71,0.5,,,,2.31,3.05,
WSPM_1_2,3.0,1.99,5.01,2.15,2.49,,3.22,2.28,2.47,2.36,,2.23,,5.73,1.58,4.84,2.37,1.45,,,2.25,,,0.75,1.01,1.06,0.46,,,2.34,6.63,
WSPM_1_3,4.57,4.2,,,1.39,,4.07,3.86,3.47,2.71,,2.46,,,3.19,,2.0,1.9,,,,,,1.67,,,,0.35,,3.44,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,0.96,0.9,0.9,0.88,0.94,,1.01,1.03,0.85,0.92,0.78,0.84,,1.16,0.77,0.94,0.95,0.83,,0.94,0.75,1.18,1.29,0.43,0.31,0.45,0.55,0.5,,0.87,0.96,3.24
PM10_1,1.05,1.14,1.34,1.18,1.07,,0.97,1.25,1.01,1.14,1.09,1.44,,1.15,1.26,1.14,1.25,1.32,,1.08,1.27,1.01,0.89,0.65,0.45,0.91,0.62,,,1.45,0.78,0.59
PM10_2,1.76,1.8,,1.31,1.07,,1.7,1.86,2.03,2.19,,0.96,,1.85,2.23,,1.23,1.7,,2.54,3.69,1.21,1.27,,0.79,,,,,2.76,1.6,0.57
