,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,1.02,1.74,,,1.19,1.17,1.89,1.58,,,1.24,1.29,2.25,,1.31,0.75,0.74,0.86,0.53,1.09,0.81,,1.32,1.16,0.72
TEMP_0_0,2.31,1.03,,,1.91,1.0,4.66,0.85,,,2.27,1.44,0.98,,1.52,0.98,1.21,1.26,0.68,0.85,0.49,0.37,1.54,1.52,0.87
TEMP_1_1,,,1.0,,9.48,,1.13,,,,2.47,5.34,,0.43,3.05,1.95,1.91,1.95,1.38,2.76,,,3.03,2.76,2.14
TEMP_0_2,,,,1.0,,,,,0.96,0.6,,,3.11,,9.1,5.68,6.87,9.36,3.6,4.98,,,9.65,8.48,5.64
PRES_0_0,1.07,1.23,2.52,,1.01,1.61,,3.62,,,1.17,1.22,1.6,,1.2,0.76,0.78,0.86,0.54,0.87,0.63,0.39,1.29,1.08,0.62
PRES_1_0,2.79,2.0,,,4.47,1.02,,,,,3.63,2.25,2.01,,2.58,1.49,1.78,1.91,0.97,1.57,0.91,,2.42,2.66,1.6
PRES_0_1,5.92,8.4,1.01,,,,1.0,,,,2.27,5.22,,0.42,2.69,1.88,1.83,1.97,1.28,2.69,1.13,,2.77,2.56,2.03
PRES_1_1,4.83,2.38,,,12.88,,,1.0,,,10.08,3.23,1.78,,3.88,1.87,1.94,2.22,1.4,1.96,1.59,,3.26,3.49,2.56
PRES_1_3,,,,1.14,,,,,1.0,,,,3.55,,11.31,6.08,7.43,9.77,3.96,5.2,,,10.24,10.27,6.67
PRES_1_2,,,,4.94,,,,,,1.01,,,14.76,,31.87,,,,,,,,,31.63,
DEWP_1_0,1.32,1.76,0.82,,1.45,1.4,0.83,3.98,,,1.01,2.47,,,1.22,0.86,0.92,1.03,0.58,1.1,,,1.42,1.18,0.72
DEWP_0_0,1.41,1.2,2.15,,1.51,1.02,2.38,0.98,,,2.59,1.01,,,1.51,0.82,0.84,0.93,0.59,1.13,0.54,0.35,1.34,1.38,0.96
DEWP_0_1,5.47,2.31,,0.69,4.65,2.31,,1.48,0.66,0.43,,,1.0,,3.44,1.85,2.12,2.11,1.25,1.24,1.04,,3.14,2.92,1.46
DEWP_1_1,,,10.52,,,,11.42,,,,,,,1.01,27.91,19.08,15.01,,14.96,,,,28.02,29.51,
WSPM_0_1,1.46,1.33,1.13,0.77,1.55,1.13,1.13,1.36,0.8,0.35,1.3,1.6,1.35,0.43,1.03,1.53,1.17,1.81,0.72,,,,1.5,1.2,0.75
WSPM_0_0,2.9,2.69,2.44,1.69,3.23,2.37,2.59,2.05,1.53,,3.02,2.72,2.56,,4.4,1.11,1.82,2.36,0.8,4.49,,,2.63,2.79,1.98
WSPM_1_1,3.43,3.56,2.83,2.25,3.86,2.96,2.94,2.43,2.05,,3.97,3.2,3.12,,4.97,1.51,1.08,10.46,1.37,4.89,,,3.19,3.24,2.26
WSPM_1_2,3.68,4.22,2.72,2.7,3.98,3.39,3.08,2.79,2.56,,4.73,3.44,3.07,,6.01,2.91,4.47,1.04,4.08,,,,3.34,3.74,2.91
WSPM_1_0,4.58,4.58,3.97,2.46,5.07,3.94,4.05,3.71,2.25,,4.87,4.85,3.84,,4.92,1.98,4.0,5.49,1.31,5.59,,,4.38,4.47,3.21
WSPM_0_2,6.77,4.21,6.04,2.39,5.89,4.03,6.56,3.45,2.1,,6.71,6.24,2.76,,,7.39,7.5,,3.98,1.02,,,6.49,4.9,1.85
WSPM_1_3,28.63,12.48,,,28.65,10.59,12.96,10.47,,,,13.99,11.1,,,,,,,,1.02,,13.89,20.59,
WSPM_0_3,38.26,20.35,,,25.98,,,,,,,21.97,,,,,,,,,,1.01,,28.74,9.0
PM10_0,1.37,1.2,1.03,0.73,1.51,1.0,1.05,0.93,0.66,,1.45,1.22,1.08,0.41,1.34,0.7,0.82,0.82,0.5,1.15,0.5,,1.03,1.55,2.01
PM10_1,1.39,1.37,1.13,0.76,1.47,1.21,1.18,1.22,0.78,0.33,1.34,1.52,1.22,0.63,1.29,0.9,0.84,1.1,0.62,0.88,0.66,0.45,1.85,1.04,0.78
PM10_2,4.74,4.05,4.99,3.45,4.6,3.75,5.18,4.7,3.61,,4.67,5.37,3.37,,4.47,3.45,3.29,3.54,2.09,1.81,,0.97,7.57,4.41,1.08
