,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.35,0.18,0.97,0.53,0.26,0.81,0.65,0.58,0.55,0.54,0.47,0.45,0.34,0.9,0.73,0.31
PRES_0_1,1.0,1.0,,,0.98,0.54,0.26,0.81,0.65,0.58,0.55,0.54,0.47,0.45,0.33,0.91,0.74,0.31
PRES_0_0,3.17,,1.1,,3.1,,,2.31,2.15,1.62,,1.54,,,1.15,2.87,2.08,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.02,0.34,0.19,1.0,0.58,,0.83,0.66,0.59,0.56,0.55,0.48,0.46,0.34,0.93,0.75,0.32
DEWP_1_0,1.86,1.85,,,,0.99,0.31,1.49,1.9,1.04,,0.98,0.83,,,1.66,1.39,0.48
DEWP_0_0,3.94,3.4,,,,2.21,1.02,2.69,,2.07,,2.05,1.73,,,3.57,3.25,1.14
WSPM_0_1,1.23,1.23,0.49,,1.2,0.66,0.27,1.0,0.88,0.7,0.84,0.67,0.59,0.36,0.39,1.12,0.89,0.36
WSPM_0_2,1.53,1.53,0.46,0.39,1.5,0.53,,1.14,1.0,0.9,0.7,0.83,0.53,,0.54,1.38,1.05,0.35
WSPM_0_0,1.73,1.72,,,1.69,1.03,0.59,1.46,0.83,1.0,0.89,0.92,0.81,,0.7,1.55,1.36,0.59
WSPM_0_3,1.82,1.81,,,1.78,,,1.12,1.43,1.07,1.0,0.93,,,,1.66,1.32,0.58
WSPM_1_0,1.86,1.85,,,1.81,1.04,0.41,1.52,1.11,1.08,0.96,1.0,0.9,,0.72,1.66,1.44,0.68
WSPM_1_1,2.14,2.13,,,2.07,1.19,0.66,1.74,1.64,1.2,,1.1,1.0,,0.47,1.92,1.75,0.9
WSPM_0_4,2.22,2.21,,,2.17,,,2.9,,,,1.46,,1.0,,1.99,1.64,
WSPM_1_2,3.09,2.92,,,3.02,,,2.6,2.15,1.56,,1.52,1.46,,1.05,2.8,3.75,
PM10_0,1.11,1.1,0.38,0.2,1.08,0.59,0.31,0.89,0.73,0.65,0.62,0.6,0.55,0.49,0.4,1.0,0.8,0.37
PM10_1,1.36,1.35,,,1.33,0.71,0.25,1.07,0.89,0.73,0.71,0.7,0.56,0.65,0.24,1.23,1.0,0.39
PM10_2,3.24,3.23,,,3.17,,,2.61,2.22,1.49,1.54,1.66,,,,2.93,2.42,1.0
