,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,0.99,0.12,0.03,0.95,0.28,0.07,0.65,0.43,0.33,0.3,0.29,0.22,0.2,0.12,0.82,0.54,0.09
PRES_0_1,1.01,1.0,,,0.96,0.29,0.07,0.66,0.43,0.33,0.3,0.29,0.22,0.21,0.12,0.82,0.54,0.09
PRES_0_0,8.84,,1.07,,8.45,,,5.34,3.93,2.67,,2.37,,,0.92,7.25,4.42,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.05,1.04,0.12,0.04,1.0,0.32,,0.68,0.45,0.35,0.32,0.3,0.23,0.21,0.12,0.86,0.56,0.1
DEWP_1_0,3.49,3.46,,,,0.99,0.15,2.28,2.16,1.13,,0.99,0.73,,,2.82,1.9,0.29
DEWP_0_0,15.28,13.13,,,,4.57,1.02,7.19,,4.35,,3.81,3.48,,,12.53,8.77,1.1
WSPM_0_1,1.53,1.51,0.2,,1.45,0.44,0.09,1.0,0.71,0.5,0.65,0.45,0.34,0.21,0.15,1.26,0.81,0.14
WSPM_0_2,2.34,2.33,0.25,0.1,2.24,0.47,,1.41,1.0,0.78,0.58,0.68,0.32,,0.3,1.9,1.18,0.17
WSPM_0_0,3.01,2.98,,,2.87,0.91,0.24,2.04,0.97,1.0,0.85,0.85,0.68,,0.4,2.45,1.74,0.32
WSPM_0_3,3.3,3.27,,,3.15,,,1.47,1.73,1.13,1.0,0.91,,,,2.72,1.76,0.33
WSPM_1_0,3.46,3.43,,,3.3,1.01,,2.28,1.35,1.18,0.96,1.0,0.86,,0.35,2.81,1.95,0.38
WSPM_1_1,4.57,4.54,,,4.33,1.33,0.33,2.96,2.5,1.38,,1.19,1.0,,0.5,3.71,2.74,0.48
WSPM_0_4,4.91,4.87,,,4.7,,,5.05,,,,1.74,,1.0,,4.0,2.69,
WSPM_1_2,9.04,8.51,,,8.64,,,6.79,,2.72,,2.76,1.54,,1.05,7.41,10.02,
PM10_0,1.22,1.21,0.15,0.04,1.16,0.35,0.09,0.79,0.52,0.42,0.38,0.36,0.28,0.25,0.15,1.0,0.65,0.13
PM10_1,1.85,1.84,,,1.77,0.52,0.09,1.2,0.8,0.56,0.54,0.51,0.35,0.4,,1.52,1.0,0.16
PM10_2,10.64,10.55,,,10.17,,,7.19,,2.96,2.76,3.04,,,,8.96,5.92,1.0
