,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.99,1.82,1.0,1.05,1.84,1.27,1.23,2.28,1.14,2.99,2.2,1.09,1.65,1.18,1.59,2.97
PRES_0_1,1.0,1.01,,,1.0,1.05,1.81,1.27,1.2,2.29,1.15,2.99,2.22,1.1,1.57,1.18,1.6,2.99
PRES_0_0,1.05,,8.58,,1.1,,,1.27,2.24,1.4,,2.9,,,3.45,1.28,1.06,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.99,1.9,1.05,0.3,,1.25,1.27,2.28,1.19,2.99,2.08,1.14,1.69,1.19,1.6,3.01
DEWP_1_0,0.99,1.0,,,,3.48,2.85,1.47,0.7,2.31,,2.98,3.26,,,1.14,1.52,1.9
DEWP_0_0,0.91,0.74,,,,2.85,12.86,1.06,,2.27,,2.96,3.28,,,1.11,1.74,7.63
WSPM_0_1,1.0,1.0,0.97,,0.97,1.26,1.59,1.51,0.87,2.4,0.65,3.3,2.4,0.29,1.14,1.2,1.58,2.85
WSPM_0_2,1.0,1.0,1.44,5.02,1.04,0.29,,0.81,2.31,1.82,0.57,2.58,1.0,,1.17,1.19,1.46,1.84
WSPM_0_0,1.0,1.0,,,0.99,1.24,3.28,1.38,0.62,2.83,0.58,3.31,2.56,,2.19,1.18,1.65,3.61
WSPM_0_3,1.0,1.01,,,1.05,,,0.43,0.83,1.45,3.27,1.93,,,,1.15,1.67,4.03
WSPM_1_0,1.0,1.0,,,0.99,1.12,1.92,1.33,0.85,2.64,0.68,3.18,2.34,,1.58,1.18,1.65,3.85
WSPM_1_1,1.0,1.01,,,0.91,1.77,4.15,1.39,0.94,2.58,,3.07,4.26,,1.35,1.17,1.78,4.16
WSPM_0_4,1.0,1.01,,,1.05,,,0.79,,,,1.7,,4.89,,1.13,1.58,
WSPM_1_2,1.03,0.96,,,1.07,,,1.19,0.99,2.18,,2.58,3.08,,8.43,1.25,1.95,
PM10_0,1.0,1.0,1.19,2.21,0.99,1.1,2.18,1.28,1.24,2.36,1.07,3.05,2.38,1.09,2.01,1.22,1.48,2.52
PM10_1,1.0,1.0,,,1.01,0.82,1.0,1.22,1.23,2.07,1.26,2.82,1.86,0.98,0.42,1.14,1.82,3.63
PM10_2,0.99,1.0,,,1.02,,,1.24,0.97,1.77,1.5,2.8,,,,1.11,1.86,8.85
