,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,0.96,0.21,,,,,0.48,0.23,0.37,0.07,,,,0.75,0.2,0.1,0.01,0.01,,0.31,0.24,0.16,0.18,0.13,0.18,0.08,0.04,0.01,,0.61,0.53,0.14
TEMP_0_0,0.21,0.96,,,,,0.19,0.58,0.2,0.11,,,,0.43,0.37,,0.12,0.17,,0.3,0.28,0.23,0.05,0.13,0.13,0.07,0.07,0.02,,0.65,0.48,0.14
TEMP_1_1,,,0.99,,,,0.51,,0.22,,0.35,,,0.24,0.01,0.75,,,,0.24,0.49,0.1,0.07,0.16,0.24,0.05,0.01,,,0.85,0.42,0.01
TEMP_0_2,,,,1.0,,,0.03,,,0.37,,0.61,,0.36,0.27,,,0.43,,0.1,0.18,0.11,0.46,0.15,0.14,0.06,0.06,,,0.63,0.38,0.2
TEMP_0_1,,,,,1.0,,0.07,0.2,0.05,0.55,,0.21,,0.03,,,0.97,,,0.09,0.05,0.61,,0.17,0.14,0.07,0.04,0.1,,0.56,0.5,0.3
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,0.55,0.21,0.31,0.01,0.01,,0.97,0.03,0.17,,,,,0.64,0.1,0.27,0.02,0.02,,0.28,0.3,0.18,0.16,0.12,0.18,0.04,0.03,0.01,,0.58,0.56,0.15
PRES_1_1,0.35,0.75,,,0.04,,0.03,0.99,0.01,,,,,0.41,0.29,,0.17,0.19,,0.28,0.29,0.24,0.06,0.13,0.16,0.08,0.07,0.02,,0.66,0.46,0.15
PRES_1_0,0.61,0.41,0.17,,,,0.23,0.01,0.96,,,,,0.64,0.25,0.17,0.03,,,0.22,0.27,0.19,0.18,0.14,0.16,0.07,0.05,0.01,,0.75,0.46,0.06
PRES_1_2,0.29,0.4,,0.22,0.26,,,,,1.0,,,,0.4,0.46,,0.24,,,0.27,0.16,0.18,0.15,0.22,0.18,0.1,0.06,0.03,,0.67,0.48,0.12
PRES_0_1,,,0.99,,,,,,,,0.99,,,,,0.99,,,,0.4,0.48,,,0.18,0.24,0.07,,,,0.83,0.43,
