,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_0_2,0.78,,,,,0.98,1.11,2.08,1.32,0.82,,1.08,1.65,0.48,0.18,,0.96,0.81,1.06,0.4,0.73,0.52,0.23,0.71,0.73,,0.88,0.62,0.59
TEMP_0_1,,0.4,,,,3.5,1.29,0.87,1.13,0.91,,1.38,,,,,1.74,1.29,0.96,0.51,0.83,0.62,0.32,,4.17,,1.41,0.8,0.79
TEMP_0_0,,,0.3,0.1,0.15000000000000002,2.62,,1.26,0.62,0.57,0.15000000000000002,,0.56,,,0.15000000000000002,2.9,1.08,2.33,0.59,1.68,0.67,0.35,,1.71,0.15000000000000002,1.74,1.03,1.08
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.17,2.8,1.6,,,0.62,,,21.89,3.84,,1.31,1.64,,,,1.06,0.92,1.34,0.4,0.79,0.47,0.24,1.91,1.58,,0.95,0.74,0.98
PRES_1_3,1.6,1.15,,,,,0.46,,,8.58,,1.46,2.76,0.87,0.25,,2.2,1.36,1.03,0.6,1.01,0.8,0.33,0.59,0.77,,1.43,0.83,0.55
PRES_1_1,3.99,1.24,1.32,0.07,,,,0.27,8.76,2.55,,3.57,1.12,,0.3,,1.77,1.89,2.45,0.59,0.85,1.32,0.42,,2.03,,1.66,1.38,1.53
PRES_1_0,3.82,2.34,0.92,,0.12,41.12,,8.26,0.26,0.4,0.12,2.87,1.72,,,0.12,2.77,1.03,1.43,0.8,5.95,0.85,0.4,,2.39,0.12,1.92,1.0,1.29
PRES_0_0,3.58,3.22,1.38,,,15.65,29.57,5.31,0.55,0.21,,3.31,2.41,0.26,0.21,,1.85,1.45,2.31,1.56,1.7,1.07,0.7,,,,2.66,1.02,0.81
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,1.03,0.84,,,,1.04,0.98,1.59,0.92,0.66,,0.84,,,0.66,,0.87,0.79,0.77,0.35,0.75,0.43,0.2,1.18,1.24,,0.84,0.53,0.52
DEWP_0_1,2.43,49.82,0.43,0.11,0.21000000000000002,2.04,2.85,0.83,0.91,0.79,0.21000000000000002,94.88,0.44,,0.34,0.21000000000000002,2.92,0.91,2.29,0.51,0.74,0.71,0.32,1.11,0.72,0.21000000000000002,1.29,0.99,0.94
DEWP_0_0,5.23,,,,,,,,2.31,0.71,,,,0.05,0.04,,2.18,,,,,,,,,,8.42,2.33,
DEWP_1_0,6.75,,,,,,,,,,,,,,0.04,,3.46,,,,,,,,,,,3.81,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.72,2.02,2.49,,,1.63,2.74,1.36,1.46,0.7,,1.64,3.17,0.36,0.13,,0.4,7.33,,4.61,5.34,9.31,1.05,,,,1.85,0.69,0.47
WSPM_0_1,1.95,2.02,1.32,,,1.88,2.17,2.27,0.84,0.71,,1.99,1.5,,,,6.1,0.41,4.36,0.73,1.44,0.73,0.25,8.84,8.31,,1.23,0.83,1.4
WSPM_0_2,2.35,1.4,2.9,0.17,,2.41,1.68,2.44,1.27,0.79,,1.84,3.62,,,,,6.47,0.33,1.83,5.61,1.53,0.71,,,,1.85,0.79,0.82
WSPM_0_0,2.75,2.38,1.58,,,2.14,3.07,1.85,1.88,2.35,,2.55,2.1,,,,7.63,2.08,3.65,0.3,1.67,0.59,0.2,,3.55,,1.54,1.87,2.51
WSPM_1_2,2.71,1.94,3.25,,,2.45,2.52,1.46,4.62,3.07,,3.0,1.72,,,,28.1,2.05,9.75,0.43,0.26,1.02,0.52,,,,1.5,3.65,
WSPM_1_1,3.31,2.7,2.09,,,2.44,3.49,3.19,2.36,1.95,,2.92,2.94,,,,,2.01,4.97,0.42,1.84,0.22,0.38,,,,1.81,2.36,5.03
WSPM_1_0,3.05,3.11,2.44,,,2.65,3.73,2.96,1.96,2.56,,2.98,2.97,,,,6.04,1.81,3.62,0.47,2.67,1.21,0.28,,,,1.98,1.98,3.17
WSPM_0_4,2.08,,,,,4.86,1.21,,,,,3.48,2.44,0.33,0.16,,,,,,,4.15,1.89,0.18,,,5.77,1.08,0.55
WSPM_1_3,3.2,8.17,3.96,,,5.71,2.27,3.33,3.17,,,5.25,2.02,,,,,,,1.56,,,2.1,,0.14,,2.32,5.46,4.08
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.2,1.31,1.26,0.32,0.21000000000000002,1.07,1.41,1.06,1.08,1.16,0.21000000000000002,1.26,1.14,,,0.21000000000000002,1.68,0.72,1.21,0.28,0.54,0.36,0.18,3.62,0.79,0.21000000000000002,0.74,0.89,2.49
PM10_1,1.74,1.43,1.49,0.32,,1.8,1.67,1.66,0.9,0.51,,1.59,1.8,0.42,0.21,,1.01,1.25,0.91,1.03,2.02,0.98,0.45,0.84,2.21,,1.69,0.51,0.57
PM10_2,2.3,2.71,2.37,,,3.84,1.39,3.8,1.43,0.88,,2.27,2.56,,0.14,,1.19,2.33,1.81,1.87,,3.67,0.68,0.77,1.44,,4.34,1.06,0.29
