,TEMP_0_2,TEMP_0_1,TEMP_0_0,TEMP_1_0,nan_0,PRES_1_2,PRES_1_3,PRES_1_1,PRES_1_0,PRES_0_0,nan_0,DEWP_0_2,DEWP_0_1,DEWP_0_0,DEWP_1_0,nan_0,WSPM_0_3,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_1_2,WSPM_1_1,WSPM_1_0,WSPM_0_4,WSPM_1_3,nan_0,PM10_0,PM10_1
TEMP_0_2,0.94,,,,,0.95,0.93,0.98,0.91,0.82,,1.01,1.0,0.58,0.48,,0.9,0.89,0.9,0.76,0.82,0.76,0.66,0.75,0.73,,1.01,0.88
TEMP_0_1,,0.79,,,,1.31,1.02,0.88,0.94,0.88,,1.14,,,,,1.08,1.04,0.94,0.85,0.9,0.85,0.76,,1.16,,1.18,1.0
TEMP_0_0,,,0.73,,,1.27,,0.96,0.85,0.83,,,0.88,,,,1.22,1.03,1.13,0.89,1.07,0.89,0.8,,0.96,,1.27,1.08
TEMP_1_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_1_2,1.04,1.12,0.95,,,0.88,,,,1.28,,1.08,1.02,,,,0.93,0.93,0.97,0.77,0.87,0.76,0.68,0.93,0.87,,1.05,0.98
PRES_1_3,1.14,0.96,,,,,0.82,,,,,1.13,1.17,0.71,0.55,,1.11,1.03,0.93,0.87,0.92,0.9,0.77,0.76,0.78,,1.17,0.93
PRES_1_1,1.43,1.03,1.0,0.41,,,,0.71,,1.39,,1.42,1.02,,,,1.13,1.15,1.19,0.89,0.92,1.0,0.83,,1.0,,1.27,1.18
PRES_1_0,1.43,1.17,0.93,,,,,,0.71,0.82,,1.37,1.12,,,,1.22,1.05,1.04,0.97,1.49,0.98,0.82,,1.07,,1.3,1.14
PRES_0_0,1.45,1.28,1.03,,,2.32,,,0.9,0.67,,1.45,1.23,0.61,,,1.16,1.16,1.25,1.15,0.99,0.94,1.06,,,,1.45,1.02
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_0_2,0.98,0.85,,,,0.95,0.9,0.92,0.83,0.77,,0.96,,,,,0.87,0.88,0.84,0.73,0.82,0.73,0.64,0.82,0.82,,0.99,0.85
DEWP_0_1,1.24,,0.76,0.43,,1.16,1.18,0.86,0.88,0.86,,,0.81,,,,1.18,0.96,1.11,0.85,0.87,0.87,0.76,0.85,0.77,,1.16,1.01
DEWP_0_0,1.81,,,,,,,,,0.97,,,,0.45,,,1.37,,,,,,,,,,2.17,1.56
DEWP_1_0,1.98,,,,,,,,,,,,,,0.44,,1.79,,,,,,,,,,,1.76
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_3,1.17,1.09,1.07,,,1.12,1.19,0.94,1.0,0.8,,1.18,1.22,0.58,0.41,,0.79,1.73,,2.26,,,1.08,,,,1.25,0.88
WSPM_0_1,1.2,1.1,0.96,,,1.16,1.13,1.08,0.88,0.83,,1.22,1.04,,,,1.8,0.8,1.73,1.16,1.14,0.93,0.79,,,,1.15,1.13
WSPM_0_2,1.27,1.03,1.17,,,1.23,1.11,1.09,0.99,0.85,,1.23,1.27,,,,,1.7,0.75,1.51,,1.02,1.12,,,,1.27,0.95
WSPM_0_0,1.34,1.18,1.03,,,1.23,1.28,1.06,1.04,1.26,,1.34,1.15,,,,1.43,1.29,1.46,0.74,1.32,0.82,0.67,,1.3,,1.27,1.35
WSPM_1_2,1.35,1.13,1.2,,,1.26,1.22,1.03,1.41,1.4,,1.39,1.12,,,,,1.46,,0.89,0.71,1.34,0.87,,,,1.26,2.82
WSPM_1_1,1.43,1.24,1.14,,,1.3,1.31,1.21,1.17,1.14,,1.41,1.29,,,,,1.35,1.64,0.79,1.08,0.68,0.68,,,,1.35,1.97
WSPM_1_0,1.42,1.28,1.17,,,1.33,1.37,1.21,1.11,1.13,,1.43,1.28,,,,1.34,1.2,1.17,0.84,1.48,1.23,0.73,,,,1.35,1.46
WSPM_0_4,1.32,,,,,1.51,1.09,,,,,1.47,1.26,0.65,,,,,,,,,,0.64,,,1.62,0.99
WSPM_1_3,1.47,1.57,1.32,,,1.59,1.26,1.26,1.17,,,1.64,1.22,,,,,,,1.05,,,,,0.6,,1.44,2.17
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,1.0,0.91,0.86,0.44,,0.95,0.95,0.84,0.82,0.81,,1.01,0.9,0.63,,,0.93,0.86,0.86,0.7,0.78,0.71,0.63,0.93,0.78,,0.96,1.02
PM10_1,1.18,1.04,1.0,,,1.21,1.01,1.03,0.9,0.78,,1.18,1.1,0.67,0.39,,0.95,1.04,0.99,1.14,0.72,0.98,0.84,0.75,0.67,,1.38,0.81
