,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,PRES_0_0,PRES_1_0,PRES_0_1,PRES_1_1,PRES_1_3,PRES_1_2,DEWP_1_0,DEWP_0_0,DEWP_0_1,DEWP_1_1,WSPM_0_1,WSPM_0_0,WSPM_1_1,WSPM_1_2,WSPM_1_0,WSPM_0_2,WSPM_1_3,WSPM_0_3,PM10_0,PM10_1,PM10_2
TEMP_1_0,47.71,104.88,,,28.45,1538.82,508.02,2475.17,,,50.04,58.68,603.08,,62.92,6548.93,16694.56,15045.11,147177.75,38979.11,17356353.21,294333087.09,33.82,65.1,70374.24
TEMP_0_0,28.83,151.76,,,20.47,2119.29,135.44,9868.37,,,21.31,55.38,3859.56,,56.79,6535.01,14413.87,11553.41,151446.79,92200.66,73379562.94,1533669961.47,33.55,61.33,72099.43
TEMP_1_1,,11.9,17909.07,,3.13,110.06,9546.67,,,,61.94,33.04,,4616719644.14,66.45,6373.02,18257.63,17579.69,150737.34,32090.41,,,38.09,70.35,61386.85
TEMP_0_2,,,,26367466.96,,,,,55305061.64,104145891215.37,,,13467.23,,54.1,6467.36,10222.19,6744.66,173747.24,102254.39,,,36.43,60.26,59953.52
PRES_0_0,44.04,116.76,388.01,,32.23,1314.29,,1223.75,,,47.32,60.06,1072.8,,63.06,6300.78,15677.06,13887.46,147348.18,51031.56,15402836.47,1225439984.09,32.8,65.29,74058.26
PRES_1_0,31.55,136.09,,,21.58,4229.06,,1070.39,,,28.58,59.66,2536.01,,59.59,6857.4,13693.78,13076.1,155220.71,71770.54,70025012.75,,34.82,62.08,80264.3
PRES_0_1,10.36,15.55,14769.57,,,,10360.31,,,,63.01,28.76,,4137751611.89,69.32,6209.63,17187.36,14659.8,151310.75,28761.15,51932274.86,,38.36,70.06,53014.73
PRES_1_1,27.54,154.01,,,6.31,83.41,,31226.29,,,6.0,50.33,5512.24,,45.64,7280.88,19539.34,15604.93,146333.9,101638.13,58339746.18,,34.76,57.62,58478.52
PRES_1_3,,,,26441948.13,,,,,62914578.98,,,,13505.27,,49.49,6634.49,12157.25,8021.42,180057.72,121611.19,,,35.89,59.13,65140.79
PRES_1_2,,,,25813678.7,,,,,,860650073238.15,,,13184.38,,77.95,4675.13,,,121538.96,,,,,64.5,
DEWP_1_0,34.39,74.41,4872.28,,21.53,1161.95,3217.07,831.48,,,64.84,40.13,177.32,,70.26,6233.59,15691.8,11114.59,154793.27,36877.03,7539957.9,,34.25,67.73,62371.26
DEWP_0_0,38.69,134.91,732.53,,23.52,1861.62,415.04,5836.58,,,27.52,83.43,,,55.02,6954.74,17248.0,16593.72,142919.48,50416.54,57586168.8,1691300352.7,35.23,61.35,74190.22
DEWP_0_1,14.24,118.78,,6758857.25,13.85,1567.35,,13300.52,12769325.27,39687814927.44,,,13530.16,,49.05,6206.08,12455.25,14594.84,154206.18,152855.4,62441851.94,,32.37,62.14,79484.15
DEWP_1_1,,,17966.84,,,,10390.26,,,,,,,104421804314.68,80.18,4670.66,19059.43,,200776.04,,,,40.19,72.57,
WSPM_0_1,33.31,103.1,2627.5,1019531.85,20.57,1689.97,1850.55,3437.88,1840870.79,8196667364.17,43.34,51.07,1709.91,868917822.15,78.54,6103.24,14048.89,9231.25,159498.6,15672.03,11385500.69,,34.58,65.91,61166.58
WSPM_0_0,33.18,105.1,2432.36,907892.12,22.02,1282.19,1421.14,5514.13,1983848.6,,39.47,51.86,1826.44,,49.63,8196.72,17778.16,12308.4,169677.16,31837.68,30180878.23,,37.07,61.83,62694.67
WSPM_1_1,34.03,101.1,2719.31,932880.43,20.55,1149.95,1628.74,6211.13,1935076.51,,38.16,56.46,1710.41,,57.57,6958.83,28474.68,12506.44,140778.72,27090.06,,,35.59,63.15,69375.65
WSPM_1_2,32.62,108.69,3245.96,466720.53,22.91,1242.22,1724.94,5626.01,1110490.25,,41.04,59.22,2052.7,,46.2,6773.36,10671.3,44802.39,123302.36,47085.58,28157030.27,,34.73,63.14,91913.7
WSPM_1_0,32.96,105.6,2381.43,1219543.88,21.15,1460.67,1472.63,4585.83,2321374.78,,37.71,50.04,2224.59,,57.87,7730.53,17466.98,9670.54,175814.51,29936.61,,,35.76,62.85,63161.89
WSPM_0_2,27.63,114.1,1556.18,2216085.44,19.65,1850.18,899.94,7039.86,3382574.68,,24.84,35.04,5872.91,,28.54,3431.66,9304.6,4192.64,110246.36,505384.44,,,23.61,64.8,103417.06
WSPM_1_3,32.08,122.13,,,19.0,1766.71,2157.98,5569.73,,,36.76,60.1,3546.74,,33.92,3270.7,4642.68,7314.09,33656.94,,1397281797.74,,40.19,68.1,46072.55
WSPM_0_3,47.93,154.15,,,25.89,,,,,,,84.93,,,,3303.04,,,84753.56,,,73601979383.68,,71.34,119643.6
PM10_0,31.14,106.03,2612.35,995040.69,19.8,1525.34,1707.89,5361.34,2142780.26,,37.92,54.11,2007.14,908159272.19,55.68,7114.25,16907.56,16880.88,151717.78,47466.98,60182312.91,,39.46,57.11,51752.0
PM10_1,33.93,102.01,2661.93,1091534.09,21.12,1420.77,1697.5,4395.25,1821370.02,10870540166.9,40.8,50.83,1886.1,482659958.45,66.78,6230.97,15721.74,11637.92,151786.96,56882.54,16548456.45,879424206.42,32.9,71.54,62927.63
PM10_2,37.62,117.75,1516.99,805643.65,27.22,1783.03,959.52,2782.63,1250156.13,,41.88,47.17,3900.15,,60.82,4662.79,11189.24,7087.34,134137.23,138161.52,,3654652010.61,13.94,67.97,195565.2
