,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0_1,1.0,0.99,,,1.0,0.99,1.11,1.0,1.01,1.0,0.99,1.0,0.99,0.99,1.05,1.0,0.99,0.99
PRES_0_0,1.01,,0.12,,1.0,,,1.1,0.65,,,,,,0.39,0.84,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.98,,0.96,,,1.02,0.96,1.01,0.96,1.0,1.09,0.96,0.98,1.0,0.98,0.97
DEWP_1_0,1.0,0.99,,,,0.29,,0.8,2.81,0.99,,0.98,0.64,,,0.97,1.21,
DEWP_0_0,1.02,1.11,,,,,0.07,,,,,,0.37,,,0.84,,
WSPM_0_1,1.0,1.0,1.1,,1.02,0.81,,0.67,,,,1.38,1.96,,,1.0,0.99,1.15
WSPM_0_2,1.0,1.01,0.63,,0.96,2.65,,,0.43,,,1.99,,,,1.02,0.95,
WSPM_0_0,1.0,1.0,,,1.0,0.98,,,,0.42,,0.5,1.27,,,0.99,1.01,
WSPM_0_3,1.0,0.99,,,0.96,,,,,,0.31,2.33,,,,1.1,0.84,0.63
WSPM_1_0,1.0,1.0,,,1.0,1.0,,1.26,1.88,0.53,2.54,0.55,,,,0.96,1.14,
WSPM_1_1,1.0,0.99,,,1.09,0.64,0.4,2.99,,0.86,,,0.24,,,0.93,1.25,
WSPM_0_4,1.0,0.99,,,0.96,,,,,,,,,0.2,,1.0,1.14,
WSPM_1_2,1.0,1.05,0.39,,0.99,,,,,,,,,,0.12,0.83,,
PM10_0,1.0,1.0,0.83,,1.0,0.97,0.84,0.99,1.01,0.99,1.09,1.01,0.95,1.02,0.85,0.85,2.07,
PM10_1,1.0,0.99,,,0.98,1.2,,1.01,0.98,1.03,0.85,0.95,1.13,1.13,,2.08,0.59,0.92
PM10_2,1.0,0.99,,,0.97,,,0.94,,,0.57,,,,,,0.96,0.12
