,TEMP_1_0,TEMP_0_0,TEMP_1_1,TEMP_0_2,TEMP_0_1,nan_0,PRES_0_0,PRES_1_1,PRES_1_0,PRES_1_2,PRES_0_1,PRES_1_3,nan_0,DEWP_1_0,DEWP_0_0,DEWP_1_1,DEWP_0_2,DEWP_0_1,nan_0,WSPM_0_2,WSPM_0_1,WSPM_0_3,WSPM_0_4,WSPM_0_0,WSPM_1_0,WSPM_1_1,WSPM_1_2,WSPM_1_3,nan_0,PM10_0,PM10_1,PM10_2
TEMP_1_0,185.27,75.66,,,,,305.21,135.58,1338.83,2795.01,,,,44.14,860.83,709.44,885.24,1419.68,,401.74,417.37,837.51,6070.83,146005.31,771385.73,653523.77,555326.6,24553178.52,,12.31,139.94,35513.91
TEMP_0_0,72.24,212.51,,,,,131.96,342.03,674.53,4625.67,,,,25.42,1755.31,30.25,12040.99,27522.2,,373.44,452.21,1108.38,1686.08,170029.4,708812.51,789406.46,1344687.92,35287557.38,,13.38,129.19,30184.4
TEMP_1_1,,,5215.86,,,,312.97,,804.3,,382656.13,,,13.26,83.79,5195.43,,,,315.8,761.57,503.42,2441.29,186887.55,1125491.22,524275.91,222146.27,,,16.91,115.56,2700.76
TEMP_0_2,,,,513605.26,,,22.81,,,15024.29,,1120171.87,,21.6,1155.68,,,71292.56,,131.63,287.48,553.64,14985.38,158752.52,637108.4,581539.18,1008206.34,,,12.25,105.41,42873.55
TEMP_0_1,,,,,1749762.69,,51.31,123.2,236.09,21882.4,,375691.05,,2.39,,,93776.09,,,117.79,86.14,3112.37,,180226.71,647148.58,689401.16,683930.91,198067297.25,,11.78,137.44,74333.96
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRES_0_0,111.15,60.69,1629.32,3359.5,12907.87,181509841279532.44,559.73,29.93,807.26,260.41,,,181509841279532.44,36.41,498.85,1883.91,1851.66,2857.76,181509841279532.44,356.76,505.11,909.29,5233.32,134336.0,821200.13,396327.04,581072.86,16063040.15,181509841279532.44,12.33,145.35,34303.03
PRES_1_1,83.81,175.62,,,67490.41,,39.86,573.53,50.03,,,,,24.5,1235.61,,16527.58,32359.53,,359.61,474.55,1234.02,1893.57,163881.91,763878.46,793625.88,1115969.88,38292222.13,,12.98,128.03,35250.89
PRES_1_0,132.38,103.11,931.84,,,,205.63,8.61,3060.16,,,,,38.22,1202.35,1226.06,2933.31,,,285.52,442.27,927.27,5987.03,174059.76,769614.95,648290.08,786617.08,26863838.17,,15.06,128.15,16204.37
PRES_1_2,74.27,103.56,,110829.0,450531.3,,16.41,,,39760.56,,,,25.0,1976.11,,23555.58,,,341.63,273.38,909.51,4628.9,235312.1,829458.94,1014405.12,1048690.72,67886378.77,,13.35,127.88,32046.68
PRES_0_1,,,5143.1,,,,,,,,1049226.45,,,,,6766.98,,,,524.94,741.46,,,189780.31,1122184.5,710387.16,,,,16.36,107.55,
PRES_1_3,,,,406900.24,367221.86,,,,,,,1822598.57,,8.14,687.51,,20174.82,91891.44,,162.39,370.54,1446.75,8324.38,103129.28,511838.19,776822.81,795619.5,53762907.61,,13.03,85.48,65480.72
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEWP_1_0,137.58,96.33,530.92,27414.81,5401.71,113937768674059.6,285.79,146.14,1140.56,3923.1,,22975.88,113937768674059.6,55.33,581.26,,,,113937768674059.6,406.68,324.67,1139.12,7033.63,99266.9,637148.65,313535.13,182376.18,,113937768674059.6,11.17,150.36,41835.11
DEWP_0_0,97.55,171.86,44.3,46428.08,,,114.62,226.82,761.23,10196.57,,72675.41,,16.72,3873.94,,,,,205.67,696.99,602.75,1374.88,276374.58,1052009.19,1396565.61,1977910.73,50740650.29,,16.44,90.22,9113.18
DEWP_1_1,37.45,3.07,4206.75,,,,293.25,,912.92,,404243.18,,,,,6864.14,,,,333.62,850.08,243.48,2579.01,180799.19,1129995.97,464521.24,234678.37,,,15.77,136.39,5334.1
DEWP_0_2,16.29,100.06,,,955404.31,,84.21,292.92,453.58,11658.44,,210284.41,,,,,96303.05,,,326.97,128.57,2252.22,,183579.32,665122.82,877679.69,898141.88,110863606.65,,12.98,124.63,59678.33
DEWP_0_1,21.57,143.11,,176261.72,,,50.24,364.11,,,,627064.37,,,,,,166279.58,,331.71,299.39,932.28,4108.05,198696.92,571253.34,1097195.64,2381473.61,118909984.19,,14.8,98.63,34457.07
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSPM_0_2,107.19,112.55,858.36,12132.62,33149.14,,209.48,190.89,842.59,4777.43,99196.13,40572.95,,32.6,736.65,1106.53,9242.5,13682.2,,1159.32,159.93,27.0,,42579.82,582623.2,181952.94,,,,13.37,145.4,21868.8
WSPM_0_1,77.0,88.1,1693.99,24891.44,18032.74,,211.45,164.22,715.03,2650.51,126382.21,88553.18,,21.24,1337.22,2353.99,2547.52,8473.65,,62.43,1358.14,93.26,403.3,199125.01,1261053.01,773638.84,569299.59,,,16.33,104.41,8305.57
WSPM_0_3,75.24,112.38,541.02,20525.61,308882.23,,195.31,223.15,845.51,4574.14,,148324.73,,31.24,667.34,289.05,22866.97,14238.32,,24.33,50.2,4710.89,,46814.97,309731.47,265364.33,,,,9.18,156.99,68056.61
WSPM_0_4,115.83,63.25,536.47,135399.16,,,267.03,70.98,1218.0,5955.77,,196677.3,,42.78,440.15,705.86,,15637.87,,,30.88,,31505.48,26191.56,199985.62,90856.47,,,,9.05,175.36,57700.42
WSPM_0_0,81.22,93.73,1196.13,41975.5,122007.26,,200.22,135.31,839.34,8237.98,109901.61,63545.1,,20.39,1511.65,1333.52,11395.04,15628.38,,156.06,414.49,339.56,661.18,644899.05,2091958.94,1512570.93,1438008.59,,,16.66,82.71,13147.66
WSPM_1_0,95.06,89.98,1402.49,33151.71,81988.88,,214.21,143.68,1011.57,5405.22,102525.17,61003.3,,23.11,1375.74,1783.8,7507.32,8520.36,,152.44,671.81,413.43,1339.99,410072.59,1555388.15,694627.99,690244.12,,,15.63,99.04,16418.54
WSPM_1_1,85.1,125.89,683.57,25925.83,116505.61,,179.59,205.2,666.18,7403.77,62611.75,101941.85,,23.29,1695.11,881.05,13825.53,26088.75,,291.77,430.93,531.45,,398361.88,866396.58,5662792.12,,,,17.59,100.16,
WSPM_1_2,78.7,132.6,286.87,48324.59,90507.21,,222.56,216.93,808.62,5920.77,,116460.84,,16.78,1888.12,377.45,11407.22,45969.53,,,316.78,,,314695.61,524007.77,,12079272.12,,,17.07,82.5,
WSPM_1_3,50.09,103.5,,,633637.72,,174.01,194.01,643.31,9478.39,,225012.17,,,1211.32,,34811.45,56023.03,,,,,,196436.73,,,,1812578027.88,,18.02,,
nan_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM10_0,80.85,97.78,1205.33,37894.89,78731.76,,181.28,166.56,912.84,4911.91,85404.71,109349.07,,23.66,1276.61,1332.44,9342.18,18079.07,,334.71,587.39,568.11,2169.03,237838.37,1030634.91,1005701.36,1382394.99,52918957.73,,17.75,81.49,7445.79
PM10_1,103.36,100.31,788.28,30321.33,95863.44,,244.86,173.05,813.13,5036.37,61434.63,45613.78,,33.06,758.73,1291.22,7412.32,9488.97,,391.6,355.91,1275.74,6306.72,82063.67,565786.19,297925.98,65386.04,,,9.64,207.79,32412.66
PM10_2,99.93,108.01,,59971.6,245784.58,,280.2,194.43,650.64,4235.38,,277359.56,,36.51,279.38,,21630.08,17922.7,,206.83,43.92,2453.16,9414.13,,163550.41,,,,,1.06,139.35,171549.34
