,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,0.43,0.26,0.98,0.61,0.34,0.84,0.71,0.64,0.62,0.61,0.54,0.53,0.42,0.92,0.78,0.39
PRES_0_1,1.0,1.0,,,0.98,0.61,0.34,0.85,0.71,0.65,0.62,0.61,0.55,0.53,0.42,0.93,0.78,0.39
PRES_0_0,2.37,,1.02,,2.34,,,1.96,1.73,,,1.41,,,0.94,2.19,1.81,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.02,1.02,0.43,0.26,1.0,,,0.86,0.72,0.66,0.63,0.62,0.56,0.54,0.42,0.94,0.79,0.4
DEWP_1_0,1.65,1.64,,,,1.0,0.37,1.39,1.34,1.06,,1.01,0.87,,,1.51,1.28,
DEWP_0_0,3.17,2.95,,,,,1.07,2.59,,1.53,,,1.71,,,2.89,,
WSPM_0_1,1.18,1.18,0.51,,1.16,0.71,0.31,1.0,0.83,0.8,,0.75,0.54,,,1.1,0.91,0.51
WSPM_0_2,1.4,1.4,0.58,0.36,1.38,0.76,,1.15,1.0,0.93,,0.88,,,,1.3,1.05,0.5
WSPM_0_0,1.55,1.55,,,1.52,0.93,,1.23,0.99,1.0,0.96,0.92,1.07,,0.68,1.43,1.24,0.51
WSPM_0_3,1.61,1.61,,,1.58,,,,,1.13,1.0,0.94,,,,1.5,1.27,0.67
WSPM_1_0,1.64,1.64,,,1.61,1.0,,1.35,1.14,1.08,1.0,1.0,1.2,,,1.45,1.38,0.61
WSPM_1_1,1.84,1.83,,,1.8,1.16,0.73,1.83,,0.97,,0.9,1.0,,,1.66,1.6,
WSPM_0_4,1.89,1.88,,,1.86,,,,,,,,,1.0,,1.73,1.53,
WSPM_1_2,2.4,2.35,,,2.38,,,,,1.49,,,,,1.01,2.19,2.29,
PM10_0,1.08,1.08,0.46,0.28,1.06,0.66,0.38,0.91,0.77,0.71,0.68,0.68,0.62,0.58,0.47,1.0,0.84,0.5
PM10_1,1.28,1.28,,,1.26,0.76,,1.08,0.92,0.78,0.78,0.7,0.6,0.67,,1.19,1.0,0.46
PM10_2,2.57,2.57,,,2.53,,,2.11,,1.8,1.52,1.64,,,,1.86,2.14,1.0
