,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRES_0_1,1.0,0.98,,,1.0,0.99,1.24,1.0,1.03,0.99,0.98,0.99,0.98,0.98,1.09,1.01,0.99,0.98
PRES_0_0,1.01,,0.01,,0.98,,,1.22,0.42,,,,,,0.15,0.71,,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.0,1.0,0.97,,0.92,,,1.05,0.92,1.01,0.91,1.0,1.18,0.91,0.96,1.01,0.97,0.94
DEWP_1_0,1.0,0.98,,,,0.08,,0.65,7.68,0.97,,0.98,0.41,,,0.94,1.46,
DEWP_0_0,1.03,1.24,,,,,0.01,,,,,,0.14,,,0.71,,
WSPM_0_1,1.0,1.0,1.22,,1.05,0.65,,0.45,,,,1.83,4.76,,,1.0,1.0,1.19
WSPM_0_2,1.0,1.03,0.41,,0.92,7.25,,,0.19,,,3.85,,,,1.03,0.92,
WSPM_0_0,1.0,0.99,,,1.01,0.96,,,,0.17,,0.26,1.33,,,0.98,1.03,
WSPM_0_3,1.0,0.98,,,0.91,,,,,,0.09,5.65,,,,1.2,0.72,0.38
WSPM_1_0,1.0,0.99,,,1.0,0.99,,1.67,3.64,0.28,6.17,0.3,,,,0.95,1.19,
WSPM_1_1,1.0,0.98,,,1.18,0.41,0.16,7.23,,0.89,,,0.06,,,0.87,1.49,
WSPM_0_4,1.0,0.98,,,0.91,,,,,,,,,0.04,,1.01,1.29,
WSPM_1_2,1.0,1.09,0.15,,0.98,,,,,,,,,,0.01,0.7,,
PM10_0,1.0,1.01,0.7,,1.01,0.94,0.71,0.99,1.02,0.98,1.19,1.0,0.89,1.03,0.71,0.72,4.3,
PM10_1,1.0,0.99,,,0.97,1.45,,1.02,0.95,1.05,0.73,0.99,1.34,1.28,,4.33,0.35,0.87
PM10_2,1.0,0.98,,,0.94,,,0.98,,,0.34,,,,,,0.9,0.02
