,TEMP_1_1,PRES_0_1,PRES_0_0,PRES_1_0,DEWP_1_1,DEWP_1_0,DEWP_0_0,WSPM_0_1,WSPM_0_2,WSPM_0_0,WSPM_0_3,WSPM_1_0,WSPM_1_1,WSPM_0_4,WSPM_1_2,PM10_0,PM10_1,PM10_2
TEMP_1_1,1.0,1.0,1.0,0.53,1.0,0.96,0.46,0.73,0.83,0.33,0.89,0.19,0.38,0.93,0.59,0.78,0.52,0.23
PRES_0_1,1.01,0.99,,,1.0,0.95,0.5,0.73,0.85,0.33,0.88,0.19,0.38,0.92,0.63,0.78,0.52,0.23
PRES_0_0,5.83,,0.09,,5.33,,,4.14,1.95,4.86,,1.18,,,0.74,3.92,7.57,
PRES_1_0,,,,,,,,,,,,,,,,,,
DEWP_1_1,1.04,1.04,0.95,0.5,0.95,33.84,,0.79,0.79,0.35,0.84,0.2,0.47,0.88,0.56,0.8,0.53,0.24
DEWP_1_0,2.73,2.69,,,,0.22,0.17,1.31,20.99,0.82,,0.51,0.4,,,2.09,1.72,1.44
DEWP_0_0,11.0,10.83,,,,1.84,0.06,6.36,,1.5,,1.1,1.09,,,7.4,6.18,
WSPM_0_1,1.4,1.4,1.71,,1.46,0.9,0.55,0.62,7.08,0.52,,0.25,0.54,,1.6,1.08,0.71,0.34
WSPM_0_2,1.97,2.03,0.69,0.21,1.83,9.91,,8.91,0.37,1.78,10.46,0.74,2.5,,,1.5,0.97,0.57
WSPM_0_0,2.42,2.39,,,2.43,2.21,0.94,1.99,4.25,0.33,7.21,0.22,0.75,,1.18,1.85,1.4,0.4
WSPM_0_3,2.6,2.56,,,2.38,,,,24.09,3.69,0.24,1.47,,,,2.33,1.14,0.32
WSPM_1_0,2.7,2.69,,,2.7,2.44,,1.8,4.09,0.52,5.72,0.35,1.64,,,2.01,1.5,0.55
WSPM_1_1,3.37,3.32,,,3.91,1.29,0.33,2.18,,0.57,,0.48,0.2,,,2.57,1.96,
WSPM_0_4,3.57,3.51,,,3.27,,,,,,,5.46,,0.15,,2.89,2.18,
WSPM_1_2,6.03,6.1,,,5.52,,,9.56,,1.45,,2.43,,,0.09,4.06,17.63,
PM10_0,1.17,1.18,0.82,0.41,1.18,1.04,0.45,0.83,0.99,0.4,1.26,0.22,0.47,1.09,0.55,0.8,0.84,0.66
PM10_1,1.64,1.62,,,1.59,2.36,,1.27,1.32,0.51,1.02,0.3,0.55,2.02,,1.66,0.51,0.19
PM10_2,6.63,6.52,,,6.22,,,5.83,,2.38,2.16,1.27,,,,8.92,2.27,0.09
