,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.46,2.26,4.49,4.29,4.31,4.72,1.25,0.77,0.89,1.09,0.89,1.16,0.63,0.73,1.02,4.93
f_1,4.02,0.45,3.96,3.98,3.44,3.78,0.88,0.83,0.81,1.55,0.83,4.07,0.41,0.89,0.75,0.77
d_1,6.19,4.49,0.42,4.64,4.25,4.33,1.34,2.8,0.75,0.74,0.81,0.75,0.66,0.71,0.39,0.81
c_1,3.97,5.01,5.59,0.41,5.61,4.53,1.32,0.5,3.9,1.27,1.07,0.79,0.59,1.22,0.63,0.66
b_1,4.89,4.71,6.29,2.98,0.38,5.19,1.37,1.15,1.41,1.85,3.37,0.84,0.91,1.04,0.73,1.07
a_1,6.32,5.73,6.11,6.96,3.55,0.32,1.36,1.57,1.3,2.12,1.63,1.29,0.79,,0.96,1.0
h_1,3.93,5.4,4.88,4.69,5.21,4.67,0.37,1.06,0.9,1.7,0.94,1.13,2.66,0.9,0.76,1.02
d_0,3.03,6.25,18.22,5.63,5.07,5.09,1.57,0.48,1.36,2.0,1.37,1.18,0.85,1.03,0.92,1.22
c_0,5.98,6.14,2.61,26.55,5.23,6.35,1.88,1.43,0.45,1.53,1.26,1.28,0.9,1.26,0.77,1.4
g_1,6.18,7.78,4.7,7.66,5.84,5.15,1.49,1.29,1.21,0.3,1.29,0.89,0.65,1.61,2.3,1.53
b_0,4.67,5.81,5.05,8.52,18.07,6.53,1.75,1.24,0.61,1.68,0.4,0.84,0.86,1.07,0.71,1.52
f_0,6.21,24.92,4.76,5.32,8.94,7.5,1.66,1.12,0.99,0.95,0.98,0.39,1.04,0.97,0.47,0.95
h_0,6.01,8.45,6.23,9.86,7.16,6.71,4.4,1.34,1.3,2.5,1.19,1.22,2.88,1.28,1.06,1.18
a_0,5.81,7.71,7.65,6.0,12.01,,2.4,1.8,1.13,3.33,0.72,1.3,1.53,0.35,1.02,1.83
g_0,7.45,10.42,6.34,7.07,8.26,7.32,1.77,1.78,1.38,,1.31,1.45,0.95,2.22,2.2,1.5
e_0,20.83,13.89,6.5,6.88,7.25,5.36,2.6,1.45,1.51,1.9,1.35,0.65,0.8,1.9,0.84,0.33
