,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,2.19,0.03,0.03,0.02,0.02,0.03,0.06,0.05,0.1,,0.05,0.07,0.06,0.1,0.03,0.1
f_1,0.03,2.22,0.06,0.02,0.03,0.01,0.05,0.05,0.07,0.08,0.06,,0.05,0.07,0.04,0.06
e_1,0.02,0.03,2.34,0.03,0.02,0.02,0.05,0.04,0.05,0.12,0.05,0.05,0.05,0.09,,0.08
c_1,0.03,0.04,0.03,2.39,0.05,0.02,0.05,0.06,,0.07,0.03,0.06,0.05,0.09,0.04,0.06
b_1,0.03,0.03,0.03,0.03,2.59,0.05,0.05,0.06,0.06,0.07,,0.04,0.03,0.07,0.05,0.06
a_1,0.02,0.02,0.02,0.03,0.04,3.03,0.06,0.03,0.06,0.06,0.06,0.06,,0.06,0.07,0.08
h_1,0.11,0.19,0.09,0.07,0.07,0.07,2.64,0.3,0.26,0.2,0.29,0.16,0.16,,0.12,0.37
g_1,0.17,0.08,0.05,0.11,0.07,0.08,0.24,2.94,0.19,0.21,0.33,0.29,0.13,0.35,0.21,
c_0,0.2,0.14,0.17,,0.09,0.1,0.21,0.25,2.07,0.33,0.51,0.27,0.27,0.33,0.24,0.31
d_0,,0.15,0.16,0.32,0.15,0.13,0.32,0.19,0.23,1.92,0.31,0.35,0.3,0.39,0.23,0.17
b_0,0.17,0.14,0.13,0.18,,0.09,0.35,0.27,0.34,0.31,2.18,0.29,0.34,0.3,,0.27
f_0,0.13,,0.09,0.12,0.12,0.1,0.34,0.25,0.44,0.3,0.28,2.26,0.22,0.25,0.64,0.46
a_0,0.12,0.16,0.12,0.18,0.15,,0.26,0.22,0.28,0.24,0.31,0.28,2.58,0.46,,0.27
h_0,0.27,0.34,0.22,0.17,0.17,0.14,,0.39,0.53,0.48,0.36,0.38,0.49,,0.26,0.67
e_0,0.15,0.1,,0.14,0.22,0.1,0.26,0.21,0.31,0.34,,0.33,,0.46,2.63,0.38
g_0,0.35,0.19,0.17,0.19,0.16,0.12,0.42,,0.43,0.5,0.38,0.64,0.36,0.65,0.41,
