,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.91,4.44,2.65,2.63,2.63,2.53,9.68,8.59,13.97,12.33,13.65,9.08,18.44,13.2,10.34,19.39
e_1,2.96,6.01,2.42,3.55,2.84,2.93,10.47,9.25,21.89,14.16,12.83,13.16,19.24,14.72,10.99,21.37
d_1,3.06,2.66,6.76,2.31,2.65,2.79,11.16,11.14,10.11,23.78,16.76,14.53,21.72,16.95,16.74,23.84
c_1,2.81,2.52,2.64,6.8,4.95,3.04,9.99,11.53,13.57,7.9,8.43,13.21,19.0,13.34,14.51,16.63
b_1,2.75,2.51,2.8,2.95,7.62,5.84,9.23,10.55,12.56,11.93,9.56,14.43,20.07,11.13,15.16,17.62
a_1,3.02,2.6,2.89,3.13,2.82,11.36,10.93,11.05,13.74,14.42,12.49,14.82,22.27,14.58,14.92,21.7
h_1,3.73,3.05,3.45,2.88,2.76,2.76,18.58,14.74,12.72,13.59,14.66,15.68,17.22,13.26,16.39,28.55
g_1,2.42,2.25,4.77,3.03,3.21,3.03,11.25,23.12,11.71,14.41,12.78,20.9,21.63,15.44,18.6,20.3
d_0,3.08,2.91,2.19,5.08,3.36,3.22,11.5,10.98,18.69,9.16,11.57,14.55,19.49,13.12,15.56,19.59
c_0,3.27,3.27,3.71,2.53,2.15,2.8,12.35,12.71,14.09,21.54,25.79,14.81,25.45,21.21,16.67,27.63
b_0,3.06,3.25,3.52,3.24,2.24,2.67,12.06,12.24,15.06,15.43,22.58,14.85,23.55,30.13,15.92,25.7
f_0,2.23,2.19,3.48,3.58,3.29,4.03,11.94,13.95,13.13,12.3,15.17,25.87,24.68,17.92,34.82,27.19
h_0,3.73,3.0,3.35,2.78,2.83,2.98,9.85,14.34,12.37,14.24,14.11,14.74,19.15,14.9,16.1,28.28
a_0,3.23,2.78,3.06,3.06,3.16,3.17,12.31,12.69,15.8,12.97,15.12,15.02,22.93,29.95,16.42,24.31
e_0,3.4,2.37,3.03,3.05,3.63,3.49,11.57,12.81,13.37,12.94,15.59,17.34,25.95,16.78,32.16,23.95
g_0,2.78,2.92,4.26,2.98,2.69,3.11,11.24,11.36,12.75,14.0,16.3,23.83,21.86,15.88,19.67,21.12
