,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.95,0.42,0.45,0.51,0.38,0.31,0.3,0.45,0.23,0.26,0.27,0.28,0.27,0.17,0.25,0.15
f_1,0.72,0.94,0.45,0.41,0.35,0.23,0.26,0.29,0.25,0.27,0.29,0.16,0.26,0.18,0.23,0.14
d_1,0.5,0.51,0.95,0.38,0.35,0.29,0.31,0.18,0.28,0.46,0.27,0.27,0.26,0.23,0.2,0.18
c_1,0.41,0.5,0.44,0.94,0.67,0.3,0.32,0.27,0.25,0.19,0.24,0.24,0.26,0.2,0.21,0.19
b_1,0.47,0.49,0.51,0.41,0.94,0.58,0.33,0.32,0.25,0.31,0.2,0.3,0.23,0.17,0.21,0.25
a_1,0.57,0.69,0.5,0.55,0.38,0.94,0.32,0.35,0.31,0.28,0.27,0.29,0.32,0.15,0.28,0.2
h_1,0.75,0.97,0.76,0.62,0.54,0.51,0.76,0.47,0.49,0.44,0.45,0.42,0.34,0.26,0.51,0.32
d_0,0.7,0.8,0.57,1.23,0.71,0.45,0.49,0.67,0.39,0.33,0.42,0.42,0.46,0.36,0.38,0.33
g_1,0.74,0.75,1.03,0.7,0.63,0.41,0.44,0.47,0.76,0.47,0.48,0.58,0.41,0.36,0.29,0.34
c_0,0.81,0.88,0.7,0.64,0.49,0.56,0.59,0.48,0.44,0.68,0.78,0.51,0.51,0.39,0.47,0.39
b_0,0.86,0.79,0.85,0.82,0.48,0.52,0.53,0.58,0.42,0.41,0.69,0.54,0.48,0.59,0.45,0.35
f_0,0.71,0.74,0.81,0.82,0.76,0.53,0.56,0.54,0.43,0.45,0.48,0.68,0.46,0.34,0.42,0.58
h_0,0.88,1.08,0.9,0.84,0.72,0.43,0.42,0.51,0.61,0.47,0.54,0.52,0.37,0.32,0.5,0.34
a_0,0.98,1.02,0.9,0.89,0.81,0.33,0.63,0.53,0.53,0.49,0.49,0.56,0.65,0.63,0.44,0.4
g_0,0.87,0.78,1.28,0.93,0.79,0.59,0.47,0.54,0.4,0.44,0.49,0.7,0.46,0.36,0.39,0.49
e_0,0.63,1.02,0.99,1.08,0.79,0.7,0.54,0.51,0.46,0.49,0.55,0.47,0.55,0.35,0.38,0.63
