,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,a_0,h_0,g_0,e_0
e_1,8463.05,2250.05,2620.5,5448.83,9751.67,36117.61,2187304.17,18451166.23,9301199.37,15369985.86,28187723.85,23730558.07,74455467.33,140754909.28,163660019.29,79671906.07
f_1,3421.24,8925.41,3026.47,4310.9,11313.57,26698.1,2526747.47,7585157.79,8493557.2,16760960.08,17628340.18,6807007.63,56066296.74,105043110.96,127697127.88,78749853.11
d_1,1982.94,2384.74,16362.49,3161.67,11645.09,32634.44,2424719.97,3743352.52,8625119.49,28889490.78,23802580.69,23504474.97,68563739.31,114049807.5,174580664.48,161667980.03
c_1,1737.75,2108.26,3503.55,22865.1,22814.87,27199.74,2096164.41,8029049.92,9482355.87,4785820.27,18264852.58,19135886.71,52570889.79,90169543.87,107269129.85,134287921.24
b_1,1753.35,1850.0,3855.22,4068.01,81362.79,68307.89,2363108.67,6883123.76,8989073.07,10843537.27,6881806.73,24745989.18,53682731.42,113347778.89,135198364.36,169883305.04
a_1,1887.8,2156.08,3647.21,4685.48,9921.1,283635.32,2447312.28,8795270.66,8563828.87,17962328.19,22080237.03,24268023.65,21795996.22,134698255.71,240682802.5,134907330.48
h_1,2296.8,3379.43,4457.76,5030.45,15206.0,36930.77,7440734.39,9142512.64,13120258.31,17750806.9,23752602.83,26569704.23,71782994.48,79048349.2,218371848.32,175250193.68
d_0,1979.62,2643.8,2059.41,10402.89,16493.54,39102.92,2607141.04,21322784.57,11597420.72,13677498.71,25495342.11,25959725.93,78460482.34,133242055.36,166708195.49,159418109.99
g_1,2100.09,1654.09,6828.93,5496.64,13036.25,36238.16,2867188.36,8181413.1,39401768.02,19226297.63,28646083.68,43512704.03,74012280.03,106478954.59,123298751.37,193438553.22
c_0,2917.22,2578.89,4326.05,3379.5,12219.41,40784.6,2729525.34,12742755.41,9401930.24,40015145.76,50321133.1,28040535.2,73209146.69,145797115.8,255624894.77,154686790.08
b_0,2282.41,3114.39,4475.91,6564.3,6316.66,28616.9,2922982.29,11168691.12,10879606.17,18382973.33,63754987.84,29406506.56,164518863.04,124854526.1,226529057.33,178102884.14
f_0,2032.32,1362.93,5290.69,6494.6,14847.8,39270.75,3052803.81,11862947.46,12348816.74,17732974.06,27617701.76,69327376.81,98652939.98,142274611.15,225354046.99,364839802.91
a_0,2128.97,2648.3,5282.16,7295.5,15629.34,15253.19,3165375.95,13248038.61,9809930.61,17247029.46,26684779.98,27895384.19,235110419.58,154553378.45,199808447.16,178418618.5
h_0,2416.27,3663.31,4532.26,5345.84,11134.41,45505.97,1786696.19,11705118.4,15049420.04,15858380.67,25698889.09,25408517.21,76379935.02,74670540.93,258053421.22,153416783.59
g_0,2144.89,2343.95,6561.2,5818.8,13356.18,31283.35,3217707.9,10247947.82,5588767.44,16464720.9,32026505.37,43342206.73,90835317.42,152877756.28,127136916.26,148838779.56
e_0,984.36,3424.64,4728.74,6279.12,16235.09,38931.84,3094641.29,10533042.85,13051403.05,17984644.0,24920702.34,27094932.59,83412641.64,155250761.55,194074989.94,491701350.37
