,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.36,0.48,0.25,0.31,0.28,0.2,0.54,0.47,0.53,0.62,0.71,,0.81,0.45,0.57,0.55
e_1,0.23,2.38,0.26,0.3,0.26,0.32,0.5,0.51,1.0,0.64,0.59,0.55,0.82,0.66,,0.74
d_1,0.3,0.27,2.52,0.26,0.26,0.28,0.61,0.38,,1.01,0.59,0.62,0.82,0.58,0.72,0.71
c_1,0.24,0.24,0.3,2.54,0.46,0.25,0.54,0.72,0.61,,0.5,0.47,0.94,0.58,0.65,0.73
b_1,0.26,0.31,0.3,0.24,2.69,0.45,0.69,0.44,0.66,0.69,,0.56,0.69,0.61,0.68,0.7
a_1,0.33,0.26,0.29,0.29,0.23,3.34,0.55,,0.64,0.58,0.65,,0.65,,0.63,
h_1,0.67,0.59,0.48,0.48,0.43,0.55,3.77,1.32,1.2,1.42,1.09,1.4,,0.96,1.19,1.57
g_1,0.49,0.32,0.82,0.44,0.77,,0.98,4.27,0.88,1.36,1.16,1.98,1.36,,1.08,
d_0,0.74,0.52,,0.92,0.62,0.6,1.2,1.34,3.51,1.09,1.33,1.48,1.38,1.6,1.21,2.14
c_0,0.64,0.61,0.52,,0.41,0.65,1.22,1.32,1.46,3.5,2.48,1.1,2.21,1.48,1.41,1.69
b_0,0.48,0.63,0.75,0.64,,0.61,1.09,1.35,1.24,1.01,3.74,1.5,1.93,2.85,1.13,1.31
f_0,,0.52,0.59,0.89,0.67,,1.31,0.96,1.53,1.68,1.2,3.99,1.75,,1.89,1.92
h_0,0.94,0.7,0.78,0.68,0.84,1.02,,1.74,1.86,1.24,1.43,1.82,,1.24,1.55,2.97
a_0,0.76,0.66,0.61,0.62,0.77,,1.56,,1.41,1.26,1.07,,1.81,4.39,,1.81
e_0,0.57,,0.51,0.58,0.57,0.63,1.25,1.42,1.21,1.88,1.48,1.48,1.91,,4.81,1.67
g_0,0.89,0.77,1.01,0.69,0.58,,1.39,,1.58,1.76,2.01,2.22,1.75,1.45,1.67,
