,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.53,1.11,1.03,0.86,0.84,0.81,1.15,0.95,1.65,1.04,1.43,1.1,1.16,1.33,1.05,1.12
f_1,1.0,1.54,1.42,0.94,0.92,0.7,1.11,1.09,1.16,1.33,1.13,0.94,1.08,1.13,0.72,1.15
e_1,0.99,0.99,1.57,1.27,0.98,0.81,1.19,1.04,1.13,1.74,1.22,1.06,1.09,1.25,0.9,1.19
c_1,1.13,1.05,0.87,1.59,1.39,0.98,1.15,1.14,0.84,1.01,0.79,1.11,0.97,1.21,0.97,1.2
b_1,1.09,1.05,0.99,0.95,1.64,1.37,1.2,1.18,1.21,1.2,0.94,1.14,0.91,1.33,0.96,1.23
a_1,1.12,1.17,1.07,1.1,0.98,1.77,1.5,1.3,1.22,1.3,1.3,1.34,0.97,1.47,1.31,1.49
h_1,1.39,1.54,1.2,1.21,0.99,0.85,1.89,1.54,1.48,1.39,1.52,1.42,1.25,1.41,1.38,1.72
g_1,1.68,1.27,1.23,1.18,1.11,0.94,1.43,1.95,1.48,1.4,1.57,1.95,1.47,1.64,1.55,1.41
c_0,1.3,1.37,1.41,1.28,1.11,1.0,1.49,1.47,1.88,1.7,2.27,1.54,1.64,1.55,1.45,1.47
d_0,1.18,1.24,1.14,2.04,1.25,1.07,1.41,1.34,1.06,1.8,1.3,1.35,1.37,1.58,1.22,1.48
b_0,1.34,1.5,1.2,1.58,1.23,0.92,1.51,1.42,1.32,1.61,1.88,1.39,2.11,1.8,1.32,1.51
f_0,1.51,1.32,1.09,1.44,1.4,1.1,1.6,1.38,1.61,1.48,1.6,1.94,1.45,1.57,2.39,1.63
a_0,1.46,1.48,1.31,1.51,1.25,1.05,1.67,1.47,1.46,1.47,1.48,1.51,1.87,1.88,1.35,1.72
h_0,1.5,1.71,1.37,1.37,1.12,1.08,1.37,1.64,1.59,1.6,1.47,1.52,1.43,1.48,1.18,1.74
e_0,1.54,1.53,1.17,1.46,1.52,1.19,1.6,1.49,1.64,1.56,1.58,1.34,1.49,2.0,2.0,1.7
g_0,1.98,1.44,1.3,1.42,1.15,0.98,1.5,1.3,1.83,1.49,1.65,1.82,1.31,1.65,1.46,1.5
