,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.07,3.48,3.24,3.78,3.03,2.44,0.9,1.19,0.84,0.83,0.82,1.31,0.57,0.9,0.83,0.79
e_1,2.31,1.07,3.35,3.1,3.22,2.83,1.71,1.4,1.12,0.98,1.13,1.02,0.82,0.91,2.04,0.79
d_1,3.47,3.56,1.07,2.99,3.42,2.92,1.37,0.94,2.25,1.11,0.95,1.0,0.78,0.83,0.81,0.49
c_1,3.71,3.86,4.47,1.07,4.33,3.57,1.33,1.16,0.63,1.8,1.06,1.1,0.79,0.99,0.79,0.94
b_1,4.67,4.94,4.1,2.21,1.07,4.41,1.61,1.58,1.37,1.39,2.0,1.24,1.07,0.95,1.13,0.89
a_1,5.38,5.2,5.57,5.06,2.97,1.07,2.24,2.55,1.57,1.96,2.2,1.08,1.28,2.73,1.28,1.0
h_1,7.81,6.09,6.54,8.5,6.97,5.67,1.38,2.77,2.3,1.96,2.13,1.98,2.49,1.7,1.98,2.0
g_1,10.33,7.66,10.02,9.8,8.57,5.21,2.57,1.37,2.96,2.96,2.28,2.43,1.72,2.0,1.99,3.53
d_0,11.1,5.1,11.99,11.42,7.4,8.78,3.13,2.9,1.66,2.04,2.45,2.15,2.17,2.33,2.19,2.06
c_0,10.02,8.63,5.48,21.15,7.44,7.75,3.51,3.15,4.37,1.71,3.23,2.44,2.23,1.94,2.36,1.96
b_0,10.37,8.4,8.8,9.83,13.17,8.38,3.45,2.89,3.43,1.72,1.61,3.14,2.16,2.73,2.09,2.16
f_0,31.44,9.29,9.35,11.5,7.72,13.78,3.57,2.59,3.82,2.93,2.6,1.63,2.42,2.68,2.96,1.86
h_0,12.87,11.72,10.85,13.27,10.15,10.17,7.18,5.3,3.53,2.84,3.01,3.44,3.75,3.37,2.13,3.06
a_0,13.16,13.34,13.36,13.18,15.07,14.01,5.93,4.52,4.49,4.22,2.51,3.26,2.56,1.67,2.9,2.35
e_0,18.08,17.44,10.85,15.12,11.48,11.4,4.62,5.01,3.64,2.89,4.07,2.24,3.84,3.44,1.76,3.67
g_0,14.11,14.27,13.74,11.66,13.37,13.94,4.07,6.52,4.6,3.41,3.59,3.46,2.21,3.54,2.84,4.54
