,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,2.14,1.88,2.42,1.73,1.5,0.61,0.78,0.62,0.52,0.6,0.77,0.41,0.5,0.42,0.49
e_1,1.38,1.06,2.15,2.29,2.3,1.77,0.72,0.83,0.7,0.61,0.66,0.73,0.52,0.67,0.88,0.41
d_1,2.46,2.53,1.06,2.34,1.87,1.67,0.86,0.56,1.15,0.67,0.63,0.56,0.43,0.48,0.52,0.31
c_1,2.12,1.78,2.67,1.06,2.73,1.73,0.88,0.74,0.44,0.83,0.54,0.64,0.47,0.53,0.48,0.48
b_1,3.04,2.61,2.62,1.39,1.06,2.84,0.98,1.04,0.76,1.0,0.96,0.67,0.62,0.69,0.62,0.65
a_1,4.15,3.6,3.23,3.5,1.85,1.07,1.66,1.4,1.15,1.14,1.4,0.85,0.81,1.51,0.89,0.82
h_1,5.78,5.63,5.28,5.22,5.0,4.33,1.32,2.13,1.77,1.48,1.49,1.43,1.52,1.29,1.21,1.28
g_1,6.71,6.69,6.89,6.81,5.67,5.05,1.95,1.34,1.8,1.63,1.72,2.21,1.16,1.42,1.81,1.13
d_0,6.49,4.28,7.7,7.4,7.5,5.14,2.42,2.88,1.46,1.82,1.66,1.89,1.54,1.73,1.74,1.67
c_0,8.83,8.21,4.15,11.16,6.23,5.59,3.48,2.54,3.07,1.47,2.47,1.79,1.78,2.12,2.06,1.58
b_0,7.61,7.26,6.28,10.94,10.38,5.56,3.08,2.64,2.67,1.31,1.45,2.25,1.87,2.21,1.85,1.51
f_0,11.93,7.21,7.39,7.83,7.82,8.47,3.46,2.0,2.62,2.41,2.3,1.47,1.74,1.81,2.73,1.27
h_0,10.82,9.12,8.88,9.29,7.93,7.51,3.81,3.31,2.91,2.31,2.44,2.33,2.75,2.09,2.11,2.09
a_0,10.72,8.58,10.11,10.93,8.61,9.93,3.71,3.73,3.49,2.61,1.6,2.5,2.14,1.61,2.26,1.8
e_0,18.62,12.0,10.0,10.78,9.01,10.24,4.13,2.78,3.06,2.55,2.93,1.47,2.1,2.57,1.59,2.02
g_0,11.45,12.18,12.18,11.27,9.88,10.23,3.27,5.5,3.57,3.43,2.94,3.39,1.92,2.71,2.92,3.49
