,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,9755.69,4481.14,6253.69,6072.79,12052.74,48622.1,5273310.39,10599970.47,30384708.0,15469625.18,40234896.56,54143969.19,118033658.6,214387545.32,220941944.52,412464060.96
f_1,3342.52,10980.42,10348.31,6553.86,14048.78,40039.05,5036914.18,11103825.08,16464946.82,26743295.54,28368287.24,32156776.61,116475050.27,183776096.09,119752910.14,337657953.57
e_1,3300.78,4286.7,18848.74,9797.44,14628.19,44894.21,4572120.26,10583409.5,16650931.11,42359558.02,32315244.65,43794164.33,102204148.88,180357350.19,135206860.85,317046990.76
c_1,3652.64,3736.54,5336.81,23033.6,25087.74,59699.75,4798137.29,12103501.53,7974180.1,22581351.08,18106576.47,48926747.21,89538769.77,176450372.8,201187052.15,336814564.83
b_1,3574.71,3761.05,6064.92,7841.85,51253.59,104527.98,4397626.27,11427369.59,15198016.45,22696746.45,17714885.93,45199650.1,78188058.05,167786707.64,195244771.5,328106812.94
a_1,3558.29,4141.05,5853.58,8460.23,16710.83,245504.32,5880282.85,12820498.58,15588271.25,25129352.83,26855466.97,57276422.97,59344281.43,190697908.06,250192557.32,380328738.86
h_1,4580.84,6034.86,6492.61,7421.85,12015.4,47849.4,10757745.03,16200119.48,19194069.62,24222740.18,37018874.48,55242471.01,107920191.0,164211473.52,257141062.39,477291720.94
g_1,5988.4,3897.88,5961.91,6956.89,13325.17,50909.6,5295749.67,30963319.69,17124329.65,21876178.43,35002210.22,87931842.91,125492774.27,232405653.19,301775714.67,300212887.76
c_0,4762.85,4682.87,8081.35,6463.56,12985.41,50397.99,5193939.78,14315453.42,31205916.32,25170168.75,62444307.95,61871477.86,148458238.01,189880566.52,260411536.95,372524195.16
d_0,2953.4,4065.51,7171.57,15684.4,16574.29,57530.93,4928132.95,12504520.7,10942402.88,40151035.65,27001796.03,49085482.3,111019757.23,197787832.53,195372734.56,302761596.5
b_0,4530.5,5148.99,6600.22,10240.79,11025.37,40640.82,5659569.51,13592043.61,19152200.95,26517804.95,56445015.8,53467101.76,215672112.14,231826999.35,229131007.79,381921215.67
f_0,4969.04,3254.5,5457.94,8851.2,17469.49,55693.65,6148978.21,15305695.31,21937993.8,24106123.72,34187523.39,107576685.04,124220158.34,208308416.53,530692898.92,470303781.68
a_0,4464.53,4811.1,7013.02,9588.69,15607.99,42282.25,5734557.02,13327100.73,18244859.31,24097734.74,35885311.0,53252900.71,231969058.14,253962159.46,215256517.65,379686726.64
h_0,4532.63,6108.94,7355.36,8138.55,14388.19,48713.66,3967889.03,17256828.86,17786170.53,25449558.88,31210438.34,52074313.48,114835292.12,147514849.45,204310933.07,437439519.21
e_0,4643.62,4417.46,5007.95,9205.84,20076.81,58796.15,5863305.13,14181143.67,20146382.48,23473499.49,31978280.55,55116698.64,122255205.32,246526175.04,541821209.15,381769000.69
g_0,6724.66,3979.58,6145.47,8418.03,14032.79,43466.8,5708191.24,10436178.05,21814662.15,22661054.6,35154614.62,76034432.07,101348779.5,211472336.63,268905686.16,289549235.41
