,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.59,1.06,0.95,0.97,0.88,0.28,0.22,0.2,0.27,0.21,0.24,0.15,0.19,0.24,0.16
f_1,0.97,0.41,0.97,0.92,0.83,0.83,0.21,0.21,0.17,0.32,0.2,0.25,0.1,0.17,0.16,0.15
c_1,0.75,1.04,0.41,1.12,1.04,0.81,0.26,0.13,0.24,0.25,0.18,0.17,0.13,0.18,0.18,0.14
d_1,1.12,0.91,1.04,0.41,0.87,0.85,0.25,0.28,0.18,0.16,0.19,0.19,0.13,0.18,0.18,0.1
b_1,1.03,1.31,0.62,0.98,0.38,1.28,0.32,0.22,0.34,0.32,0.3,0.21,0.15,0.2,0.21,0.15
a_1,1.21,1.28,1.17,1.21,0.65,0.33,0.43,0.29,0.26,0.37,0.31,0.28,0.2,0.31,0.25,0.19
h_1,1.6,1.79,1.94,1.65,1.52,1.53,0.28,0.39,0.34,0.53,0.38,0.33,0.31,0.33,0.29,0.24
d_0,1.18,2.01,1.99,2.54,2.13,1.86,0.61,0.29,0.42,0.6,0.42,0.4,0.33,0.35,0.41,0.34
c_0,1.94,1.92,2.77,1.23,1.91,1.96,0.59,0.6,0.3,0.51,0.4,0.44,0.33,0.39,0.38,0.27
g_1,1.93,1.92,2.12,1.78,1.89,1.76,0.45,0.47,0.43,0.26,0.43,0.4,0.24,0.33,0.36,0.28
b_0,1.89,2.0,3.03,1.69,2.72,1.79,0.61,0.51,0.24,0.6,0.28,0.42,0.32,0.38,0.36,0.28
f_0,1.93,3.08,2.04,1.99,2.0,1.88,0.63,0.46,0.5,0.38,0.48,0.27,0.35,0.39,0.39,0.21
h_0,2.67,2.48,2.46,2.33,2.44,2.06,0.84,0.51,0.46,0.68,0.47,0.49,0.4,0.38,0.44,0.35
a_0,2.24,2.43,2.53,2.89,3.71,3.73,0.72,0.57,0.42,0.73,0.31,0.54,0.34,0.27,0.43,0.3
e_0,2.68,3.51,2.45,2.28,2.63,2.03,0.62,0.56,0.48,0.67,0.57,0.29,0.37,0.51,0.27,0.32
g_0,2.59,2.77,2.58,2.78,2.55,2.77,0.56,0.57,0.51,0.86,0.54,0.54,0.3,0.47,0.49,0.42
