,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.29,0.61,0.47,0.72,0.51,0.38,0.99,1.06,1.02,2.05,1.3,1.24,1.39,1.01,0.57,1.41
f_1,1.05,2.31,0.52,0.57,0.4,0.3,1.1,0.75,0.98,1.07,1.16,0.39,1.21,0.99,0.8,1.15
d_1,0.5,0.64,2.4,0.4,0.59,0.51,1.0,1.06,2.32,0.59,1.33,1.07,1.75,1.12,1.05,1.19
c_1,0.55,0.58,0.56,2.5,1.02,0.35,0.88,0.82,0.42,1.11,0.75,1.28,1.2,0.96,1.1,1.33
b_1,0.48,0.55,0.63,0.52,2.59,0.94,1.09,0.82,1.02,0.98,0.48,1.24,1.57,0.59,0.98,1.27
a_1,0.6,0.68,0.6,0.5,0.45,3.03,1.22,0.94,1.33,1.26,1.19,1.11,1.5,0.62,0.94,1.51
h_1,0.74,1.02,0.65,0.65,0.5,0.53,3.14,1.6,1.48,1.26,1.47,1.26,0.9,1.27,0.98,1.88
g_1,0.55,0.6,1.12,0.71,0.58,0.53,1.15,3.31,1.45,1.17,1.35,2.19,1.89,1.17,1.16,0.95
c_0,0.77,0.74,0.8,0.45,0.44,0.64,1.4,1.02,2.81,1.5,2.97,1.45,1.72,1.37,1.25,1.59
d_0,0.84,0.74,0.32,1.29,0.62,0.41,1.27,1.19,1.04,2.67,1.63,1.52,1.65,1.03,1.15,1.77
b_0,0.67,0.78,0.83,0.67,0.33,0.46,1.44,1.43,1.55,1.32,2.89,1.6,1.86,2.76,1.23,1.54
f_0,0.62,0.47,0.83,0.78,0.63,0.66,1.3,1.45,1.41,1.35,1.71,2.77,2.01,1.23,2.08,1.46
h_0,0.76,0.96,0.89,0.7,0.49,0.46,0.83,1.46,1.41,1.3,1.55,1.18,1.18,0.92,1.16,2.26
a_0,0.75,0.74,0.79,0.6,0.72,0.26,1.36,1.42,1.56,1.61,1.66,1.5,2.02,3.03,1.03,1.66
e_0,0.45,0.83,0.68,0.83,0.67,0.52,1.52,1.17,1.59,1.84,1.42,1.36,1.84,1.11,3.08,1.87
g_0,0.6,0.65,1.08,0.79,0.64,0.51,1.01,0.84,1.43,1.25,1.74,2.38,1.43,1.41,1.04,1.01
