,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.45,2.16,5.55,5.12,4.51,4.03,1.3,1.16,1.49,0.94,0.75,1.06,0.64,0.84,4.31,0.54
f_1,4.31,0.45,4.66,3.42,4.67,4.66,0.75,0.82,1.2,0.82,0.79,3.02,0.41,0.86,0.84,0.99
c_1,4.36,4.79,0.41,6.19,3.6,4.24,1.38,0.48,1.66,4.33,1.16,0.88,0.64,0.76,0.83,0.83
d_1,4.91,5.7,5.43,0.41,4.08,3.64,1.31,5.65,0.78,0.81,0.89,0.98,0.76,0.9,0.96,0.43
b_1,5.46,5.96,2.56,4.93,0.39,5.3,1.54,0.91,1.24,1.66,5.36,0.88,0.79,1.34,0.8,0.61
a_1,5.96,8.52,4.55,5.84,3.09,0.34,1.94,1.32,1.91,1.24,1.16,1.25,0.85,3.71,1.22,0.94
h_1,4.49,5.95,5.09,4.62,6.44,5.06,0.35,1.05,1.64,0.87,0.75,1.01,2.03,1.15,0.96,0.68
d_0,2.91,5.63,4.56,16.89,6.56,6.41,1.87,0.45,1.49,1.58,1.52,1.0,1.06,1.17,1.08,1.05
g_1,5.42,5.95,5.51,4.81,7.65,4.54,1.51,1.36,0.33,1.25,1.2,1.17,0.73,1.4,0.98,1.9
c_0,5.37,6.14,19.27,2.7,7.9,5.29,1.67,1.47,1.51,0.4,1.13,1.16,1.02,1.05,1.35,0.78
b_0,5.2,5.92,7.76,5.83,26.96,6.36,1.71,1.3,1.32,0.6,0.42,0.87,0.72,1.39,0.91,1.18
f_0,5.24,21.65,5.54,6.32,6.02,6.42,1.58,1.07,1.42,1.16,1.0,0.39,0.77,0.87,0.97,0.47
h_0,7.14,5.73,8.06,6.16,5.55,7.62,4.56,1.43,2.11,1.49,1.48,1.47,2.75,1.13,1.29,0.74
a_0,7.8,6.48,8.02,6.05,10.56,,1.53,1.43,2.29,1.29,0.71,1.18,0.93,0.36,1.12,1.09
e_0,19.57,9.14,7.29,6.76,9.44,8.35,1.98,1.29,1.79,1.24,1.51,0.58,0.84,1.18,0.34,0.98
g_0,7.01,7.21,8.19,11.04,8.73,9.15,2.15,1.77,4.6,1.48,1.32,2.12,0.91,1.66,1.61,2.79
