,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.73,3.59,2.07,2.08,1.8,1.93,8.06,7.58,10.72,9.6,11.59,7.1,15.1,12.0,8.82,14.67
e_1,2.2,5.9,1.85,2.82,2.43,2.12,7.28,8.13,19.36,10.65,11.32,10.4,17.16,11.68,7.64,15.65
d_1,2.44,2.0,6.61,1.7,2.23,2.1,9.65,9.1,6.94,19.22,12.71,12.05,18.09,12.26,13.28,18.81
c_1,2.06,1.92,2.34,7.14,4.35,1.95,7.71,6.9,8.54,4.94,7.89,9.9,13.71,10.21,9.84,13.2
b_1,2.19,2.37,2.04,2.23,7.75,4.79,7.83,7.35,8.61,9.94,6.68,9.72,12.88,6.38,10.79,13.96
a_1,2.36,2.16,2.34,2.31,2.24,11.1,8.34,7.24,10.18,11.62,10.14,10.45,17.84,6.37,12.51,17.62
h_1,3.53,2.18,2.6,2.18,2.14,2.25,16.66,11.6,8.81,9.98,12.73,10.89,12.81,13.04,11.25,22.55
g_1,2.04,2.32,3.93,2.46,2.06,2.78,8.68,20.75,9.48,10.71,10.7,17.69,18.1,9.57,15.1,13.9
d_0,2.45,2.33,1.8,4.88,2.43,2.19,8.56,8.32,18.63,7.98,12.1,10.31,16.73,11.95,10.52,15.35
c_0,2.81,2.35,2.76,2.06,1.77,2.59,10.02,9.44,12.55,19.16,22.12,13.41,16.84,15.27,12.88,19.02
b_0,2.87,2.3,2.93,2.77,1.44,2.07,9.31,10.02,10.97,12.26,21.19,11.52,18.75,25.4,13.41,19.03
f_0,2.03,1.77,2.91,3.17,2.5,2.88,10.79,10.39,11.88,12.74,14.02,23.79,18.38,12.68,28.27,18.76
h_0,3.22,2.31,2.7,2.64,2.19,2.28,6.28,11.99,10.63,11.02,12.57,11.17,14.25,10.91,14.13,21.27
a_0,2.66,2.45,2.94,2.81,2.29,1.6,8.71,10.27,11.2,10.01,11.48,12.21,17.69,28.13,11.42,18.03
e_0,2.8,1.82,2.97,2.9,2.04,2.73,10.08,11.86,10.22,12.56,14.58,14.26,18.84,10.1,29.61,16.74
g_0,2.18,2.0,3.97,2.69,2.3,1.73,9.07,8.7,9.41,11.51,12.82,17.54,18.73,12.32,12.74,17.24
