,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.26,0.51,0.56,0.45,0.41,0.13,0.1,0.16,0.1,0.09,0.12,0.06,0.09,0.15,0.07
f_1,0.4,0.16,0.47,0.44,0.48,0.4,0.09,0.09,0.14,0.08,0.1,0.13,0.05,0.08,0.08,0.08
c_1,0.34,0.44,0.16,0.6,0.47,0.44,0.15,0.05,0.13,0.14,0.08,0.09,0.07,0.09,0.08,0.07
d_1,0.51,0.52,0.44,0.15,0.43,0.42,0.11,0.17,0.09,0.08,0.09,0.08,0.06,0.08,0.08,0.04
b_1,0.49,0.57,0.25,0.44,0.13,0.46,0.16,0.09,0.15,0.13,0.18,0.09,0.08,0.11,0.09,0.06
a_1,0.55,0.52,0.53,0.43,0.23,0.1,0.15,0.11,0.13,0.09,0.11,0.09,0.07,0.13,0.07,0.07
h_1,0.39,0.41,0.43,0.35,0.43,0.4,0.05,0.08,0.11,0.07,0.08,0.07,0.07,0.06,0.07,0.06
d_0,0.25,0.35,0.4,0.6,0.47,0.47,0.14,0.06,0.13,0.09,0.07,0.08,0.07,0.07,0.09,0.08
g_1,0.4,0.43,0.45,0.34,0.42,0.35,0.08,0.1,0.05,0.07,0.09,0.08,0.05,0.09,0.08,0.07
c_0,0.46,0.43,0.67,0.22,0.43,0.35,0.11,0.12,0.1,0.05,0.08,0.08,0.07,0.07,0.09,0.06
b_0,0.36,0.4,0.57,0.32,0.63,0.33,0.11,0.08,0.11,0.04,0.05,0.07,0.06,0.07,0.08,0.05
f_0,0.36,0.57,0.39,0.34,0.42,0.38,0.12,0.09,0.07,0.09,0.09,0.04,0.06,0.07,0.07,0.04
h_0,0.39,0.41,0.4,0.37,0.38,0.3,0.15,0.09,0.11,0.07,0.09,0.08,0.08,0.07,0.07,0.05
a_0,0.37,0.4,0.42,0.37,0.51,0.42,0.11,0.07,0.12,0.07,0.04,0.08,0.06,0.04,0.07,0.05
e_0,0.52,0.52,0.41,0.36,0.34,0.32,0.15,0.07,0.09,0.07,0.06,0.04,0.06,0.06,0.03,0.04
g_0,0.41,0.45,0.39,0.36,0.44,0.34,0.09,0.09,0.13,0.08,0.07,0.07,0.04,0.07,0.06,0.07
