,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,8921.82,4556.35,3570.25,4791.03,6713.48,21242.4,2894184.35,7658930.7,8494045.07,10586774.25,15122267.6,13968215.85,78333726.8,82197218.25,201645298.19,147971043.98
e_1,2004.68,10958.79,2854.35,5420.29,9091.25,29341.97,2731136.9,6537064.07,19265690.85,14632293.45,16948293.82,32761147.4,61399351.25,81695731.89,222366187.96,84340540.63
d_1,2374.18,1844.53,17546.55,3801.1,7091.58,27077.35,3794866.24,8071613.96,4224047.67,28758796.78,21391580.85,37564414.73,87883184.68,89461224.39,220976100.29,224154407.67
c_1,2146.62,2404.64,2917.47,24063.62,14955.07,23986.69,3443389.86,6364449.01,8907184.84,6460245.6,10560617.24,37180144.58,70381384.01,100050436.34,191470094.69,180589339.67
b_1,2031.48,2377.37,2986.11,5139.0,47102.93,55205.0,3303603.36,6016272.67,9135132.24,12488415.22,5099282.02,25347554.69,90656815.82,54839537.46,252109335.87,201844449.94
a_1,2423.05,2041.05,4233.63,4196.01,8041.18,219603.61,3302264.72,7624702.56,9455219.96,14007505.73,16623064.83,33554231.05,98073778.76,46465243.37,202821068.48,194410567.88
h_1,3648.57,2759.7,4689.12,5233.74,7916.77,23204.82,10837406.98,12035973.67,11738814.3,20293767.55,19010583.61,32524903.54,52524428.54,104254300.54,397152569.67,246010098.13
g_1,2201.32,2598.75,6800.36,5960.19,8500.58,30219.2,3993196.37,29199561.31,10896031.89,17001508.93,19398614.98,57372906.82,87648214.75,118990538.91,172167848.13,235439474.26
d_0,2706.94,2535.08,2522.48,11319.53,8652.82,31135.57,3976352.9,6443910.79,25263254.03,13956462.55,21940058.74,36186801.28,80364335.54,96402995.86,238028090.68,349498771.8
c_0,3017.81,2538.14,5660.78,3616.61,6062.01,30028.61,4424918.87,9980942.84,11583031.33,39331641.36,40212326.5,33394991.7,120984562.39,140949279.27,355665793.31,361347572.81
b_0,3088.58,2453.35,5003.5,5894.86,4136.11,27364.82,4627854.11,10666993.03,12941337.39,18952268.33,45904020.95,37796984.0,98598778.08,212220742.72,328779942.28,302581133.37
f_0,1433.72,2091.87,5942.17,6361.94,9653.83,36259.84,4407109.91,8105828.5,14103179.99,25687062.4,22825837.5,100100342.35,95589788.8,104737013.84,380981416.04,559737445.74
h_0,3781.27,2821.16,4769.45,5885.31,9770.89,27675.13,2350400.19,11763757.37,10867659.84,16810480.74,20527865.55,36142518.84,63575214.21,117233375.26,405638190.83,240553889.8
a_0,3545.68,2336.96,4925.41,5041.78,9376.94,15271.01,4846191.75,9017396.69,11795386.9,17044550.72,20468130.74,46794763.2,108589269.52,324941613.75,315008937.92,366984243.8
g_0,2192.98,2389.2,7340.56,5937.6,9157.1,31047.3,3076259.08,6031690.03,10234232.75,18976684.23,23470331.74,65661024.68,92603270.99,102291866.64,206178178.09,255809605.24
e_0,3389.71,1557.49,4609.7,6651.82,8615.24,30253.33,4446351.63,9660894.04,13652068.17,18759380.99,24305289.94,37044916.35,128160010.93,161014975.27,308312738.54,832859066.13
