,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.72,1.2,0.92,1.03,0.7,0.73,0.95,0.64,0.67,0.64,0.74,0.64,0.61,0.65,0.58
f_1,1.38,1.0,0.94,0.89,0.87,0.81,0.53,0.65,0.63,0.56,0.6,0.61,0.51,0.47,0.43,0.55
c_1,0.83,1.07,1.0,1.03,1.24,0.92,0.74,0.46,0.72,0.57,0.52,0.62,0.59,0.57,0.53,0.52
d_1,1.07,1.13,0.97,1.0,0.95,0.76,0.74,0.63,0.56,0.85,0.7,0.59,0.58,0.66,0.59,0.47
b_1,0.96,1.17,0.8,1.04,1.0,1.35,0.7,0.68,0.75,0.82,0.8,0.67,0.72,0.58,0.59,0.68
a_1,1.44,1.22,1.1,1.31,0.75,1.0,1.02,0.85,0.9,0.74,0.85,0.65,0.73,0.65,0.68,0.65
h_1,1.41,1.83,1.33,1.36,1.39,1.07,1.0,0.92,1.24,0.79,0.89,0.92,0.9,0.91,0.81,0.85
d_0,1.03,1.46,2.26,1.59,1.45,1.19,1.1,1.0,1.19,0.8,1.0,0.93,0.88,0.8,0.92,1.0
g_1,1.49,1.54,1.46,1.73,1.39,1.16,0.83,0.85,1.0,1.08,0.89,1.1,0.86,0.76,0.93,0.82
c_0,1.42,1.7,1.86,1.18,1.22,1.34,1.27,1.27,0.94,1.0,1.43,1.06,1.01,0.93,0.99,0.9
b_0,1.53,1.66,1.9,1.48,1.31,1.17,1.09,1.05,1.23,0.74,1.0,1.01,0.94,1.18,0.91,0.93
f_0,1.31,1.7,1.68,1.67,1.54,1.36,1.08,1.04,0.92,1.02,0.98,1.0,1.03,1.04,1.22,0.74
h_0,1.56,2.06,1.66,1.71,1.42,1.35,1.09,1.17,1.2,1.01,1.05,1.01,1.0,0.88,0.92,1.16
a_0,1.65,2.11,1.78,1.52,1.68,1.65,1.12,1.24,1.26,1.1,0.83,0.99,1.13,1.0,1.06,0.97
e_0,1.56,2.23,1.83,1.75,1.7,1.48,1.26,1.07,1.13,0.95,1.11,0.74,1.15,0.87,1.0,0.98
g_0,1.69,1.85,1.83,2.19,1.48,1.49,1.2,1.02,1.2,1.21,1.15,1.36,0.87,0.96,0.98,1.0
