,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,12712.13,6400.05,7619.0,6483.38,12032.39,81737.9,6672473.38,15869499.6,35750233.29,18655712.07,55392730.37,53059250.2,163587886.39,231289425.02,248718749.01,412967752.76
f_1,5313.02,12767.26,12381.01,9136.93,12569.03,75012.27,5146544.7,13000038.09,16741291.1,27538912.2,37191692.26,31788230.3,151187763.56,238558508.74,136665284.31,306505221.37
e_1,5129.64,5548.12,17981.14,11418.58,13649.67,73009.82,5657670.74,12639523.79,20868803.36,47900293.57,46198911.69,47907900.54,172844063.64,214843404.34,175061648.28,377738719.06
c_1,4914.17,5716.1,7147.97,21518.27,24410.73,78147.42,5828910.45,12445160.01,15017329.88,25333155.82,36394710.85,47412425.34,151984536.94,236953175.95,211503611.74,368452667.13
b_1,5715.49,5586.79,7763.82,9166.24,35437.75,145065.26,5403614.67,13939134.94,17312403.33,27623482.49,30342671.04,47002345.56,128682118.26,241495944.45,201833033.57,344668860.8
a_1,6367.45,6266.05,6774.05,9084.16,12871.36,305908.83,5458731.16,16573823.39,21195561.86,27187446.56,47868150.62,46940830.1,120183088.09,281127604.76,217817017.9,317013148.2
h_1,6596.77,7673.49,7482.6,9304.44,13984.77,73824.67,10947505.79,17756806.52,21080140.0,25263327.07,48371527.0,50413329.03,174993840.57,190864972.37,264193219.3,484686062.22
g_1,8528.34,5542.9,7962.31,9928.2,13721.81,72142.05,6169575.23,30006136.3,24041229.9,24153730.3,51032259.65,69592548.15,151088846.43,221838387.83,260026342.77,283241912.07
c_0,6123.19,6974.98,8222.49,8581.19,12008.26,84214.8,7158548.94,15914562.76,32158585.24,31037543.44,84493091.66,54615207.11,230848835.0,244456463.45,262273806.64,418507195.94
d_0,4241.87,5358.14,7740.97,17959.4,16835.17,71865.41,6021626.25,14279474.75,15925400.7,45043053.18,47461951.75,51305162.42,172019944.59,262751772.02,217634633.37,417008482.32
b_0,5874.4,7133.5,8174.31,10786.64,11237.67,69394.31,7000047.63,15818357.54,21879038.59,33275961.33,76630259.41,59302412.83,318606248.36,274050799.82,282868524.66,468972799.38
f_0,7137.37,5454.28,6690.29,10417.81,14085.38,81791.36,7208326.87,16380624.98,23506630.94,28590240.57,52061716.17,78972353.24,195473459.6,240758998.53,427293568.47,462287181.11
a_0,6169.18,7024.04,8034.23,11090.48,14849.53,59915.67,6753102.55,16132673.49,21412215.3,28945095.28,43612612.86,57192488.89,317870495.76,284921755.47,281387475.58,436351736.76
h_0,6217.37,8147.49,8863.82,8722.83,13273.68,75910.11,5282521.82,19225140.29,22839962.2,30002091.15,44759122.22,46082488.14,172794911.54,198965411.19,224322432.44,425665774.37
e_0,6564.11,6583.77,6713.07,9734.76,13558.36,81900.23,7850629.23,17861642.73,23346592.54,28436804.57,59615173.64,56535878.04,238540788.56,282539342.04,436122247.45,429200662.57
g_0,8291.37,5675.16,7689.76,10100.31,12196.55,79069.04,6711507.58,10974582.66,24530892.31,24945655.89,49332299.79,75338850.27,186040182.49,226326224.06,283203581.66,394200034.17
