,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,121.18,69.33,67.15,103.82,103.21,333.19,8178.25,20701.73,22693.14,43367.56,30875.72,39955.24,109266.07,145040.46,137203.87,193913.69
f_1,101.43,121.56,69.82,90.29,84.92,385.0,6369.86,18549.37,22231.1,29166.44,31097.98,29253.88,105589.59,123809.92,128512.27,175371.5
d_1,69.95,78.07,130.52,64.33,105.77,358.11,7538.44,17274.07,35601.4,21460.59,33466.06,40355.94,95698.55,135581.4,151868.9,184734.36
c_1,58.07,57.11,79.88,138.39,167.97,345.22,6628.92,16610.28,14189.16,21273.66,20351.53,41670.21,69908.1,135924.48,156825.67,183563.25
b_1,60.79,75.99,67.05,58.81,166.06,560.63,6428.52,16739.89,22516.4,22425.37,27504.14,35431.1,75890.82,125807.69,146427.05,167526.16
a_1,43.64,41.06,50.78,55.8,48.07,480.11,4373.15,11779.8,12271.45,15812.34,20678.47,23167.71,49040.92,90991.08,82635.09,119692.86
h_1,17.34,24.59,22.35,25.22,27.8,99.79,2804.54,6044.92,5955.86,6953.86,8688.71,10227.53,28319.39,34033.73,37824.56,68579.03
g_1,11.58,13.23,21.68,18.66,21.68,71.33,1476.65,5972.28,4519.4,4552.25,6322.85,11375.15,19295.46,25843.07,37040.19,37585.89
c_0,14.64,16.37,14.49,15.91,17.36,71.82,1510.79,4182.9,6160.41,5709.93,9848.0,8974.92,26800.21,31545.72,33112.91,41731.97
d_0,11.46,13.41,10.18,25.62,21.89,70.34,1404.36,3710.67,3258.53,6633.43,5543.49,8450.33,15983.52,23862.27,29285.14,37946.03
b_0,12.11,14.17,14.29,18.74,14.79,54.73,1243.61,3411.88,4169.39,4752.2,7753.06,7794.4,33214.11,31005.59,29612.68,36342.97
f_0,10.67,12.12,14.27,14.42,19.5,66.16,1279.52,2914.24,3924.06,3815.7,5401.68,9174.01,13877.26,26095.83,45543.57,30308.6
a_0,8.24,8.72,9.79,13.37,12.18,36.97,903.61,2521.5,2677.86,3924.43,3255.79,5743.91,18121.69,19976.54,19519.95,29024.04
h_0,8.28,10.81,9.4,9.47,12.69,34.93,719.78,2702.32,2628.0,3339.24,3423.01,3959.47,10292.7,13647.88,17745.99,26982.84
e_0,6.21,8.81,9.73,8.72,11.45,44.46,835.66,1966.94,2792.82,2794.35,3779.71,3894.91,11534.6,17968.74,25319.48,21011.02
g_0,6.61,7.15,11.13,8.44,11.35,35.37,660.36,1719.71,2530.98,2527.31,3046.29,5880.1,8396.27,13764.53,21190.22,18983.81
