,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.6,0.8,0.98,0.97,0.98,0.55,0.57,0.56,0.41,0.4,0.48,0.37,0.39,0.61,0.31
f_1,1.0,0.42,0.79,0.91,0.93,0.72,0.37,0.47,0.42,0.34,0.41,0.53,0.25,0.39,0.32,0.43
d_1,1.11,1.01,0.39,0.79,0.74,0.77,0.47,0.31,0.66,0.44,0.39,0.34,0.39,0.35,0.41,0.25
c_1,0.72,0.87,1.19,0.38,0.9,0.82,0.46,0.46,0.24,0.47,0.38,0.42,0.33,0.42,0.42,0.32
b_1,0.8,0.88,1.06,0.57,0.37,1.19,0.5,0.64,0.37,0.46,0.51,0.4,0.31,0.42,0.39,0.35
a_1,0.77,1.1,0.94,1.15,0.52,0.29,0.48,0.52,0.39,0.46,0.49,0.42,0.44,0.51,0.33,0.37
h_1,0.71,0.96,0.73,0.79,0.89,0.75,0.25,0.48,0.32,0.31,0.34,0.36,0.4,0.4,0.32,0.33
g_1,0.79,0.92,0.85,0.85,0.66,0.68,0.33,0.22,0.31,0.33,0.33,0.36,0.23,0.32,0.39,0.36
d_0,0.46,0.79,1.15,0.97,0.83,0.84,0.52,0.51,0.26,0.35,0.37,0.39,0.28,0.48,0.35,0.31
c_0,0.81,0.85,0.45,1.7,0.86,0.71,0.48,0.42,0.45,0.25,0.44,0.38,0.3,0.37,0.35,0.33
b_0,0.82,0.76,0.63,0.91,1.2,0.74,0.42,0.45,0.39,0.2,0.24,0.31,0.3,0.46,0.3,0.31
f_0,0.76,1.2,0.73,0.72,0.84,0.63,0.45,0.29,0.36,0.36,0.44,0.23,0.33,0.41,0.42,0.23
h_0,0.73,0.8,0.72,0.87,0.77,0.66,0.59,0.47,0.37,0.31,0.32,0.3,0.41,0.32,0.27,0.35
a_0,0.83,0.86,0.7,0.81,0.9,1.23,0.4,0.49,0.34,0.3,0.19,0.35,0.37,0.2,0.33,0.27
e_0,1.02,1.21,0.7,0.69,0.76,0.84,0.4,0.36,0.35,0.32,0.38,0.21,0.31,0.28,0.2,0.27
g_0,0.79,0.7,0.94,0.84,0.84,0.7,0.34,0.5,0.37,0.33,0.34,0.37,0.21,0.34,0.37,0.37
