,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.44,1.35,1.44,1.81,4.1,15.01,29.15,35.53,37.05,42.44,60.78,64.87,84.44,99.76,135.7
e_1,0.69,1.0,1.16,1.68,1.82,3.44,18.95,25.47,45.0,36.92,46.27,67.66,75.57,87.04,109.95,129.07
d_1,0.74,0.86,1.0,1.14,1.48,2.64,14.05,16.91,22.85,39.69,37.08,39.13,60.78,81.98,84.31,75.83
c_1,0.7,0.6,0.88,1.0,1.53,2.05,13.62,19.5,14.62,13.27,29.61,32.84,49.22,59.49,67.98,74.77
b_1,0.55,0.55,0.67,0.66,1.0,3.31,9.1,21.3,16.21,20.39,30.08,26.66,42.81,39.72,59.98,61.87
a_1,0.24,0.29,0.38,0.49,0.3,1.0,5.11,6.01,9.53,11.28,11.85,11.69,20.02,23.57,30.67,37.1
h_1,0.07,0.05,0.07,0.07,0.11,0.19,1.0,1.94,1.68,1.94,2.45,2.35,3.39,4.87,5.27,9.33
g_1,0.04,0.04,0.06,0.05,0.05,0.16,0.52,1.0,1.04,1.19,1.44,2.09,1.94,2.65,3.52,3.08
d_0,0.03,0.02,0.04,0.07,0.07,0.1,0.61,0.95,1.0,0.92,1.56,1.36,2.16,2.78,2.53,4.03
c_0,0.03,0.03,0.03,0.07,0.05,0.09,0.55,0.84,1.12,1.0,1.75,1.51,2.11,2.8,2.79,3.29
b_0,0.02,0.02,0.03,0.04,0.03,0.08,0.42,0.74,0.63,0.59,1.0,1.16,1.47,2.71,1.77,2.71
f_0,0.02,0.02,0.02,0.03,0.04,0.09,0.42,0.48,0.73,0.72,0.9,1.0,1.51,2.08,2.67,1.87
h_0,0.02,0.01,0.02,0.02,0.02,0.05,0.29,0.51,0.46,0.45,0.65,0.68,1.0,1.26,1.38,1.72
a_0,0.01,0.01,0.01,0.02,0.03,,0.19,0.38,0.34,0.34,0.36,0.51,0.8,1.0,0.97,1.24
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.19,0.3,0.37,0.37,0.49,0.38,0.74,1.01,1.0,1.38
g_0,0.01,0.01,0.01,0.01,0.02,0.02,0.11,0.31,0.26,0.3,0.35,0.51,0.57,0.76,0.75,1.0
