,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.28,0.96,0.9,0.93,0.89,0.86,0.91,1.0,0.84,0.97,0.97,0.88,0.93,0.83,0.97
e_1,0.78,1.0,1.24,0.96,1.06,0.94,1.01,1.37,1.15,1.12,1.01,1.12,1.02,0.98,1.23,1.22
c_1,1.03,0.8,1.0,1.03,1.36,1.02,1.03,0.73,0.96,0.69,0.8,0.91,1.06,0.97,1.01,0.96
d_1,1.12,1.04,0.96,1.0,1.02,0.84,0.96,1.08,0.79,1.3,1.13,0.89,0.98,0.98,0.97,0.86
b_1,1.07,0.95,0.73,0.99,1.0,1.54,1.23,1.0,1.02,1.08,1.08,1.17,1.02,1.03,0.97,0.98
a_1,1.12,1.06,0.99,1.18,0.65,1.0,1.16,1.06,1.29,0.98,1.25,1.07,1.15,1.2,1.05,0.88
h_1,1.13,0.98,0.99,1.08,0.83,0.85,1.0,0.87,1.23,0.96,0.93,0.92,0.99,0.93,0.98,1.27
d_0,1.07,0.74,1.39,0.92,0.98,0.99,1.15,1.0,1.02,0.83,1.0,0.86,1.0,1.02,0.95,1.17
g_1,0.98,0.87,1.04,1.31,0.95,0.77,0.82,0.97,1.0,0.99,0.98,1.23,0.82,0.93,1.13,1.04
c_0,1.1,0.98,1.38,0.76,0.94,0.93,1.04,1.23,1.03,1.0,1.31,0.99,1.23,1.1,0.98,1.11
b_0,1.0,1.01,1.25,0.86,0.96,0.87,1.06,1.01,1.1,0.79,1.0,1.13,1.17,1.46,0.87,1.15
f_0,0.95,0.94,1.08,1.17,0.86,0.95,1.02,1.08,0.76,0.98,0.93,1.0,1.08,0.96,1.44,0.87
h_0,1.16,1.04,0.93,1.02,0.96,0.83,1.02,0.93,1.26,0.88,0.91,0.89,1.0,0.93,0.98,1.13
a_0,1.06,1.01,1.02,0.98,1.06,0.93,1.07,0.91,1.1,0.93,0.73,1.03,1.04,1.0,1.16,0.93
e_0,1.22,0.83,0.97,1.09,1.0,0.96,1.02,1.04,0.91,0.9,1.05,0.67,0.99,0.98,1.0,1.05
g_0,1.04,0.84,1.04,1.22,1.0,1.16,0.78,0.83,0.99,0.92,0.89,1.13,0.91,1.0,1.02,1.0
