,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,a_0,h_0,g_0,e_0
e_1,91.41,28.0,34.2,55.31,99.49,287.22,4363.11,20600.42,12275.05,17514.64,27788.02,23914.56,59303.75,84860.92,90681.22,62019.77
f_1,45.03,93.94,41.73,55.19,119.48,210.27,4527.78,10267.14,11635.23,19020.66,17139.86,8322.3,43155.09,61255.84,81656.7,51790.99
d_1,28.29,30.02,127.21,39.28,95.54,226.74,4044.33,4792.38,9213.99,24415.5,19023.75,20607.1,45641.4,57577.17,67105.52,79242.01
c_1,24.4,26.26,42.03,150.45,156.84,161.86,3306.39,7510.95,11071.23,4860.41,16608.28,15647.92,35468.5,50792.06,48640.06,64061.94
b_1,19.62,17.96,31.4,28.41,283.65,263.43,3108.15,5522.16,8710.83,7957.47,7828.8,16196.68,29536.26,50852.9,51285.0,68823.3
a_1,12.88,15.56,22.44,30.84,45.08,530.97,2416.72,5810.48,6425.34,8747.5,11312.75,11334.16,11612.96,40929.83,67470.56,40168.12
h_1,8.69,11.64,14.94,17.15,35.34,66.05,2632.51,2726.59,4738.61,5425.66,6842.59,7045.36,14758.55,11568.29,31934.06,29434.96
d_0,4.96,8.11,5.59,23.18,35.5,61.76,1067.23,4345.43,3022.27,3212.66,5215.58,4911.35,9938.88,15426.23,19204.35,21874.33
g_1,5.87,6.12,14.28,11.91,21.31,50.2,819.66,2121.54,6133.18,3660.61,4559.1,7753.31,10175.77,11221.73,15373.89,20720.6
c_0,7.3,6.75,8.39,7.9,29.09,51.32,857.92,2827.83,2257.23,5958.65,7357.65,5137.41,8858.95,15534.87,22594.89,16864.57
b_0,5.19,7.69,9.87,11.51,,35.29,867.51,2407.33,2478.1,2567.44,7617.96,4277.48,14237.74,12226.22,18524.27,19062.65
f_0,5.57,4.47,9.69,12.2,20.91,47.48,816.05,2426.98,1918.3,2853.87,4359.27,7808.63,10615.14,13635.02,17770.48,30126.83
a_0,3.71,4.97,7.08,10.25,18.1,,723.75,2095.19,1639.95,2627.4,3011.6,3125.17,14795.13,11091.65,13871.43,14960.49
h_0,3.71,6.01,6.55,7.68,12.25,38.52,461.92,1761.45,2239.47,1865.99,2894.44,2827.18,6321.83,6110.26,17315.8,9813.3
g_0,3.67,3.64,8.27,8.53,13.83,23.8,562.58,1440.81,,1777.13,3174.33,3851.03,6216.99,7622.86,7689.83,10056.27
e_0,1.49,5.88,6.03,7.56,14.43,31.92,528.86,1378.93,1456.07,2094.96,2541.79,2133.58,5804.94,8820.38,12628.57,21304.42
