,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,104.32,51.71,83.6,91.77,103.3,207.86,5968.24,11367.77,18603.31,24780.61,32984.29,23604.83,86248.73,95176.55,117046.63,100964.68
d_1,49.69,117.35,52.45,67.58,104.33,213.99,7017.79,13290.17,27328.95,15379.43,38660.98,42521.29,83343.07,110931.82,136046.03,124047.93
e_1,45.19,52.76,119.27,90.75,97.05,198.65,6365.98,15477.79,18021.54,36477.62,34615.58,40558.23,93399.87,92690.43,129979.19,70869.18
c_1,38.16,48.17,43.61,163.44,142.17,200.26,5280.63,10543.05,8756.64,16029.36,21389.24,30117.27,63469.4,72925.64,107211.83,105232.34
b_1,36.66,43.76,40.43,60.64,199.71,297.09,5312.09,10875.05,11643.32,17356.86,16939.65,25766.23,64440.08,68025.53,98027.64,104060.56
a_1,34.32,37.87,39.07,43.76,49.07,381.1,4232.78,9550.71,10103.0,13495.67,27998.14,19534.36,54164.37,50884.35,78428.07,54003.59
h_1,17.16,14.58,13.81,22.2,26.67,59.36,2945.06,4301.9,4857.03,5650.27,9574.51,9680.13,16202.5,26249.35,40466.24,29960.83
g_1,10.77,15.98,9.86,15.96,20.91,40.85,1357.57,5341.86,3569.27,3624.48,7301.74,9994.75,18959.31,23810.34,20367.2,25417.64
c_0,10.67,10.93,10.3,14.12,17.46,49.06,1441.59,3177.94,5352.92,4816.14,12209.2,8467.03,18623.28,23019.32,24607.93,27894.13
d_0,9.27,6.63,8.65,26.62,20.14,43.02,1233.72,3621.82,2676.32,6312.78,7165.78,7304.66,16545.14,17344.33,25584.37,24994.6
b_0,8.08,10.47,8.2,17.01,10.88,27.52,1111.9,2416.76,2468.09,3967.29,8981.27,6076.05,16339.89,31936.33,21999.29,21365.94
f_0,6.33,9.12,8.05,14.23,16.42,40.46,1205.43,2400.64,2762.8,3884.68,5869.46,9556.05,14259.81,16207.93,21403.59,36304.59
h_0,7.09,7.32,6.87,11.86,12.9,29.82,702.73,2092.63,2393.5,3151.39,4653.48,4755.6,8011.86,13193.23,21670.08,15626.45
a_0,6.2,6.3,6.41,10.8,10.91,12.97,756.98,1670.67,2066.77,2990.03,3241.88,4823.95,11859.21,21114.6,16830.54,15795.49
g_0,5.49,7.91,5.47,10.5,11.6,24.71,751.47,1327.47,2345.08,2768.4,3740.12,5679.89,8867.7,11754.39,11554.64,13857.98
e_0,5.38,6.75,5.37,9.65,10.7,30.01,807.73,1639.67,1915.86,2191.67,4063.32,3575.6,10019.21,11935.3,15190.43,23917.26
