,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,a_0,h_0,g_0,e_0
e_1,1.06,1.6,2.19,2.31,2.0,2.14,0.86,0.88,0.87,0.69,0.75,0.8,0.67,0.61,0.5,1.22
f_1,2.34,1.06,2.09,2.08,1.93,2.04,0.71,1.15,0.71,0.6,0.63,0.92,0.61,0.36,0.58,0.43
d_1,2.75,2.31,1.06,2.35,2.15,1.91,0.98,0.63,0.99,0.73,0.76,0.59,0.56,0.52,0.38,0.53
c_1,2.24,2.44,2.77,1.06,2.77,1.57,0.9,0.77,0.45,0.97,0.65,0.6,0.67,0.58,0.59,0.58
b_1,3.16,3.41,2.75,1.68,1.06,2.88,1.02,1.02,0.85,0.95,1.35,1.0,0.81,0.64,0.55,0.57
a_1,4.07,3.7,3.71,5.25,2.18,1.07,2.09,1.3,1.25,1.07,1.07,1.06,1.7,0.91,0.81,1.02
h_1,6.12,5.65,5.38,5.72,5.89,3.81,1.33,2.35,1.91,1.9,1.77,1.47,1.59,2.11,1.52,1.47
g_1,6.02,6.7,6.52,7.61,6.85,5.64,2.06,1.36,1.96,2.03,1.66,1.77,1.66,1.24,1.52,1.66
d_0,4.48,7.39,11.15,8.25,7.46,5.78,2.75,2.99,1.55,2.06,2.1,2.01,1.86,1.79,1.5,1.71
c_0,6.51,9.0,4.54,12.06,7.49,6.2,2.57,2.69,2.9,1.53,2.57,2.17,2.1,1.76,1.48,1.96
b_0,7.17,7.63,6.16,9.93,10.34,6.3,2.81,3.14,2.39,1.48,1.5,2.15,2.38,2.14,1.96,1.92
f_0,7.14,13.03,8.44,8.43,7.76,6.5,3.23,2.13,2.39,2.21,2.16,1.54,2.2,2.2,1.16,2.23
a_0,9.74,9.45,9.61,9.88,9.79,12.5,3.61,4.06,3.4,2.53,1.87,2.63,1.58,1.84,1.94,2.98
h_0,8.02,12.23,9.48,9.26,9.04,7.02,4.03,4.16,2.98,2.84,2.56,2.43,2.94,3.19,2.14,2.25
g_0,10.99,10.6,13.22,10.84,12.75,9.35,3.62,5.53,3.87,3.69,2.99,3.78,2.78,2.1,3.06,2.77
e_0,11.34,18.34,13.29,12.66,11.19,7.99,4.35,4.04,3.37,3.67,3.44,1.94,2.51,2.56,2.33,1.69
