,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.39,0.96,1.46,1.01,1.17,0.94,2.31,4.11,1.96,2.57,2.58,2.89,3.19,2.74,2.09,3.07
f_1,1.84,2.48,1.03,1.04,0.94,1.18,1.69,2.22,1.84,2.08,2.41,1.45,2.79,2.05,1.73,2.92
c_1,0.93,1.21,2.5,1.12,1.75,1.02,2.45,1.9,2.24,1.3,1.78,2.57,2.88,2.51,2.39,2.42
d_1,1.09,1.28,1.05,2.59,1.12,0.91,2.16,1.48,2.17,3.88,3.02,2.45,3.03,3.04,2.6,2.95
b_1,0.94,1.11,1.06,1.15,2.74,2.04,1.95,2.25,2.25,2.74,1.86,2.52,3.17,2.0,2.55,3.7
a_1,1.37,1.24,1.0,1.25,0.94,3.29,2.82,2.59,2.3,2.38,2.65,1.97,3.29,1.53,2.7,2.97
h_1,1.16,1.75,1.22,1.11,1.31,1.03,4.22,2.68,3.27,2.19,2.62,2.86,2.25,2.91,2.61,3.57
d_0,1.0,1.21,2.17,0.95,1.21,1.08,2.39,3.88,2.73,2.06,2.94,2.77,3.17,2.54,3.17,4.04
g_1,1.19,1.18,1.11,1.85,1.2,1.09,2.0,2.01,4.45,2.95,2.58,3.57,3.59,1.91,3.31,2.62
c_0,1.16,1.43,0.93,1.26,1.0,1.25,2.8,3.09,2.18,3.98,4.81,3.2,3.81,3.44,3.13,3.61
b_0,1.26,1.39,1.47,1.32,0.7,1.05,2.42,2.87,2.76,2.32,4.15,2.93,3.6,4.87,3.09,3.61
f_0,1.06,0.92,1.36,1.55,1.33,1.32,2.37,2.82,2.42,2.66,2.74,4.35,3.68,3.27,4.81,3.27
h_0,1.16,1.61,1.24,1.45,1.06,1.28,1.81,2.78,2.84,2.59,2.64,2.45,2.66,2.73,2.89,4.62
a_0,1.23,1.64,1.2,1.29,1.11,0.92,2.28,2.79,2.69,2.96,2.52,2.48,3.57,4.88,3.03,3.41
e_0,0.92,1.49,1.43,1.33,1.38,1.34,2.4,2.46,2.64,2.14,2.6,2.18,3.8,2.49,5.12,3.31
g_0,1.1,1.15,1.23,1.9,1.12,1.23,2.37,2.24,1.85,2.85,2.53,4.09,2.98,2.58,3.11,2.83
