,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.91,0.34,0.28,0.35,0.25,0.19,0.29,0.21,0.52,0.24,0.24,0.25,0.31,0.18,0.11,0.23
f_1,0.56,0.91,0.28,0.28,0.25,0.13,0.24,0.21,0.29,0.25,0.25,0.14,0.28,0.16,0.12,0.21
d_1,0.3,0.41,0.91,0.22,0.23,0.19,0.32,0.27,0.19,0.49,0.29,0.22,0.29,0.19,0.16,0.23
c_1,0.29,0.3,0.3,0.9,0.52,0.18,0.24,0.22,0.27,0.16,0.16,0.19,0.26,0.16,0.17,0.19
b_1,0.33,0.31,0.3,0.29,0.9,0.36,0.28,0.23,0.26,0.27,0.12,0.2,0.29,0.14,0.17,0.22
a_1,0.31,0.37,0.35,0.32,0.25,0.88,0.32,0.26,0.25,0.3,0.27,0.28,0.27,0.1,0.17,0.21
h_1,0.36,0.51,0.33,0.34,0.25,0.19,0.61,0.32,0.27,0.27,0.26,0.23,0.23,0.15,0.2,0.33
g_1,0.32,0.33,0.55,0.3,0.23,0.23,0.3,0.61,0.21,0.33,0.3,0.37,0.26,0.17,0.19,0.16
d_0,0.32,0.37,0.24,0.62,0.35,0.19,0.29,0.2,0.5,0.22,0.24,0.26,0.31,0.17,0.2,0.22
c_0,0.4,0.41,0.35,0.3,0.2,0.21,0.35,0.28,0.33,0.49,0.54,0.3,0.32,0.24,0.2,0.25
b_0,0.39,0.44,0.33,0.35,0.2,0.14,0.31,0.27,0.34,0.3,0.51,0.27,0.36,0.42,0.19,0.26
f_0,0.32,0.26,0.37,0.39,0.29,0.21,0.32,0.3,0.3,0.27,0.31,0.48,0.31,0.17,0.4,0.25
h_0,0.35,0.51,0.35,0.31,0.27,0.21,0.22,0.35,0.28,0.27,0.24,0.24,0.26,0.18,0.19,0.28
a_0,0.37,0.42,0.39,0.4,0.27,0.13,0.36,0.26,0.3,0.33,0.23,0.2,0.29,0.43,0.18,0.21
e_0,0.27,0.36,0.42,0.34,0.33,0.17,0.38,0.38,0.29,0.28,0.27,0.25,0.33,0.2,0.42,0.29
g_0,0.38,0.37,0.52,0.28,0.3,0.19,0.29,0.2,0.24,0.3,0.26,0.36,0.3,0.2,0.21,0.18
