,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.92,0.44,0.52,0.33,0.32,0.21,0.32,0.62,0.28,0.27,0.33,0.31,0.35,0.24,0.16,0.27
f_1,0.7,0.92,0.41,0.33,0.3,0.22,0.3,0.41,0.26,0.3,0.31,0.21,0.34,0.19,0.16,0.24
c_1,0.39,0.39,0.91,0.39,0.6,0.23,0.29,0.37,0.25,0.22,0.22,0.31,0.36,0.19,0.2,0.26
d_1,0.39,0.43,0.32,0.93,0.34,0.26,0.37,0.27,0.33,0.58,0.36,0.33,0.4,0.23,0.22,0.29
b_1,0.4,0.41,0.39,0.37,0.9,0.49,0.29,0.33,0.27,0.3,0.23,0.27,0.36,0.18,0.22,0.24
a_1,0.44,0.43,0.42,0.41,0.31,0.89,0.29,0.33,0.32,0.35,0.38,0.31,0.42,0.21,0.23,0.28
h_1,0.46,0.57,0.41,0.45,0.31,0.22,0.65,0.35,0.41,0.37,0.32,0.32,0.32,0.26,0.2,0.35
d_0,0.43,0.46,0.7,0.28,0.4,0.26,0.37,0.54,0.25,0.24,0.33,0.29,0.37,0.25,0.22,0.27
g_1,0.4,0.42,0.4,0.57,0.35,0.26,0.36,0.34,0.64,0.4,0.35,0.49,0.41,0.21,0.27,0.26
c_0,0.48,0.51,0.39,0.44,0.28,0.25,0.38,0.42,0.36,0.54,0.6,0.34,0.44,0.31,0.27,0.29
b_0,0.46,0.46,0.52,0.46,0.25,0.2,0.37,0.46,0.3,0.38,0.54,0.32,0.4,0.48,0.27,0.32
f_0,0.35,0.41,0.47,0.44,0.39,0.31,0.4,0.42,0.33,0.35,0.4,0.53,0.44,0.23,0.49,0.34
h_0,0.5,0.58,0.42,0.48,0.34,0.24,0.29,0.35,0.39,0.32,0.31,0.32,0.3,0.22,0.22,0.35
a_0,0.45,0.5,0.48,0.42,0.33,0.24,0.37,0.43,0.26,0.41,0.36,0.33,0.42,0.42,0.23,0.3
e_0,0.38,0.5,0.47,0.44,0.35,0.33,0.37,0.32,0.3,0.33,0.31,0.33,0.41,0.24,0.45,0.35
g_0,0.4,0.38,0.39,0.65,0.37,0.24,0.32,0.32,0.28,0.37,0.36,0.45,0.4,0.26,0.29,0.23
