,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.32,1.17,0.95,1.23,0.98,0.74,1.99,1.71,3.57,1.98,2.04,2.08,2.74,2.13,1.46,2.15
f_1,1.8,2.34,0.93,1.01,0.92,0.7,1.87,1.57,2.24,1.68,1.4,1.87,2.54,1.47,1.36,2.42
d_1,1.17,1.11,2.47,0.84,0.91,0.81,1.74,1.88,1.75,3.76,2.28,2.61,2.84,2.0,1.92,2.56
c_1,1.01,1.07,0.99,2.57,1.72,0.83,1.87,1.75,2.03,1.43,1.78,1.5,2.56,1.77,1.87,2.36
b_1,0.98,1.11,1.0,1.03,2.66,1.55,2.1,1.94,2.11,2.19,2.18,1.5,2.69,1.7,1.98,2.53
a_1,0.98,1.28,1.1,1.04,1.0,3.24,2.18,1.52,2.26,2.18,2.05,1.96,2.74,1.44,1.74,2.61
h_1,1.14,1.41,1.23,1.1,0.96,0.75,3.51,2.55,2.26,2.23,2.36,2.07,2.29,2.0,2.09,2.96
g_1,1.1,1.16,1.52,0.98,0.95,0.78,2.16,3.75,2.16,2.43,3.37,2.01,2.79,2.03,2.58,2.31
d_0,1.0,1.2,0.87,1.74,1.18,0.87,2.11,1.74,3.27,1.78,2.28,2.01,2.98,2.25,2.19,2.86
c_0,1.21,1.19,1.27,0.91,0.92,0.83,2.14,2.0,2.44,3.38,2.64,4.11,3.22,2.74,2.38,3.19
f_0,0.98,1.1,1.28,1.22,1.09,0.94,2.24,2.22,2.47,2.35,3.63,2.48,3.2,2.38,3.96,3.28
b_0,1.23,1.2,1.26,1.08,0.9,0.69,2.08,2.2,2.27,2.14,2.48,3.57,3.26,4.02,2.5,3.11
h_0,1.18,1.45,1.2,1.09,1.0,0.86,1.51,2.34,2.39,2.05,2.29,2.0,2.42,1.71,2.11,3.17
a_0,1.18,1.21,1.26,1.05,1.03,0.74,2.2,1.96,2.27,2.27,2.26,2.06,3.23,3.6,2.29,2.74
e_0,0.92,1.39,1.24,1.08,1.17,0.75,2.3,2.11,2.23,2.45,1.9,2.58,3.11,2.51,3.78,3.01
g_0,1.04,0.94,1.72,1.21,0.89,0.8,2.04,1.82,2.08,2.47,2.98,2.52,3.07,2.23,2.03,2.37
