,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.25,0.93,1.08,0.96,1.01,0.87,0.94,1.01,1.0,0.88,0.87,0.81,0.73,0.97,0.79
e_1,0.8,1.0,1.02,1.11,0.82,0.86,1.12,1.13,0.99,1.39,1.09,1.19,1.06,1.22,1.05,0.93
d_1,1.07,0.98,1.0,0.92,0.89,0.92,1.09,0.89,1.39,1.13,0.98,1.03,1.06,1.0,0.79,1.04
c_1,0.93,0.9,1.08,1.0,1.44,0.99,1.02,1.0,0.82,0.71,0.91,1.07,1.08,1.08,0.93,1.0
b_1,1.05,1.22,1.13,0.7,1.0,1.38,0.84,1.12,0.86,0.9,1.06,0.94,1.09,0.98,1.29,0.88
a_1,0.99,1.17,1.09,1.01,0.73,1.0,1.05,0.79,0.86,0.92,1.27,1.0,1.24,1.62,0.99,1.16
h_1,1.15,0.86,0.91,1.01,1.11,0.95,1.0,1.18,0.84,1.03,0.93,0.99,1.1,0.81,1.22,0.99
g_1,1.06,0.9,1.11,1.01,0.89,1.11,0.84,1.0,0.9,0.92,1.05,1.01,0.88,0.98,0.8,1.14
c_0,1.0,1.08,0.71,1.13,1.24,1.19,1.19,1.12,1.0,0.86,1.4,1.0,1.02,0.95,1.1,1.11
d_0,0.99,0.66,0.88,1.52,1.05,1.07,1.05,1.14,1.15,1.0,0.93,0.94,0.93,0.82,1.08,1.0
b_0,1.16,0.9,0.95,1.18,1.25,0.71,1.06,0.99,0.7,1.1,1.0,0.88,0.95,1.75,1.1,0.93
f_0,1.3,0.82,0.99,0.91,1.2,0.99,1.06,0.98,1.0,1.0,1.11,1.0,1.02,0.98,0.81,1.43
h_0,1.33,0.92,0.99,0.97,0.9,0.85,0.93,1.14,0.98,1.07,1.06,0.96,1.0,0.99,1.3,0.91
a_0,1.26,0.76,0.99,1.01,1.17,,1.25,1.0,1.04,1.17,0.59,0.97,1.01,1.0,1.07,1.11
g_0,1.04,0.9,1.27,1.1,0.84,0.96,0.81,1.14,0.87,0.89,0.89,1.27,0.76,0.96,1.0,0.88
e_0,1.22,1.04,0.93,0.99,1.2,0.98,0.98,0.86,0.89,1.0,1.06,0.64,1.07,0.89,1.21,1.0
