,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.15,39.93,95.33,88.54,88.75,75.62,23.58,32.18,17.87,19.55,23.24,18.87,11.23,15.16,,13.96
f_1,90.22,1.15,112.36,72.07,86.06,67.79,16.91,20.82,20.5,14.43,,12.86,9.52,18.95,16.82,15.95
d_1,137.0,94.21,1.15,140.86,97.93,122.88,22.97,14.75,,26.35,16.6,20.96,13.69,18.05,18.5,8.38
c_1,105.69,81.64,92.53,1.15,97.93,178.73,33.19,29.5,11.81,,19.37,20.96,14.6,,16.82,11.17
b_1,102.75,131.21,112.36,63.24,1.15,163.83,22.97,47.2,16.21,43.29,26.41,,11.53,23.69,19.47,15.95
a_1,142.27,183.7,149.81,206.6,88.75,1.15,47.16,41.65,41.0,21.64,,47.17,24.33,,24.67,30.45
h_1,97.34,79.87,85.03,86.08,94.67,115.65,2.0,22.12,18.84,14.78,19.37,14.89,,17.23,16.82,15.23
g_1,142.27,131.21,149.81,147.57,97.93,140.43,20.84,2.0,26.81,20.2,23.24,25.73,12.17,29.15,18.5,
d_0,49.99,94.21,,73.79,113.6,122.88,25.6,32.18,2.81,19.55,18.74,15.72,11.53,22.29,16.82,15.95
c_0,112.09,141.31,41.39,,94.67,78.64,33.19,32.18,31.68,2.96,19.37,26.95,15.64,23.69,20.56,12.41
f_0,102.75,,121.0,114.78,94.67,,35.84,16.47,27.88,20.9,2.89,33.29,16.22,15.16,28.46,8.38
b_0,142.27,111.33,125.84,129.12,,115.65,28.9,29.5,18.34,11.65,25.26,3.06,13.27,25.27,28.46,12.41
h_0,99.97,96.68,92.53,83.76,94.67,67.79,,29.5,17.87,25.25,11.39,19.52,,13.54,21.76,15.95
a_0,168.14,204.11,149.81,,218.46,,38.96,47.2,31.68,33.67,41.5,16.65,23.05,3.01,,30.45
e_0,,306.17,196.62,147.57,202.86,163.83,56.0,59.0,24.89,37.88,16.14,43.54,18.25,,3.08,17.63
g_0,108.79,141.31,174.78,147.57,118.33,98.3,27.15,,34.85,27.55,32.28,18.26,14.6,22.29,17.62,
