,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,d_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
f_1,0.01,0.03,0.03,0.03,0.03,0.04,0.05,0.06,0.06,0.09,0.07,0.17,0.09,0.08,0.11,0.13
e_1,0.02,0.01,0.03,0.03,0.03,0.06,0.06,0.06,0.07,0.08,0.07,0.1,0.11,0.09,0.26,0.13
d_1,0.02,0.02,0.01,0.02,0.02,0.03,0.05,0.04,0.09,0.04,0.04,0.06,0.07,0.06,0.09,0.06
c_1,0.02,0.02,0.03,0.01,0.03,0.03,0.04,0.07,0.03,0.05,0.04,0.05,0.08,0.06,0.08,0.06
b_1,0.01,0.02,0.02,0.01,0.01,0.03,0.04,0.04,0.04,0.05,0.1,0.04,0.05,0.06,0.05,0.08
a_1,0.01,0.01,0.01,0.01,,,0.02,0.01,0.02,0.02,0.02,0.02,0.04,0.02,0.03,0.03
h_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
