,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,14877.32,7283.28,6178.49,10105.54,10853.47,55532.6,5124228.08,17649202.9,23378145.09,52893854.13,34775938.98,47072194.02,198300635.05,318720000.33,267384791.23,432748775.65
f_1,10338.61,15019.14,6340.73,8524.09,9329.42,62097.79,4416727.79,17488883.44,22417854.84,33739797.67,35165117.46,35789286.79,187197701.8,307101389.97,253775981.75,399934401.6
d_1,6134.74,7231.08,17232.72,6401.52,11418.36,63821.73,4982386.84,18362441.66,42813050.75,22559288.38,43282819.42,55771932.0,188459612.02,312116758.11,330480908.66,559685130.11
c_1,5743.95,5604.15,7236.2,19340.6,20331.01,68204.15,4885427.84,15766494.97,15988666.57,27458946.62,23293708.54,54753033.58,120343836.47,324884467.7,350180353.66,490385048.42
b_1,6386.79,7547.78,6728.34,7732.41,27824.4,115730.84,4633870.25,16707005.33,24063671.17,27822975.8,33294748.38,52196587.26,146394909.77,301342230.46,343673249.79,453680697.21
a_1,6475.22,7011.32,8481.05,9341.08,9953.05,233023.82,4685683.85,17061106.97,21285246.97,29498134.41,36349421.99,50790203.73,125180014.2,344556410.42,303364933.54,527044833.91
h_1,6357.29,8913.64,8428.64,9303.72,10937.35,61856.52,8303555.23,21632485.25,25504379.33,29147893.36,39204269.57,54021532.11,181097091.75,262364549.93,297915444.36,653246501.57
g_1,5682.15,6491.11,11194.91,9203.39,11942.79,61652.46,5397407.76,37998223.27,27763237.95,27368786.18,39683409.0,83337109.05,181598692.81,321222636.51,426675173.34,480053082.99
c_0,7379.98,7901.77,8947.99,7505.42,10227.19,56618.21,5176744.57,20915610.56,41522543.07,29653585.84,70538802.64,66432923.19,274606359.77,379100349.38,393139418.17,580078230.71
d_0,6672.96,6944.09,5064.0,15132.67,14228.99,65686.0,4698071.07,17716183.44,16831167.74,47975898.16,32787965.14,59507865.22,161601313.0,299283159.46,330328214.12,502609260.87
b_0,7144.89,7680.36,8753.56,9662.37,9202.87,54872.53,4871800.54,18020624.47,32885301.33,32631659.79,66467806.54,62532577.54,393969887.67,415205144.56,420267943.75,534121759.0
f_0,6086.56,6835.35,9720.86,8660.07,12688.74,70791.78,5249396.91,20139469.16,29763063.09,32789850.45,39366804.4,92737518.21,164794858.58,373713410.5,745418828.41,549970298.4
a_0,6528.39,7231.82,8058.16,11201.73,11834.21,43395.73,4938997.79,19807226.66,26268396.56,37990457.87,41397705.47,61091016.56,359070019.83,383824477.96,366848746.36,575477151.34
h_0,6969.89,8863.02,8644.53,8777.93,12078.77,54649.48,3955056.82,22917118.3,25645797.84,32761532.26,36876387.24,48771392.62,176983515.19,268220901.49,355326233.12,645689955.37
e_0,5468.74,7760.5,9431.0,8964.37,12810.4,75697.33,5574011.79,19156840.11,29574766.16,31030861.39,44342696.68,63818294.09,196264115.65,395093645.37,701718549.52,547840254.71
g_0,5847.05,6516.46,11763.97,8257.96,12584.39,60241.52,4666204.3,14966281.34,29254754.97,26836282.74,37212562.67,84410825.03,157200661.65,352083250.53,458343296.05,456487782.4
