,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.52,0.87,0.79,1.1,0.84,0.58,1.07,0.95,1.61,1.03,1.1,0.97,1.15,1.1,0.72,1.06
f_1,1.32,1.52,0.87,0.86,0.75,0.66,0.92,0.97,1.02,0.93,0.98,0.69,1.02,0.78,0.68,1.02
d_1,0.95,0.99,1.56,0.74,0.8,0.76,0.96,1.0,0.85,1.71,1.2,1.01,1.13,0.89,1.01,0.96
c_1,0.77,0.94,0.97,1.58,1.46,0.69,0.97,0.94,0.91,0.68,0.69,1.02,1.21,0.8,0.88,0.98
b_1,0.92,1.07,1.01,0.75,1.62,1.37,1.01,0.91,1.02,1.18,0.92,0.99,1.19,0.82,0.85,1.0
a_1,1.11,1.13,1.06,0.94,0.63,1.81,1.24,1.17,1.25,1.29,1.29,1.21,1.43,0.87,1.14,1.07
h_1,1.12,1.46,1.23,1.07,1.02,0.81,1.84,1.43,1.14,1.28,1.2,1.31,1.17,0.98,1.0,1.56
g_1,0.99,1.07,1.53,1.16,1.05,0.82,1.15,1.87,1.22,1.42,1.5,1.74,1.25,1.17,1.26,1.31
d_0,1.0,1.25,0.9,1.87,1.18,0.75,1.46,1.31,1.74,0.85,1.11,1.33,1.5,1.21,1.15,1.4
c_0,1.25,1.37,1.07,1.2,0.84,0.81,1.36,1.36,1.67,1.75,2.19,1.46,1.57,1.54,1.21,1.49
b_0,1.23,1.34,1.12,1.43,0.91,0.74,1.48,1.33,1.53,1.12,1.79,1.33,1.63,2.13,1.16,1.55
f_0,1.08,1.17,1.26,1.37,1.24,0.87,1.18,1.2,1.49,1.3,1.4,1.88,1.71,1.27,2.17,1.22
h_0,1.16,1.56,1.33,1.25,1.08,0.86,1.23,1.59,1.36,1.36,1.28,1.28,1.38,1.24,1.16,1.85
a_0,1.15,1.57,1.23,1.37,1.18,0.65,1.61,1.36,1.35,1.34,1.23,1.29,1.66,1.91,1.22,1.38
e_0,1.1,1.3,1.32,1.32,1.34,0.96,1.47,1.34,1.53,1.51,1.53,1.22,1.79,1.19,1.89,1.59
g_0,1.1,1.15,1.78,1.25,1.23,0.96,1.33,1.25,1.23,1.49,1.17,1.97,1.44,1.21,1.44,1.35
