,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.05,1.9,1.7,1.62,1.49,1.24,0.49,0.65,0.48,0.5,0.48,0.55,0.31,0.42,0.38,0.42
e_1,1.17,1.05,1.68,1.77,1.87,1.43,0.75,0.73,0.65,0.56,0.53,0.64,0.39,0.46,0.56,0.4
d_1,2.0,1.94,1.05,1.75,1.64,1.49,0.62,0.48,0.7,0.55,0.53,0.47,0.36,0.43,0.44,0.27
c_1,1.8,1.67,2.16,1.05,2.05,1.54,0.75,0.63,0.35,0.64,0.48,0.5,0.42,0.46,0.46,0.38
b_1,2.47,2.06,2.27,1.32,1.06,2.43,0.94,0.82,0.66,0.77,0.98,0.62,0.54,0.55,0.62,0.52
a_1,3.33,3.14,2.84,2.81,1.47,1.06,1.14,1.11,0.97,0.98,1.17,0.79,0.75,1.11,0.85,0.63
h_1,5.32,4.13,4.68,4.97,3.8,3.3,1.27,1.99,1.47,1.38,1.4,1.25,1.28,1.14,1.35,1.08
g_1,5.9,5.09,5.07,6.12,4.94,4.34,1.5,1.27,1.62,1.34,1.57,1.71,1.06,1.35,1.28,1.15
d_0,6.43,3.99,6.61,7.35,5.3,4.84,2.35,2.45,1.43,1.63,1.71,1.66,1.4,1.68,1.59,1.35
c_0,6.55,5.86,3.98,7.96,5.63,4.55,2.57,2.19,2.54,1.39,2.13,1.78,1.44,1.83,1.47,1.33
b_0,6.71,5.74,5.18,9.11,5.98,4.68,2.28,2.1,1.9,1.1,1.38,1.67,1.4,2.07,1.58,1.28
f_0,8.71,5.77,6.45,7.71,6.6,5.33,2.7,1.9,2.32,1.84,1.93,1.42,1.68,1.7,2.01,1.0
h_0,9.09,7.35,7.38,8.25,8.34,6.76,3.39,2.89,2.54,2.07,2.23,2.0,2.04,1.9,1.78,1.77
a_0,8.52,7.6,8.19,9.16,9.62,6.63,3.42,2.91,2.48,1.98,1.44,2.27,1.94,1.51,2.28,1.72
e_0,10.97,9.46,7.92,9.54,8.14,6.66,3.33,3.11,2.35,2.5,2.3,1.4,2.04,1.85,1.46,1.56
g_0,9.5,8.75,9.58,10.5,8.82,8.38,3.07,3.89,2.84,2.6,2.95,2.83,1.78,2.32,2.38,2.34
