,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,101.3,31.16,34.88,64.38,83.33,231.81,4036.38,6542.15,11807.17,23904.94,19747.16,29906.52,47555.44,67651.56,47657.25,129975.56
f_1,46.1,102.95,37.68,66.24,86.18,238.06,3587.52,5954.79,11865.97,12713.36,18824.88,9162.54,46982.54,60016.56,57011.98,115986.52
d_1,30.01,35.74,111.47,45.51,79.36,249.93,4343.22,6500.72,19022.71,5824.93,19978.26,27899.31,42657.47,66279.71,77597.01,128633.71
c_1,27.64,22.92,32.58,174.29,111.49,176.37,3120.03,4949.27,2428.93,10190.78,15724.18,21623.7,31005.48,54842.15,67476.46,124043.14
b_1,24.54,23.2,30.38,34.94,221.25,320.28,3038.83,5157.58,8805.4,8960.99,5240.1,20018.84,26377.19,58313.97,59224.61,98073.37
a_1,16.8,18.01,15.98,37.24,33.14,544.12,2260.67,3366.4,7822.2,6859.36,10380.17,14235.96,14992.2,41365.02,33153.41,83445.38
h_1,9.89,14.5,11.97,21.21,22.33,74.77,2556.89,2661.15,3979.03,4089.75,5954.81,8830.19,16820.54,12361.55,25885.14,40382.32
g_1,8.6,9.03,13.0,19.34,19.22,57.91,959.72,3847.74,3550.53,3508.33,4432.7,9942.28,10964.28,17861.86,27473.16,22909.43
c_0,8.15,8.33,8.02,14.01,20.44,40.94,1058.88,1768.25,5057.51,3475.95,7199.34,7637.63,10882.12,17420.61,23129.78,35428.2
d_0,6.2,7.26,4.45,27.52,20.16,51.0,922.94,1719.93,2330.82,5312.09,4704.56,6778.95,10833.46,18226.15,19954.27,34399.53
b_0,6.45,7.75,7.32,14.78,10.61,40.36,997.02,1521.14,2065.63,2562.26,6918.5,5212.98,20528.05,17933.42,21401.99,33267.8
f_0,5.29,3.51,7.56,13.2,14.66,44.85,799.65,1158.33,2495.84,2591.83,4805.84,8985.86,10845.87,16799.37,33104.47,27347.81
a_0,5.04,5.72,6.62,10.7,11.13,19.71,666.8,1181.77,2043.43,1646.57,2444.18,4590.58,14331.22,11720.03,13542.87,19264.0
h_0,3.92,6.46,5.71,8.86,11.38,28.13,404.1,1154.42,1779.74,1995.82,2351.99,2791.75,7291.91,6377.81,12504.88,23311.37
e_0,2.88,6.46,4.46,7.69,11.07,37.49,596.23,732.1,1494.78,1776.4,2186.08,2158.14,6208.59,10272.85,22915.54,20043.37
g_0,3.09,4.04,5.22,7.01,9.88,20.92,509.82,611.55,1587.43,1260.17,2420.65,3760.15,6262.78,7943.42,9138.71,
